N	2gram	Bakhtin_Fr_8	KulturaY
1	и в	56	23
2	точки зрения	6	23
3	в том	13	22
4	не только	8	17
5	в этом	14	16
6	было бы	2	16
7	с точки	2	16
8	самом деле	2	14
9	может быть	3	14
10	в области	5	14
11	в самом	9	13
12	что в	5	13
13	потому что	6	12
14	для того	2	12
15	вопрос о	1	11
16	том что	8	11
17	того чтобы	4	11
18	можно было	1	11
19	в его	18	11
20	того что	1	11
21	а не	2	11
22	и не	9	10
23	еще не	10	9
24	таким образом	17	9
25	так как	4	9
26	прежде всего	6	9
27	лишь в	1	8
28	если бы	2	8
29	в виду	1	8
30	уже не	3	8
31	до сих	8	8
32	сих пор	8	8
33	как на	1	8
34	русского языка	1	7
35	все эти	15	7
36	в нашем	2	7
37	речи в	1	7
38	того как	2	7
39	те же	1	7
40	и что	1	7
41	с другой	2	7
42	в языке	1	7
43	или иной	1	7
44	на фоне	1	7
45	в данном	2	7
46	слова и	3	7
47	сказать что	3	7
48	то же	11	6
49	с помощью	3	6
50	только в	9	6
51	так и	13	6
52	при этом	4	6
53	и тем	1	6
54	с тем	2	6
55	в их	3	6
56	связи с	6	6
57	не может	2	6
58	языка в	2	6
59	могут быть	1	6
60	о том	4	6
61	после того	1	6
62	что и	3	6
63	тот же	1	6
64	что он	2	6
65	для этого	1	6
66	также и	2	5
67	как мы	7	5
68	в чем	1	5
69	независимо от	1	5
70	все же	2	5
71	хотя и	2	5
72	из этих	1	5
73	как бы	11	5
74	что она	2	5
75	как и	5	5
76	не в	3	5
77	вовсе не	6	5
78	не могут	1	5
79	той или	2	5
80	слов и	3	5
81	всякого рода	1	5
82	тем что	1	5
83	далеко не	2	5
84	в связи	3	5
85	не будем	1	5
86	тем более	1	5
87	но это	2	5
88	а в	2	5
89	того же	1	4
90	в сущности	8	4
91	точка зрения	2	4
92	как в	1	4
93	в своем	3	4
94	целый ряд	2	4
95	языка как	1	4
96	этого слова	1	4
97	что значит	1	4
98	в своей	2	4
99	которые в	1	4
100	же мы	1	4
101	тому что	1	4
102	тогда когда	1	4
