N	2gram	Voloshinov_1	Istorich
1	и в	3	22
2	не только	1	14
3	но и	1	12
4	и не	1	12
5	может быть	1	11
6	мы видим	1	8
7	то же	1	6
8	связи с	1	6
9	если бы	1	6
10	а не	1	6
11	не менее	1	5
12	один из	2	5
13	и на	1	4
14	не может	4	4
15	из этих	1	3
16	к тому	1	3
17	на нее	1	3
18	в его	1	3
19	и все	1	3
20	в ней	1	2
21	ни один	1	2
22	точки зрения	1	2
23	на месте	1	2
24	в то	1	2
25	в особенности	1	2
26	и заставляет	1	1
27	нет и	1	1
28	становится особенно	1	1
29	он в	1	1
30	его от	1	1
31	с другими	1	1
32	с точки	1	1
33	именно с	1	1
34	вопрос что	1	1
35	во второй	1	1
36	и должно	1	1
37	себя от	1	1
38	поставить в	1	1
39	понимания этого	1	1
40	исходя из	1	1
41	и тому	1	1
42	тому подобных	1	1
