N	2gram	Potebnia_M_3	Istorich
1	в сказке	1	50
2	и в	30	22
3	в этом	10	17
4	и т	5	16
5	т д	3	15
6	что в	17	15
7	не только	21	14
8	мы видели	4	13
9	но и	19	12
10	и не	15	12
11	в этих	1	11
12	может быть	28	11
13	или в	3	11
14	но в	1	10
15	таким образом	14	10
16	еще не	5	10
17	в нем	9	9
18	и говорит	1	9
19	что и	13	9
20	в том	32	9
21	что он	6	9
22	вместе с	12	9
23	как мы	7	8
24	мы видим	2	8
25	что они	2	8
26	с этим	6	8
27	том что	18	8
28	но не	7	7
29	то что	18	7
30	и здесь	1	7
31	мы должны	4	7
32	уже не	6	7
33	из них	6	7
34	так как	13	7
35	с другой	7	7
36	другой стороны	4	7
37	там где	3	7
38	предположить что	1	7
39	к этому	3	7
40	то же	23	6
41	мы уже	2	6
42	не вполне	1	6
43	не все	4	6
44	это не	1	6
45	здесь можно	1	6
46	во время	2	6
47	ничего не	1	6
48	связи с	2	6
49	так в	2	6
50	если бы	12	6
51	в них	5	6
52	что здесь	1	6
53	то и	6	6
54	друг друга	3	6
55	мы можем	3	6
56	а не	15	6
57	связь с	3	6
58	а в	12	6
59	с большим	1	5
60	все же	2	5
61	он не	4	5
62	что она	3	5
63	здесь мы	1	5
64	в этой	2	5
65	тем не	3	5
66	не менее	5	5
67	могут быть	3	5
68	к нему	3	5
69	того что	18	5
70	один из	4	5
71	так что	7	5
72	до сих	3	5
73	показывает что	2	5
74	на ней	1	5
75	у меня	2	5
76	или по	1	5
77	есть и	1	5
78	сих пор	3	5
79	одним из	1	4
80	мы здесь	1	4
81	и на	3	4
82	все эти	1	4
83	отношение к	2	4
84	не в	15	4
85	и с	2	4
86	сказке о	1	4
87	не всегда	2	4
88	но он	1	4
89	можем предположить	1	4
90	к ней	5	4
91	и его	4	4
92	тем что	7	4
93	что на	1	4
94	она не	2	4
95	находится в	1	4
96	в другой	1	4
97	только в	21	4
98	его и	1	4
99	в других	2	4
100	власть над	1	4
101	в данном	1	4
102	и там	1	4
103	для нас	20	4
104	в свою	3	4
105	не может	6	4
106	увидим ниже	1	3
107	их и	1	3
108	если я	1	3
109	имеет свою	1	3
110	и ее	1	3
111	в чем	3	3
112	со стороны	3	3
113	в одной	1	3
114	некоторое время	1	3
115	целый ряд	2	3
116	и как	5	3
117	выше мы	2	3
118	в целом	3	3
119	из этих	9	3
120	на его	2	3
121	их в	2	3
122	его в	3	3
123	было бы	9	3
124	должен был	1	3
125	приходит в	1	3
126	все равно	4	3
127	далеко не	4	3
128	как и	10	3
129	такое толкование	1	3
130	не будем	1	3
131	потому что	46	3
132	к тому	7	3
133	о том	2	3
134	здесь не	1	3
135	данном случае	1	3
136	на том	1	3
137	что у	1	3
138	на нее	1	3
139	можно только	2	3
140	от них	2	3
141	в его	4	3
142	эти два	1	3
143	с ними	1	3
144	видели выше	1	3
145	при помощи	1	3
146	за ним	3	3
147	прежде всего	3	3
148	а через	1	3
149	у него	2	3
150	мы еще	1	3
151	превращается в	1	3
152	если это	1	3
153	так же	3	3
154	стороны и	1	3
155	но это	6	3
156	между прочим	1	3
157	и от	4	3
158	его не	1	3
159	и все	3	3
160	он видит	1	3
161	сказать что	5	3
162	равно как	1	3
163	этим объясняется	1	3
164	ее в	1	3
165	все что	4	3
166	например в	6	2
167	и то	8	2
168	на самом	1	2
169	но тем	2	2
170	и есть	3	2
171	приходит на	1	2
172	в котором	4	2
173	мать и	1	2
174	той же	2	2
175	или наоборот	1	2
176	вопрос о	1	2
177	от своих	4	2
178	время как	1	2
179	но она	1	2
180	из того	2	2
181	то это	6	2
182	и он	1	2
183	в ней	8	2
184	знаем что	1	2
185	бы она	1	2
186	по отношению	5	2
187	себе и	1	2
188	вследствие чего	1	2
189	независимо от	5	2
190	его на	1	2
191	как в	10	2
192	в своем	5	2
193	хотя и	1	2
194	что по	2	2
195	образом и	3	2
196	то время	4	2
197	во многих	1	2
198	тому же	1	2
199	в наших	1	2
200	не могла	2	2
201	при этом	3	2
202	видно что	1	2
203	в виде	2	2
204	и вот	1	2
205	в нее	1	2
206	так и	11	2
207	но все	2	2
208	следует за	1	2
209	или чтобы	1	2
210	об этой	1	2
211	на все	2	2
212	ни в	2	2
213	вовсе не	7	2
214	с тем	7	2
215	и было	1	2
216	после этого	1	2
217	та что	1	2
218	точки зрения	2	2
219	в которых	2	2
220	в животном	3	2
221	несомненно что	2	2
222	друг другу	1	2
223	и более	1	2
224	даже в	2	2
225	в то	10	2
226	не имеет	6	2
227	который был	1	2
228	с одним	1	2
229	можно видеть	5	2
230	относится к	4	2
231	формы с	1	2
232	встречается в	1	2
233	на это	4	2
234	и это	4	2
235	и о	2	2
236	не с	1	2
237	одного из	1	2
238	после того	1	2
239	образом в	3	2
240	связанное с	2	2
241	и что	10	2
242	в силу	3	2
243	там же	6	2
244	над всем	1	2
245	образом мы	1	2
246	должно было	2	2
247	между тем	9	2
248	же в	2	2
249	с одной	7	2
250	из которого	1	2
251	в жизни	1	2
252	что не	8	2
253	еще одну	1	2
254	а то	1	2
255	мы знаем	1	2
256	в одном	2	2
257	никто не	3	2
258	только на	3	2
259	и даже	2	2
260	даже не	1	2
261	есть только	5	2
262	но есть	1	2
263	к более	1	2
264	не было	4	2
265	одной стороны	3	2
266	не видит	1	2
267	и потому	4	2
268	но этот	2	2
269	с миром	1	2
270	да и	1	2
271	ко мне	1	2
272	можно сказать	3	2
273	если не	4	2
274	происходит в	1	2
275	то не	2	2
276	от него	2	2
277	или не	1	2
278	не дает	2	2
279	отношению к	5	2
280	свою долю	1	2
281	жизни и	2	2
282	точно так	12	2
283	только не	2	2
284	во всяком	1	2
285	круг явлений	1	1
286	одно окно	1	1
287	таком случае	2	1
288	самом деле	2	1
289	бы для	1	1
290	в приведенном	2	1
291	ясно что	1	1
292	и до	2	1
293	этого он	1	1
294	действительности и	3	1
295	со своей	2	1
296	есть не	7	1
297	лесом и	1	1
298	мы не	9	1
299	и совсем	1	1
300	человека и	5	1
301	исследования в	1	1
302	нас это	1	1
303	принадлежит к	1	1
304	и другая	1	1
305	в некотором	2	1
306	один пример	1	1
307	нет но	1	1
308	и заставляет	1	1
309	начало и	1	1
310	принадлежит и	1	1
311	на них	1	1
312	мы читаем	1	1
313	быть в	1	1
314	столь же	4	1
315	которые однако	1	1
316	мысль что	1	1
317	он основывает	1	1
318	но как	2	1
319	не то	3	1
320	всего он	1	1
321	к ним	1	1
322	ответ на	3	1
323	в новом	2	1
324	в буквальном	2	1
325	тут же	2	1
326	нет и	1	1
327	только путем	1	1
328	каждый в	1	1
329	чем же	1	1
330	или гораздо	1	1
331	общего с	1	1
332	не выражать	2	1
333	по которому	5	1
334	что как	2	1
335	что ее	1	1
336	к новому	1	1
337	это был	1	1
338	все остальные	3	1
339	перед нами	2	1
340	связь что	2	1
341	из сознания	1	1
342	и каждое	2	1
343	его к	2	1
344	ее от	1	1
345	не сам	1	1
346	что это	4	1
347	сказать о	1	1
348	бы не	4	1
349	них самих	1	1
350	право на	1	1
351	при понимании	4	1
352	бы только	1	1
353	говорит не	1	1
354	говорить с	1	1
355	друг от	1	1
356	на то	2	1
357	человек не	2	1
358	это невозможно	1	1
359	такой перемены	1	1
360	не следует	5	1
361	главным образом	1	1
362	должна быть	1	1
363	перестает быть	4	1
364	в предметах	1	1
365	не как	2	1
366	в корне	1	1
367	том чтобы	2	1
368	из него	2	1
369	подобно тому	2	1
370	сказке говорится	1	1
371	и по	4	1
372	будем говорить	1	1
373	так например	2	1
374	всего то	1	1
375	и наоборот	4	1
376	от нее	2	1
377	положения что	1	1
378	по своему	2	1
379	могла бы	2	1
380	не будет	3	1
381	в мире	1	1
382	об этом	2	1
383	бы быть	2	1
384	свойств и	2	1
385	на ту	1	1
386	не нашел	2	1
387	а как	2	1
388	входит в	2	1
389	заключается в	1	1
390	с другими	5	1
391	предмета а	3	1
392	со всех	1	1
393	окажется что	1	1
394	еще никто	1	1
395	и тем	5	1
396	одной из	2	1
397	только одно	1	1
398	она и	1	1
399	берет на	1	1
400	которой он	1	1
401	и вне	1	1
402	для чего	1	1
403	оно имеет	3	1
404	наука в	1	1
405	здесь все	1	1
406	знает еще	1	1
407	этим в	1	1
408	он сказал	1	1
409	что собственно	2	1
410	и видит	2	1
411	в эту	1	1
412	одной части	1	1
413	но если	1	1
414	к тем	2	1
415	в своей	2	1
416	ясно отношение	1	1
417	что такое	2	1
418	в такой	1	1
419	с точки	1	1
420	одна женщина	1	1
421	при существовании	1	1
422	те действия	1	1
423	и той	2	1
424	которые в	1	1
425	каждое из	2	1
426	своих признаков	1	1
427	на мысль	4	1
428	что этот	1	1
429	животного и	3	1
430	по себе	16	1
431	после такого	1	1
432	был уже	1	1
433	этих групп	1	1
434	другие действия	1	1
435	в таких	1	1
436	как из	1	1
437	не принадлежит	1	1
438	меня не	1	1
439	знакомый нам	1	1
440	слова именно	1	1
441	например не	2	1
442	того как	4	1
443	или другие	1	1
444	ее с	1	1
445	и сама	1	1
446	только до	1	1
447	например что	1	1
448	но вместе	4	1
449	должны будем	3	1
450	почему именно	1	1
451	одной и	4	1
452	нам и	1	1
453	не имели	1	1
454	них только	1	1
455	в разных	2	1
456	больше чем	1	1
457	это то	1	1
458	находятся в	1	1
459	как при	2	1
460	развивается в	1	1
461	такая же	2	1
462	на себе	1	1
463	не говорит	1	1
464	во всем	1	1
465	буквальном смысле	2	1
466	образа и	3	1
467	свою мать	1	1
468	этого предмета	1	1
469	как я	1	1
470	е не	1	1
471	до того	4	1
472	в каком	5	1
473	хотел было	1	1
474	начиная с	1	1
475	нам что	1	1
476	нет ни	2	1
477	все особенности	1	1
478	уж у	1	1
479	его за	1	1
480	отличается от	1	1
481	и другим	1	1
482	всего что	1	1
483	указывает на	6	1
484	не есть	17	1
485	и тот	2	1
486	что при	3	1
487	него как	1	1
488	ничего общего	2	1
489	тем и	3	1
490	приходит к	1	1
491	от друга	1	1
492	свою очередь	3	1
493	в ее	2	1
494	к нам	1	1
495	уже потому	1	1
496	и получает	2	1
497	так взаимно	1	1
498	только то	1	1
499	с самого	1	1
500	в образе	3	1
501	только через	1	1
502	это можно	3	1
503	каждого из	2	1
504	столько же	1	1
505	этой мысли	2	1
506	это сходство	1	1
507	по тому	5	1
508	смысле то	2	1
509	этой жизни	1	1
510	силу того	1	1
511	он сам	1	1
512	для этого	1	1
513	по мере	4	1
514	с ним	6	1
515	но здесь	1	1
516	можно бы	4	1
517	видим не	1	1
518	даже из	1	1
519	в порядке	1	1
520	имеет еще	1	1
521	с мечом	1	1
522	и та	2	1
523	другими словами	1	1
524	к одной	3	1
525	при котором	1	1
526	никак не	3	1
527	потому все	1	1
528	можно заметить	1	1
529	ли она	4	1
530	форма как	1	1
531	голову и	1	1
532	мы понимаем	1	1
533	гораздо чаще	1	1
534	который к	1	1
535	таинственная связь	1	1
536	из своего	1	1
537	материал не	1	1
538	что бы	1	1
539	и предмет	1	1
540	в земле	1	1
541	другой когда	1	1
542	тех пор	1	1
543	ее то	1	1
544	тот же	1	1
545	как нечто	1	1
546	он относится	1	1
547	который в	1	1
548	особенность его	1	1
549	говорит только	2	1
550	по этому	1	1
551	нам возможность	2	1
552	чтобы найти	1	1
553	видеть и	1	1
554	и предложение	1	1
555	обо всем	1	1
556	конечно не	1	1
557	не входит	1	1
558	с нею	2	1
559	не можем	3	1
560	уже в	5	1
561	в начале	3	1
562	ее из	1	1
563	каким образом	1	1
564	или даже	1	1
565	быть объяснены	1	1
566	одно из	5	1
567	искать в	1	1
568	пока не	1	1
569	могло бы	1	1
570	сами по	1	1
571	себя от	2	1
572	нельзя смотреть	2	1
573	же внешнее	1	1
574	уже и	1	1
575	заметить что	3	1
576	люди не	1	1
577	мы назвали	2	1
578	тогда как	2	1
579	от того	8	1
580	и вместе	3	1
581	что представление	1	1
582	отче наш	1	1
583	ребенка в	1	1
584	видно и	1	1
585	как у	1	1
586	или иначе	1	1
587	нас в	1	1
588	не один	2	1
589	что человек	2	1
590	и быть	1	1
591	и между	4	1
592	с другом	1	1
593	такое же	3	1
594	себя и	4	1
595	предмет и	2	1
596	однако в	1	1
597	которые не	1	1
598	на этот	1	1
599	не означает	1	1
600	для сознания	4	1
601	это далеко	1	1
602	представляются только	1	1
603	также с	1	1
604	сложное явление	1	1
605	его собственной	1	1
606	или с	2	1
607	от мира	1	1
608	что мы	8	1
609	о предметах	1	1
610	под влиянием	1	1
611	нигде не	1	1
612	есть одно	2	1
613	с двумя	1	1
614	другу но	1	1
615	за тем	3	1
616	других случаях	1	1
617	редких случаях	1	1
618	это одно	1	1
619	многих случаях	1	1
620	и столь	1	1
621	об изменении	1	1
622	к своему	2	1
623	случаях в	1	1
624	в область	1	1
625	находит в	2	1
626	так или	2	1
627	смысле этого	7	1
628	тому как	5	1
629	как бы	3	1
630	они еще	1	1
631	то к	3	1
632	думать о	1	1
633	друг с	1	1
634	форма в	4	1
635	незначительную часть	1	1
636	исходя из	1	1
637	это значит	1	1
638	том смысле	3	1
639	людей где	1	1
640	между образом	1	1
641	что же	2	1
642	этого слова	11	1
643	с этой	2	1
644	только для	1	1
645	все это	4	1
646	получает от	1	1
647	время своей	1	1
648	в один	4	1
649	к вопросу	1	1
650	уже на	2	1
651	не существует	3	1
652	та и	1	1
653	которая в	1	1
654	человек и	1	1
655	друга не	1	1
656	обращается к	1	1
657	на которой	3	1
658	это может	1	1
659	или нет	1	1
660	хлеба и	1	1
661	разве только	2	1
662	рубить дрова	1	1
663	в связь	1	1
664	есть представление	6	1
665	не знает	3	1
666	была бы	4	1
667	но можно	1	1
668	это и	2	1
669	это очевидно	1	1
670	но эти	1	1
671	это так	1	1
672	и эта	1	1
673	это в	2	1
674	я могу	1	1
675	цель его	2	1
676	на лице	1	1
677	как на	5	1
678	в таком	3	1
679	которая не	2	1
