N	2gram	Potebnia_M_3	Vladivir
1	и в	30	30
2	в этом	10	20
3	то что	18	20
4	у него	2	19
5	и не	15	18
6	в том	32	18
7	и с	2	14
8	же с	6	13
9	что он	6	13
10	не только	21	12
11	том что	18	12
12	там же	6	12
13	что в	17	12
14	как мы	7	11
15	в его	4	11
16	а в	12	11
17	сказать что	5	11
18	и вообще	3	10
19	не было	4	10
20	и даже	2	10
21	все же	2	9
22	было бы	9	9
23	не в	15	9
24	в то	10	9
25	не может	6	9
26	для него	9	9
27	потому что	46	9
28	в своем	5	8
29	но в	1	8
30	что же	2	8
31	связи с	2	8
32	но и	19	8
33	вместе с	12	8
34	то есть	34	7
35	ни в	2	7
36	точки зрения	2	7
37	не менее	5	7
38	в л	1	7
39	может быть	28	7
40	а не	15	7
41	между прочим	1	7
42	для нас	20	7
43	и все	3	7
44	он был	1	6
45	хотя и	1	6
46	в себе	16	6
47	об этом	2	6
48	тем не	3	6
49	и его	4	6
50	то время	4	6
51	его жизни	2	6
52	только в	21	6
53	еще и	1	6
54	прежде всего	3	6
55	к этому	3	6
56	жизни и	2	6
57	во всяком	1	6
58	того же	1	5
59	и то	8	5
60	и я	1	5
61	с этим	6	5
62	то в	1	5
63	все эти	1	5
64	при этом	3	5
65	как и	10	5
66	в своей	2	5
67	в котором	4	5
68	по себе	16	5
69	так как	13	5
70	для себя	3	5
71	так и	11	5
72	с ним	6	5
73	другими словами	1	5
74	и что	10	5
75	того что	18	5
76	тот же	1	5
77	он уже	1	5
78	так что	7	5
79	но что	2	5
80	как бы	3	5
81	все это	4	5
82	в результате	1	5
83	то же	23	4
84	с в	2	4
85	той же	2	4
86	то это	6	4
87	и он	1	4
88	в ней	8	4
89	и на	3	4
90	мы читаем	1	4
91	время в	3	4
92	с его	1	4
93	совсем не	1	4
94	отношение к	2	4
95	в которой	3	4
96	что это	4	4
97	в целом	3	4
98	в этой	2	4
99	и если	2	4
100	на его	2	4
101	в нем	9	4
102	он не	4	4
103	его в	3	4
104	это было	3	4
105	и мы	2	4
106	несмотря на	2	4
107	мы знаем	1	4
108	в этих	1	4
109	по крайней	5	4
110	мы должны	4	4
111	не есть	17	4
112	и о	2	4
113	здесь не	1	4
114	эти последние	2	4
115	можно сказать	3	4
116	о том	2	4
117	конечно не	1	4
118	вовсе не	7	4
119	для меня	4	4
120	крайней мере	5	4
121	со стороны	3	4
122	именно в	3	4
123	так же	3	4
124	с этой	2	4
125	но это	6	4
126	в начале	3	4
127	и наконец	2	4
128	на этот	1	4
129	него в	1	4
130	по поводу	4	4
131	отношения к	1	3
132	нам кажется	2	3
133	говоря о	4	3
134	едва ли	1	3
135	и вот	1	3
136	быть в	1	3
137	во всех	1	3
138	но не	7	3
139	не то	3	3
140	отличие от	1	3
141	его на	1	3
142	как в	10	3
143	что касается	1	3
144	и как	5	3
145	более или	3	3
146	так или	2	3
147	из этих	9	3
148	в очень	1	3
149	таким образом	14	3
150	те же	6	3
151	должен был	1	3
152	только одно	1	3
153	в них	5	3
154	должно быть	5	3
155	он сказал	1	3
156	или менее	3	3
157	с точки	1	3
158	не столько	2	3
159	что я	5	3
160	но он	1	3
161	том же	2	3
162	же время	5	3
163	к ней	5	3
164	в области	2	3
165	когда мы	2	3
166	сравнительно с	5	3
167	и это	4	3
168	никак не	3	3
169	впрочем не	1	3
170	что и	13	3
171	вообще в	1	3
172	уже не	6	3
173	я в	1	3
174	уже в	5	3
175	в виде	2	3
176	а это	1	3
177	сказать о	1	3
178	здесь мы	1	3
179	или иначе	1	3
180	не говоря	3	3
181	под влиянием	1	3
182	в данном	1	3
183	да и	1	3
184	уже на	2	3
185	тем более	4	3
186	в свою	3	3
187	в таком	3	3
188	точно так	12	3
189	это в	2	3
190	я и	3	2
191	увидим ниже	1	2
192	сам по	5	2
193	не имел	1	2
194	этого последнего	2	2
195	но тем	2	2
196	и есть	3	2
197	и до	2	2
198	из его	1	2
199	что эти	1	2
200	приходит к	1	2
201	мы уже	2	2
202	его не	1	2
203	г в	1	2
204	на первом	1	2
205	что если	1	2
206	единство и	2	2
207	есть нечто	4	2
