N	2gram	Ircho_Kome_2	RusskieA
1	и в	26	36
2	не только	7	22
3	том что	9	19
4	что в	9	19
5	а н	1	18
6	в и	1	17
7	в том	11	17
8	т е	1	17
9	но и	10	16
10	так как	4	15
11	во время	6	14
12	и другие	2	13
13	xix в	1	13
14	в этом	10	12
15	в других	2	11
16	и т	2	10
17	и на	7	10
18	это не	2	10
19	как и	4	10
20	как мы	4	10
21	вместе с	9	10
22	потому что	6	10
23	об этом	2	9
24	а в	3	9
25	с тем	5	8
26	у нас	1	8
27	о том	6	8
28	один из	5	8
29	из них	7	8
30	может быть	11	8
31	как это	4	8
32	так и	12	7
33	между тем	4	7
34	что и	7	7
35	мы не	2	6
36	таким образом	6	6
37	не имеет	3	6
38	в них	4	6
39	и не	14	6
40	все это	3	6
41	для нас	3	6
42	будто бы	1	6
43	то что	6	6
44	как в	3	5
45	все же	4	5
46	того как	3	5
47	как будто	4	5
48	там же	1	5
49	с ними	2	5
50	и у	2	5
51	одно из	2	5
52	в течение	2	5
53	как бы	2	5
54	н а	1	5
55	г в	1	4
56	мы имеем	2	4
57	еще не	6	4
58	во всех	3	4
59	что по	2	4
60	следующим образом	1	4
61	представляет собой	1	4
62	после этого	2	4
63	с собой	2	4
64	входит в	1	4
65	сообщает о	1	4
66	в г	17	4
67	из этих	4	4
68	в их	3	4
69	тому что	4	4
70	одна из	2	4
71	связи с	3	4
72	что на	3	4
73	к тому	12	4
74	его с	1	4
75	так в	2	4
76	еще в	4	4
77	и что	2	4
78	и их	3	4
79	тем что	3	4
80	а с	1	4
81	в тех	3	4
82	по существу	1	4
83	в связи	3	4
84	как уже	1	4
85	не может	3	4
86	только в	4	4
87	к этому	5	4
88	то на	1	3
89	представление о	2	3
90	как правило	3	3
91	если в	2	3
92	в своем	6	3
93	что это	4	3
94	думать что	1	3
95	на этом	2	3
96	то же	3	3
97	но все	3	3
98	совпадают с	1	3
99	он же	1	3
100	несмотря на	1	3
101	в этих	4	3
102	точки зрения	4	3
103	таким же	1	3
104	с точки	1	3
105	тем не	1	3
106	но они	1	3
107	их в	1	3
108	не менее	4	3
109	в разных	1	3
110	ничего не	1	3
111	и другой	1	3
112	в поле	3	3
113	вывод что	1	3
114	приводит к	1	3
115	не с	1	3
116	или на	2	3
117	а также	1	3
118	от них	1	3
119	в середине	4	3
120	также в	2	3
121	как например	1	3
122	всякого рода	1	3
123	по этому	1	3
124	в качестве	5	3
125	только на	1	3
126	в одном	2	3
127	в области	1	3
128	и из	1	3
129	на этот	4	3
130	о чем	3	3
131	так называемой	3	3
132	так же	1	3
133	других случаях	1	3
134	по содержанию	2	3
135	в уже	2	3
136	в это	2	3
137	и некоторые	1	3
138	и к	2	3
139	в свою	1	3
140	ко времени	3	3
141	как известно	2	2
142	например в	3	2
143	на западе	1	2
144	в доме	6	2
145	на себя	7	2
146	в самих	1	2
147	они были	1	2
148	как не	2	2
149	это время	3	2
150	в ней	3	2
151	он был	2	2
152	но не	3	2
153	обстояло дело	1	2
154	значение и	1	2
155	не просто	1	2
156	отнюдь не	2	2
157	независимо от	5	2
158	что именно	2	2
159	с этим	5	2
160	мы можем	3	2
161	хотя и	4	2
162	и как	1	2
163	но в	3	2
164	с г	2	2
165	та же	1	2
166	в целом	4	2
167	все эти	1	2
168	в нашем	2	2
169	выводу что	1	2
170	как он	3	2
171	к выводу	1	2
172	что она	2	2
173	в нем	6	2
174	имело место	1	2
175	в силу	2	2
176	его от	1	2
177	в окно	1	2
178	в каждом	3	2
179	же не	2	2
180	главным образом	1	2
181	и с	5	2
182	с целью	1	2
183	xx в	1	2
184	в жизни	1	2
185	вокруг этого	1	2
186	это сходство	1	2
187	в один	2	2
188	представляла собой	1	2
189	должны были	1	2
190	и более	1	2
191	том же	1	2
192	в древней	4	2
193	как можно	1	2
194	у него	4	2
195	а сами	1	2
196	судя по	4	2
197	детей и	1	2
198	так называемый	1	2
199	но даже	1	2
200	не знали	1	2
201	и здесь	6	2
202	они и	1	2
203	сцены из	1	2
204	vii в	1	2
205	свою очередь	1	2
206	ни одно	1	2
207	в в	4	2
208	в более	1	2
209	что у	4	2
210	в образе	3	2
211	с ним	1	2
212	означает что	1	2
213	на все	1	2
214	и поэтому	3	2
215	на что	2	2
216	после того	2	2
217	в различных	1	2
218	в его	4	2
219	них в	1	2
220	е а	1	2
221	в какой	2	2
222	ii в	4	2
223	показывают что	1	2
224	мы попытаемся	1	2
225	своему они	1	2
226	так что	5	2
227	в большинстве	1	2
228	этому вопросу	1	2
229	полагали что	1	2
230	не означает	1	2
231	тут же	2	2
232	не было	3	2
233	чем в	2	2
234	до г	1	2
235	до конца	1	2
236	не на	1	2
237	а не	1	2
238	большинстве случаев	1	2
239	должна была	2	2
240	в частности	4	2
241	предположить что	1	2
242	считал что	1	2
243	там где	1	2
244	только для	1	2
245	судить о	1	2
246	между собой	1	2
247	мы видим	1	2
248	и для	4	2
249	или в	3	2
250	когда он	1	2
251	интерес к	3	2
252	в дом	1	2
253	и начало	1	2
254	этого времени	2	2
255	нас не	1	2
256	отличалось от	1	1
257	говоря о	1	1
258	переходит к	1	1
259	а из	2	1
260	самом деле	1	1
261	только потому	2	1
262	тех же	3	1
263	представлял собой	1	1
264	в первом	2	1
265	из самых	2	1
266	по которым	2	1
267	на две	1	1
268	что эти	1	1
269	и ее	2	1
270	видеть в	1	1
271	и за	2	1
272	по его	1	1
273	приходит к	1	1
274	б и	4	1
275	только разницей	1	1
276	этого нет	1	1
277	не приходится	1	1
278	в семье	1	1
279	вопрос о	3	1
280	такое положение	1	1
281	говорить о	2	1
282	не вполне	2	1
283	ему в	1	1
284	и самой	1	1
285	похожи на	3	1
286	же что	1	1
287	власть над	1	1
288	того же	3	1
289	чтобы у	1	1
290	в каждой	1	1
291	и был	2	1
292	последние три	1	1
293	в отличие	2	1
294	той только	1	1
295	не был	1	1
296	всего этого	1	1
297	в чем	1	1
298	не имеющий	1	1
299	с его	5	1
300	не без	1	1
301	часть из	1	1
302	другой пример	1	1
303	на основе	1	1
304	это видно	1	1
305	котором речь	1	1
306	в до	2	1
307	целом ряде	1	1
308	же она	1	1
309	после смерти	3	1
310	не все	1	1
311	ответ на	3	1
312	по отношению	3	1
313	в общем	1	1
314	с совершенно	1	1
315	в расцвете	1	1
316	отличие от	2	1
317	это имело	1	1
318	в истории	5	1
319	общего с	1	1
320	и исследователи	1	1
321	это был	1	1
322	что касается	3	1
323	однако не	1	1
324	целый ряд	2	1
325	тем же	1	1
326	августа и	1	1
327	от этого	2	1
328	в которой	5	1
329	из жизни	1	1
330	либо не	1	1
331	ни одна	2	1
332	то и	1	1
