N	2gram	Bakhtin_fo_1	Problema
1	и в	50	44
2	вовсе не	13	37
3	и не	14	35
4	то есть	33	34
5	может быть	11	28
6	по себе	2	25
7	потому что	4	25
8	то что	6	23
9	в том	9	21
10	только в	4	19
11	а не	3	18
12	в этом	25	17
13	также и	2	16
14	если мы	2	16
15	для нас	2	16
16	сказать что	3	16
17	когда мы	1	15
18	и то	4	14
19	не только	9	14
20	и даже	2	14
21	и т	8	13
22	то же	11	13
23	не в	5	13
24	но в	10	12
25	том что	4	12
26	той или	2	12
27	так что	1	12
28	не является	2	11
29	отнюдь не	5	10
30	так и	12	10
31	как и	8	10
32	у нас	1	10
33	в виду	3	10
34	но и	8	10
35	не имеет	4	9
36	в нем	24	9
37	и с	4	9
38	это не	6	9
39	в то	9	9
40	и это	4	9
41	в его	13	9
42	что и	3	9
43	что он	1	9
44	так как	6	9
45	в данном	2	9
46	как бы	2	9
47	таким образом	11	9
48	и от	1	9
49	во всяком	3	9
50	смысле слова	2	8
51	сама по	1	8
52	бесконечный ряд	1	8
53	перед нами	1	8
54	в себе	3	8
55	он не	5	8
56	было бы	2	8
57	ни в	8	8
58	и вообще	2	8
59	только и	5	8
60	как раз	13	8
61	связи с	6	8
62	как мы	14	8
63	здесь не	4	8
64	того что	2	8
65	при помощи	1	8
66	или иной	2	8
67	что мы	2	8
68	что в	5	8
69	мы не	3	7
70	в связи	5	7
71	все эти	9	7
72	мы должны	2	7
73	данном случае	1	7
74	вещи и	1	7
75	с ним	2	7
76	с другой	2	7
77	уже не	2	7
78	мы находим	2	7
79	еще и	2	7
80	не может	6	7
81	и потому	3	7
82	здесь только	2	7
83	в целом	2	6
84	все же	6	6
85	и к	2	6
86	о том	1	6
87	ясно что	2	6
88	никогда не	2	6
89	и только	1	6
90	всяком случае	1	6
91	сами по	1	6
92	мы можем	1	6
93	нет ничего	4	6
94	жизни и	8	6
95	и есть	1	5
96	есть не	3	5
97	еще не	5	5
98	а только	2	5
99	значение и	3	5
100	в своем	4	5
101	хотя и	3	5
102	в нашем	2	5
103	тоже не	1	5
104	с тем	3	5
