N	3gram	Tiupa_Teor_1	Problema
1	с точки зрения	3	11
2	той или иной	1	11
3	тем не менее	3	10
4	содержит в себе	1	8
5	в том что	8	8
6	в той или	1	7
7	то же самое	1	6
8	по крайней мере	1	6
9	с другой стороны	5	6
10	в данном случае	5	5
11	не только не	2	4
12	мы имеем дело	2	3
13	имеем в виду	3	3
14	в этом смысле	2	3
15	ни в коем	2	3
16	точно так же	1	3
17	отчет в том	1	3
18	в коем случае	2	3
19	тех или иных	3	3
20	в связи с	1	3
21	того или иного	3	3
22	о том что	1	3
23	или иной мере	1	3
24	каждой из них	1	2
25	что иное как	1	2
26	тот или иной	2	2
27	в художественном смысле	1	2
28	в том или	1	2
29	можно даже сказать	1	2
30	здесь мы имеем	1	2
31	себе отчет в	1	2
32	в одном случае	1	2
33	для того чтобы	1	2
34	более или менее	2	2
35	есть не что	1	2
36	не что иное	1	2
37	заключается в том	1	2
38	в то время	1	2
39	в то же	5	2
40	сама по себе	1	2
41	в сравнении с	1	2
42	дело не в	1	2
43	то есть как	1	1
44	иметь в виду	1	1
45	дело в том	1	1
46	мы имеем в	3	1
47	это было бы	1	1
48	не содержит в	1	1
49	в прошлом и	1	1
50	никак не может	1	1
51	и в то	1	1
52	бы то ни	1	1
53	на каждом из	1	1
54	ведь это не	1	1
55	только то что	1	1
56	и по преимуществу	1	1
57	том числе и	1	1
58	говорит что он	1	1
59	эти символы не	1	1
60	в основе своей	1	1
61	одно и то	1	1
62	не могли бы	1	1
63	ту или иную	1	1
64	войне и мире	2	1
65	в том чем	1	1
66	так же как	1	1
67	то ни было	1	1
68	с одной стороны	2	1
69	на первый взгляд	1	1
70	развития но и	1	1
71	для искусства в	1	1
72	и потому что	1	1
73	из этих сторон	1	1
74	имеем дело с	1	1
75	действительность в ее	1	1
76	ни к какой	1	1
77	по себе еще	1	1
78	в том числе	2	1
79	а в другом	1	1
80	еще и потому	1	1
81	а в том	1	1
82	в известном смысле	1	1
83	в одном и	1	1
84	в войне и	2	1
85	не была бы	1	1
86	даже сказать что	1	1
87	коем случае не	2	1
88	в свою очередь	2	1
89	если мы имеем	1	1
90	начало и конец	1	1
91	и тем самым	2	1
92	и поэтому не	1	1
93	и том же	1	1
94	а не ее	1	1
95	к тому что	2	1
96	но в нашем	1	1
97	себе еще не	1	1
98	одном и том	1	1
99	мастер и маргарита	1	1
100	как и в	2	1
101	чтобы оно стало	1	1
102	именно потому что	1	1
103	точки зрения логики	1	1
