N	3gram	Tiupa_Narr_1	Problema
1	о том что	2	9
2	с точки зрения	1	8
3	в том что	5	8
4	в связи с	2	7
5	тем не менее	3	5
6	с другой стороны	1	5
7	по крайней мере	1	4
8	что иное как	1	3
9	и то что	1	3
10	точно так же	1	3
11	с одной стороны	1	3
12	а с другой	1	3
13	в русской литературе	1	3
14	можно сказать что	2	3
15	это уже не	1	2
16	как и у	1	2
17	дело в том	2	2
18	по отношению к	3	2
19	в том числе	1	2
20	до нас в	1	2
21	до сих пор	2	2
22	в результате чего	1	2
23	бы то ни	1	2
24	но и в	2	2
25	в данном случае	8	2
26	не может быть	4	2
27	во всяком случае	2	2
28	чем иным как	2	2
29	но все же	1	2
30	на то что	2	2
31	для того чтобы	3	2
32	образом зависит от	1	1
33	но и самого	1	1
34	на самом деле	1	1
35	в самом деле	2	1
36	точки зрения в	1	1
37	в результате которого	1	1
38	так и его	1	1
39	не было и	2	1
40	сам по себе	1	1
41	не входит в	1	1
42	как мы увидим	1	1
43	в этом отношении	3	1
44	том числе и	1	1
45	у нас будут	1	1
46	у него нет	1	1
47	только потому что	1	1
48	весьма характерное для	1	1
49	едва ли не	1	1
50	как раз в	2	1
51	не только в	6	1
52	то ни было	1	1
53	рода но и	1	1
54	из них мы	1	1
55	говорит о своей	1	1
56	состоит в том	2	1
57	и потому что	1	1
58	друг на друга	2	1
59	и как бы	1	1
60	содержит в себе	1	1
61	еще и потому	1	1
62	и после его	1	1
63	что у него	1	1
64	нем не только	1	1
65	бросается в глаза	1	1
66	то же время	4	1
67	по себе а	1	1
68	имея в виду	1	1
69	связи с этим	1	1
70	времени и пространстве	6	1
71	той или иной	4	1
72	в то же	4	1
73	во времени и	6	1
74	и все же	2	1
75	и как будто	1	1
76	к тому же	5	1
77	в нем не	1	1
78	и т д	1	1
