N	2gram	Voloshinov_1	Problema
1	то есть	1	39
2	то что	10	38
3	вовсе не	2	37
4	и не	16	37
5	и в	15	35
6	не только	5	24
7	сказать что	6	24
8	том что	5	19
9	что такое	3	18
10	у нас	3	18
11	о том	1	18
12	может быть	13	18
13	в этом	13	17
14	и вообще	1	16
15	настоящее время	1	16
16	но и	4	16
17	в настоящее	1	16
18	что мы	2	14
19	только в	6	14
20	не менее	3	13
21	потому что	4	13
22	не может	13	13
23	и что	3	13
24	во всяком	4	13
25	также и	1	12
26	тем не	2	12
27	того что	2	12
28	в том	4	12
29	хотя бы	7	12
30	и даже	2	11
31	прежде всего	11	11
32	что в	6	11
33	в таком	3	11
34	таком случае	2	10
35	и то	2	10
36	еще не	7	10
37	всяком случае	3	10
38	ничего не	2	10
39	и с	7	10
40	а не	2	10
41	в данном	3	10
42	тем более	1	10
43	в этой	5	9
44	если мы	5	9
45	только на	2	9
46	что же	4	9
47	все же	5	8
48	по себе	2	8
49	есть только	1	8
50	ясно что	1	8
51	в виду	1	8
52	было бы	6	8
53	уже не	5	8
54	при помощи	1	8
55	как раз	2	8
56	только о	1	8
57	смысле слова	2	7
58	совсем не	5	7
59	бы и	2	7
60	все эти	9	7
61	мы не	4	7
62	не является	3	7
63	так и	10	7
64	в его	9	7
65	так как	9	7
66	этом случае	1	7
67	и т	1	6
68	мы и	4	6
69	с другой	1	6
70	но как	1	6
71	а только	1	6
72	к сожалению	1	6
73	относится к	1	6
74	но в	9	6
75	на то	1	6
76	т д	1	6
77	что все	5	6
78	по крайней	1	6
79	можно ли	1	6
80	мы можем	12	6
81	как будто	1	6
82	крайней мере	1	6
83	когда мы	1	6
84	другими словами	3	6
85	можно сказать	4	6
86	ни в	6	6
87	в области	3	6
88	но это	2	6
89	и для	2	6
90	не существует	3	6
91	в то	6	6
92	то же	7	5
93	между собой	4	5
94	по своему	1	5
95	отнюдь не	2	5
96	с этим	6	5
97	в самом	6	5
98	в себе	4	5
99	с другими	5	5
100	но уже	1	5
101	как и	6	5
102	и без	1	5
103	есть именно	1	5
104	раз и	1	5
105	связи с	1	5
106	будто бы	2	5
107	и это	1	5
108	как мы	10	5
109	данном случае	3	5
110	и на	3	5
