N	2gram	Bakhtin_Fr_7	Myshleni
1	в том	11	42
2	том что	4	35
3	с помощью	6	31
4	в процессе	2	27
5	таким образом	19	25
6	в этом	15	24
7	точки зрения	5	24
8	в качестве	9	21
9	и в	41	20
10	что в	9	19
11	в основе	1	17
12	то же	13	16
13	не только	5	15
14	то что	8	15
15	что они	1	14
16	у ребенка	1	13
17	как мы	11	13
18	в их	3	12
19	при этом	3	12
20	может быть	4	12
21	потому что	5	12
22	с точки	3	11
23	в его	12	11
24	так же	5	11
25	и то	2	10
26	в истории	1	10
27	в себе	11	10
28	в отношении	3	10
29	своего развития	1	10
30	того что	2	10
31	мы видим	6	10
32	только в	6	10
33	если мы	1	10
34	так как	3	10
35	того же	3	9
36	и другие	3	9
37	и как	2	9
38	как и	14	9
39	понятия и	1	9
40	между тем	1	9
41	что и	5	9
42	тот же	2	9
43	слова в	1	9
44	как это	1	9
45	те и	2	9
46	но и	9	9
47	и тем	1	8
48	было бы	4	8
49	этом смысле	1	8
50	и что	1	8
51	вместе с	5	8
52	и не	7	8
53	в результате	2	8
54	самом деле	1	7
55	в своей	3	7
56	тем самым	3	7
57	же самое	1	7
58	тем что	3	7
59	этом отношении	2	7
60	а не	2	7
61	как бы	7	7
62	в самом	1	6
63	той же	3	6
64	и на	4	6
65	тому же	1	6
66	одно и	2	6
67	с тем	1	6
68	мы видели	5	6
69	по своей	1	6
70	к тому	2	6
71	можно было	3	6
72	в силу	1	6
73	его в	3	6
74	что он	3	6
75	уже в	5	6
76	не может	3	6
77	такого рода	1	6
78	и развития	1	6
79	сказать что	1	6
80	мы уже	12	5
81	как в	5	5
82	с этим	2	5
83	все же	1	5
84	перед нами	2	5
85	целый ряд	4	5
86	и к	5	5
87	увидим что	1	5
88	все эти	13	5
89	это не	6	5
90	и его	9	5
91	никогда не	2	5
92	так и	10	5
93	о том	6	5
94	выступает в	1	5
95	в частности	1	5
96	слова и	1	5
97	в сущности	4	4
98	первый план	1	4
99	в своем	9	4
100	его к	3	4
101	в нашем	1	4
102	нами в	1	4
103	и те	3	4
104	как он	2	4
105	и с	4	4
106	с этой	1	4
107	на первый	1	4
108	и при	1	4
109	которые в	1	4
110	не в	9	4
111	роль в	2	4
112	на том	2	4
113	все время	2	4
114	словом и	1	4
115	в сознании	1	4
116	из них	3	4
117	во всей	2	4
118	в области	2	4
119	в речи	1	4
120	по своему	2	4
121	нами выше	1	4
122	новые и	2	4
123	обратимся к	1	4
124	и для	5	4
125	этих представлений	1	4
126	между ними	1	4
127	к этому	5	4
128	во всяком	2	4
129	с таким	1	3
130	на место	4	3
131	в виду	4	3
132	бы сказать	1	3
133	в чем	2	3
134	а только	2	3
135	себе и	1	3
136	в настоящем	1	3
137	говорит что	2	3
138	не являются	1	3
139	но в	8	3
140	в которой	2	3
141	то обстоятельство	1	3
142	в этой	13	3
143	на этом	5	3
144	что все	2	3
145	в совершенно	1	3
146	различие между	1	3
147	со всеми	2	3
148	на все	1	3
149	и других	2	3
150	ни в	6	3
151	чем в	1	3
152	в этих	2	3
153	мы говорили	1	3
154	этого явления	1	3
155	во всем	1	3
156	связи с	1	3
157	обстоятельство что	1	3
158	не могут	1	3
159	ничего общего	1	3
160	и когда	1	3
161	должно быть	4	3
162	и во	2	3
163	один из	1	3
164	одной из	2	3
165	но не	1	3
166	всяком случае	1	3
167	себя в	1	3
168	так что	1	3
169	нас в	3	3
170	на этот	1	3
171	именно в	2	3
172	к которому	1	3
173	виде и	1	3
174	самое слово	1	3
175	в связи	2	3
176	по существу	8	3
177	и от	8	3
178	не подлежит	3	3
179	бы в	2	3
180	в виде	1	3
181	одним из	1	2
182	также и	2	2
183	относятся к	1	2
184	что слово	1	2
185	между двумя	1	2
186	ту же	2	2
187	должна быть	1	2
188	едва ли	1	2
189	момент когда	1	2
190	для построения	1	2
191	помощью которого	1	2
192	мы имеем	2	2
193	место в	4	2
194	в ней	5	2
195	этому вопросу	1	2
196	он говорит	1	2
197	для других	1	2
198	отличие от	1	2
199	не просто	2	2
200	процессе развития	1	2
201	по пути	1	2
202	ступени развития	1	2
203	не есть	2	2
204	теории и	1	2
205	в нем	7	2
206	никакому сомнению	1	2
207	том чтобы	1	2
208	содержит в	1	2
209	свое время	2	2
210	поэтому оно	1	2
211	в основу	1	2
212	в каждом	1	2
213	и второй	1	2
214	может стать	2	2
215	действительности в	1	2
216	не соответствует	1	2
217	отражение в	1	2
218	в ином	1	2
219	к которым	1	2
220	далеко не	2	2
221	в слове	1	2
222	оно имеет	1	2
223	такой же	3	2
224	момента в	1	2
225	таким же	3	2
226	никаких оснований	1	2
227	в следующем	2	2
228	мы называем	1	2
229	мысли и	1	2
230	их в	2	2
231	том же	1	2
232	в той	3	2
233	в историческом	2	2
234	но они	1	2
235	не имеет	3	2
236	на котором	1	2
237	того как	5	2
238	не по	1	2
239	это слово	1	2
240	уже и	1	2
241	что на	1	2
242	не совсем	2	2
243	очень часто	3	2
244	указывает на	1	2
245	существует только	1	2
246	и это	5	2
247	зрения совершенно	1	2
248	слов мы	1	2
249	свою очередь	3	2
250	на нем	1	2
251	здесь не	1	2
252	данном случае	1	2
253	и которые	1	2
254	еще не	2	2
255	мы в	2	2
256	является по	1	2
257	и здесь	4	2
258	слова из	1	2
259	и т.д	2	2
260	другими словами	2	2
261	как наиболее	1	2
262	а также	2	2
263	к нему	5	2
264	которое дает	1	2
265	ко всей	1	2
266	на одном	5	2
267	в другой	1	2
268	в него	1	2
269	видим что	1	2
270	выделения отдельных	1	2
271	образов и	1	2
272	уже говорили	4	2
273	этого комплекса	1	2
274	и у	5	2
275	для него	6	2
276	тогда как	1	2
277	у него	6	2
278	объединяет в	2	2
279	только на	2	2
280	в каком	1	2
281	прежде всего	11	2
282	все основные	1	2
283	в данном	2	2
284	что это	4	2
285	детей это	1	2
286	в реальном	2	2
287	даже в	1	2
288	сейчас же	1	2
289	как только	1	2
290	в начале	1	2
291	числе и	2	2
292	из ряда	1	2
293	в следующей	1	2
294	мы найдем	3	2
295	от той	1	2
296	находит свое	2	2
297	снизу вверх	2	2
298	и т.п	9	2
299	а в	5	2
300	в свою	3	2
301	не знает	3	2
302	в свое	2	2
303	а другой	1	2
304	это в	3	2
305	в таком	1	2
306	том числе	4	2
307	они не	1	2
308	и наиболее	1	1
309	не наоборот	1	1
310	например в	3	1
311	человека и	1	1
312	функции в	1	1
313	переходит к	1	1
314	а поэтому	1	1
315	на самом	2	1
316	он может	3	1
317	небесных тел	2	1
318	тех же	1	1
319	в приведенном	1	1
320	и есть	3	1
321	в земной	2	1
322	явления и	2	1
323	уже указывали	1	1
324	оно было	2	1
325	во-первых потому	1	1
326	его не	1	1
327	из всех	2	1
328	а как	1	1
329	который в	1	1
330	мы не	2	1
331	что между	2	1
332	которую мы	1	1
333	та же	4	1
334	и новые	2	1
335	развитие в	1	1
336	оба эти	1	1
337	так чтобы	1	1
338	время как	1	1
339	что иное	1	1
340	я не	3	1
341	но даже	1	1
342	ему в	1	1
343	и со	2	1
344	же что	2	1
345	дает им	1	1
346	уже приводили	1	1
347	заключенных в	1	1
348	иное как	1	1
349	быть в	1	1
350	к целому	1	1
351	которое он	2	1
352	во всех	3	1
353	то мы	1	1
354	относятся и	1	1
355	совсем не	3	1
356	точка зрения	2	1
357	значение и	1	1
358	по отношению	2	1
359	мы сейчас	2	1
360	друг от	1	1
361	эта роль	1	1
362	что хотя	1	1
363	на смену	1	1
364	общего с	1	1
365	что именно	1	1
366	однако не	1	1
367	кто не	1	1
368	может объединять	1	1
369	имеет в	1	1
370	силе и	1	1
371	птицы и	1	1
372	но эта	1	1
373	и напрасно	1	1
374	ключ ко	1	1
375	а во-вторых	1	1
376	оказывается как	1	1
377	к самому	2	1
378	этого было	1	1
379	но на	1	1
380	так сказать	3	1
381	с новым	1	1
382	в первых	1	1
383	связанные с	3	1
384	он не	4	1
385	в первой	2	1
386	чтобы они	1	1
387	при виде	4	1
388	образом на	1	1
389	различные формы	1	1
390	где каждая	1	1
391	характер в	1	1
392	в плане	5	1
393	и по	3	1
394	они играют	1	1
395	но все	4	1
396	в одну	4	1
397	часть его	1	1
398	и может	2	1
399	момент и	1	1
400	на этой	4	1
401	первая глава	1	1
402	с целью	1	1
403	подлежит сомнению	1	1
404	чем выше	1	1
405	по прямой	2	1
406	известно что	1	1
407	характерный для	1	1
408	от внушенных	1	1
409	и находит	1	1
410	и рядом	1	1
411	для них	1	1
412	сущность ее	1	1
413	которой он	2	1
414	нигде не	2	1
415	и становится	1	1
416	имеет ничего	1	1
417	благодаря этому	2	1
418	нас не	2	1
