N	2gram	Propp_Isto_2	Hudozhes
1	в качестве	3	19
2	состоит в	2	16
3	и не	11	16
4	не только	18	15
5	и в	15	15
6	в том	6	15
7	тогда как	1	13
8	может быть	17	13
9	в частности	1	13
10	при этом	4	12
11	и его	3	12
12	а в	12	12
13	но не	2	11
14	в этом	11	11
15	в себе	4	11
16	то же	10	10
17	по отношению	3	10
18	представляет собой	5	10
19	как бы	6	10
20	так и	5	10
21	а не	5	10
22	отношению к	3	10
23	но и	14	10
24	в его	6	9
25	своего рода	1	8
26	сводится к	1	8
27	отличие от	1	7
28	но в	6	7
29	в отличие	1	7
30	в то	1	7
31	с другой	2	7
32	с его	1	6
33	том что	7	6
34	не в	7	6
35	приводит к	2	6
36	не может	5	6
37	что в	12	6
38	в их	3	5
39	в самом	1	5
40	то что	12	5
41	ни в	2	5
42	тем самым	2	5
43	могут быть	2	5
44	с ее	2	5
45	а также	2	5
46	того что	3	5
47	и одновременно	1	5
48	только в	6	5
49	уже не	1	5
50	другой стороны	2	5
51	в нем	7	5
52	и то	2	4
53	мы имеем	15	4
54	говорить о	1	4
55	еще не	9	4
56	а только	1	4
57	как к	1	4
58	и как	1	4
59	он не	8	4
60	в другом	9	4
61	в этих	11	4
62	в своей	1	4
63	не столько	2	4
64	входит в	1	4
65	со стороны	1	4
66	к которому	5	4
67	прежде всего	5	4
68	а на	1	4
69	не знает	2	4
70	как это	3	4
71	например в	2	4
72	к тому	5	4
73	особого рода	1	4
74	по пути	1	4
75	сказать что	2	4
76	перед лицом	1	3
77	со своей	1	3
78	и ее	2	3
79	в целом	1	3
80	что можно	1	3
81	в виду	2	3
82	как говорит	1	3
83	и к	1	3
84	в которой	2	3
85	он должен	2	3
86	его в	10	3
87	это не	2	3
88	как и	2	3
89	но он	4	3
90	тем не	1	3
91	их в	2	3
92	не менее	1	3
93	в русской	5	3
94	однако если	1	3
95	потому что	9	3
96	не будет	1	3
97	в пределах	1	3
98	так в	3	3
99	мог бы	3	3
100	и что	6	3
101	что он	24	3
102	к нему	5	3
103	далеко не	1	3
104	человека к	1	3
105	по своему	1	3
106	о чем	1	3
107	в той	1	3
108	и для	2	3
109	таким образом	7	3
110	в свою	1	3
111	и состоит	1	3
112	в таком	1	3
113	и это	3	2
114	это и	1	2
115	но она	1	2
116	принадлежит к	2	2
117	не вполне	1	2
118	я не	2	2
119	проявляет себя	1	2
120	и на	4	2
121	чем это	1	2
122	могло быть	1	2
123	но как	1	2
124	не все	2	2
125	еще один	1	2
126	говорит что	3	2
127	в себя	3	2
128	все эти	4	2
129	всей своей	1	2
130	право на	3	2
131	в этой	4	2
132	но на	1	2
133	в силу	2	2
134	силу своей	1	2
135	могла бы	2	2
136	об этом	11	2
137	по себе	1	2
138	в них	1	2
139	несмотря на	1	2
140	ведет к	1	2
141	с другими	2	2
142	и некоторые	1	2
143	и более	2	2
144	вовсе не	1	2
145	даже в	1	2
146	дело не	4	2
147	одна из	2	2
148	воображаемого мира	1	2
149	этих двух	1	2
150	и о	1	2
151	подобных случаях	1	2
152	того чтобы	2	2
153	здесь не	2	2
154	к жизни	1	2
155	роль в	3	2
156	или в	2	2
157	о том	3	2
158	при котором	1	2
159	в глаза	2	2
160	именно в	2	2
161	а именно	3	2
162	ни к	1	2
163	с одной	4	2
164	из которого	1	2
165	и др	4	2
166	одно из	2	2
167	никто не	1	2
168	слова в	2	2
169	и прежде	1	2
170	в одном	5	2
171	при всей	1	2
172	у него	4	2
173	или иначе	1	2
174	а с	2	2
175	себя и	2	2
176	превращается в	2	2
177	одной стороны	3	2
178	в сторону	1	2
179	так же	13	2
180	и потому	1	2
181	как в	5	2
182	к своему	1	2
183	так или	1	2
184	и по	2	2
185	о его	2	2
186	во всех	2	2
187	мира и	1	2
188	с ним	1	2
