N	3gram	Losev_Vlad_3	Analitik
1	в том что	10	7
2	с другой стороны	2	5
3	о том что	8	5
4	в данном случае	2	3
5	то же время	2	3
6	не только не	1	3
7	той или иной	1	3
8	в то же	3	3
9	к тому же	5	3
10	в этом отношении	2	3
11	дело в том	5	2
12	том что он	1	2
13	так и его	1	2
14	с точки зрения	6	2
15	в отличие от	3	2
16	с одной стороны	3	2
17	сама по себе	1	2
18	тем не менее	9	2
19	во всяком случае	3	2
20	что несмотря на	2	2
21	в сравнении с	2	2
22	на наш взгляд	1	2
23	однако и в	1	1
24	что иное как	1	1
25	а потому и	1	1
26	из этих трех	2	1
27	не говоря уже	1	1
28	и так сказать	1	1
29	в самом деле	1	1
30	в этом смысле	3	1
31	в этом случае	1	1
32	словом которое как	1	1
33	и в данном	1	1
34	в дальнейшем мы	1	1
35	до сих пор	1	1
36	в таком случае	2	1
37	хотя бы и	3	1
38	выходит далеко за	1	1
39	при этом что	1	1
40	может и не	1	1
41	несмотря на свою	1	1
42	выражает надежду на	1	1
43	перед нами не	1	1
44	этом отношении он	1	1
45	в основе своей	1	1
46	с тех пор	1	1
47	значении этого слова	1	1
48	при всей своей	1	1
49	не есть ни	1	1
50	сам по себе	2	1
51	нам еще предстоит	1	1
52	далеко не всегда	1	1
53	не только в	1	1
54	с целым рядом	1	1
55	однако и здесь	1	1
56	в один ряд	1	1
57	нигде и никогда	1	1
58	мы имеем не	1	1
59	в известном смысле	1	1
60	в результате чего	1	1
61	а с другой	2	1
62	никогда не покидал	1	1
63	так или иначе	2	1
64	но и его	1	1
65	в связи с	2	1
66	лишь в том	1	1
67	для того чтобы	1	1
68	сам бог не	1	1
69	бог не есть	1	1
70	собою то что	1	1
71	все того же	1	1
72	не может быть	6	1
73	в этом же	1	1
74	отнюдь не является	1	1
75	как это бывает	1	1
76	само по себе	3	1
77	вопрос о том	1	1
78	в себя и	1	1
79	ко второму изданию	1	1
80	ничего не говорит	4	1
81	заключается в том	1	1
82	не что иное	1	1
83	в гораздо более	1	1
84	в себе не	1	1
85	что и в	3	1
86	но еще и	2	1
