N	3gram	Propp_Isto_4	RusskieA
1	в этом случае	3	6
2	в данном случае	3	6
3	т е в	3	5
4	и т д	24	5
5	вместе с тем	1	4
6	и в других	1	4
7	так же как	12	4
8	о том что	2	4
9	мы видели что	3	4
10	в этих случаях	7	3
11	можно предположить что	3	3
12	не может быть	4	3
13	это показывает что	1	3
14	подобно тому как	1	3
15	только тогда когда	1	3
16	д к зеленин	5	3
17	тем не менее	2	2
18	что иное как	3	2
19	же как и	4	2
20	тому как в	1	2
21	они представляют собой	1	2
22	когда мы рассмотрим	1	2
23	может быть только	1	2
24	не что иное	3	2
25	из леса и	1	2
26	но вместе с	1	2
27	мы не можем	1	2
28	в то время	1	2
29	после того как	2	2
30	нам право на	1	2
31	приводит нас к	4	2
32	это приводит нас	3	1
33	потому что он	1	1
34	мы здесь имеем	1	1
35	и по своим	1	1
36	в египетской религии	1	1
37	отсюда видно что	1	1
38	что на поле	1	1
39	но так как	1	1
40	живя в лесу	1	1
41	на поле и	1	1
42	он показывает что	1	1
43	в тех случаях	2	1
44	в дом где	1	1
45	из леса в	1	1
46	о том как	1	1
47	на эту связь	1	1
48	имелись и в	1	1
49	если верно что	1	1
50	афанасьев в своих	1	1
51	как раз наоборот	1	1
52	в точности соответствует	2	1
53	ниже когда мы	1	1
54	таким образом к	1	1
55	но и в	1	1
56	как мы увидим	1	1
57	что в некоторых	2	1
58	одновременно и в	1	1
59	поле и в	1	1
60	ничего не говорится	1	1
61	одна из них	1	1
62	здесь еще не	1	1
63	а он в	1	1
64	можно наблюдать что	1	1
65	мы проследили в	1	1
66	может быть и	1	1
67	можно найти в	1	1
68	чем речь будет	1	1
69	в этой связи	1	1
70	т д с	1	1
71	здесь мы имеем	1	1
72	то же происходит	2	1
73	смысле этого слова	2	1
74	в некоторых случаях	3	1
75	есть та же	1	1
76	главным образом на	1	1
77	может рассматриваться как	1	1
78	во всех этих	1	1
79	то время как	1	1
80	не только как	1	1
81	указать еще на	1	1
82	то что по	1	1
83	видели что в	1	1
84	что здесь имеется	1	1
85	том что они	1	1
86	с другой стороны	4	1
87	т е как	1	1
88	о чем говорилось	1	1
89	это не совсем	1	1
90	основана на некотором	1	1
91	в человеческом облике	1	1
92	между собой и	1	1
93	рассмотрение их не	1	1
94	выше мы видели	2	1
95	с того что	2	1
96	их силу и	1	1
97	в избу к	1	1
98	можно показать что	1	1
99	в связь с	1	1
100	богиня лесов и	1	1
101	которые будут рассмотрены	1	1
102	можно сказать что	1	1
103	на то что	3	1
104	тем более что	1	1
105	будут рассмотрены ниже	1	1
106	за тридевять земель	1	1
107	тех случаях когда	2	1
108	мы и здесь	1	1
109	в исторической перспективе	1	1
110	мы уже знаем	1	1
111	в сказке как	1	1
112	всех этих случаях	1	1
113	как и в	1	1
114	материале д к	1	1
115	это и есть	1	1
116	о чем речь	2	1
117	как мы видели	3	1
