N	2gram	Tiupa_Anal_2	Narrotol
1	не только	16	31
2	но и	12	27
3	и не	12	23
4	при этом	10	19
5	может быть	6	15
6	в качестве	11	14
7	в частности	16	14
8	как и	14	13
9	в тексте	24	13
10	а не	10	13
11	а в	3	13
12	в этом	18	12
13	только в	4	12
14	и в	16	11
15	в данном	8	11
16	тогда как	19	10
17	состоит в	8	10
18	своего рода	12	10
19	и его	4	10
20	такого рода	2	10
21	то есть	9	9
22	времени и	1	9
23	во времени	2	9
24	то что	7	9
25	то же	4	8
26	представляет собой	8	8
27	иначе говоря	11	8
28	не может	4	8
29	данном случае	5	8
30	в том	12	8
31	уже не	4	8
32	со стороны	3	8
33	и т.п	8	8
34	в рассказе	1	8
35	но в	6	7
36	том что	12	7
37	если бы	3	7
38	на протяжении	2	7
39	у него	4	7
40	современной нарратологии	1	6
41	и он	2	6
42	в самом	6	6
43	не в	4	6
44	в этой	9	6
45	в себе	7	6
46	тому же	4	6
47	об этом	1	6
48	не мог	3	6
49	к тому	7	6
50	и т.д	3	6
51	одного из	3	6
52	в его	2	6
53	как бы	10	6
54	один из	2	6
55	как раз	4	6
56	или в	3	6
57	и пространстве	1	6
58	а также	7	6
59	между двумя	4	5
60	и на	6	5
61	той или	3	5
62	как правило	4	5
63	перед нами	1	5
64	так и	15	5
65	точки зрения	4	5
66	в своей	2	5
67	тем самым	4	5
68	потому что	1	5
69	можно сказать	4	5
70	в соответствии	2	5
71	столь же	4	5
72	в первом	1	4
73	на себя	5	4
74	еще не	2	4
75	с его	1	4
76	но не	4	4
77	как в	4	4
78	хотя и	4	4
79	из этих	1	4
80	в нем	1	4
81	в принципе	1	4
82	в мире	6	4
83	из них	3	4
84	по себе	2	4
85	и тем	4	4
86	соответствии с	2	4
87	с позиции	2	4
88	в одном	2	4
89	вплоть до	1	4
90	в то	2	4
91	одна из	1	4
92	в эпизоде	10	4
93	никогда не	3	4
94	в сознании	4	4
95	что на	3	4
96	о том	7	4
97	внимание на	2	4
98	же время	2	4
99	к нему	1	4
100	в литературе	1	4
101	того что	2	4
102	являет собой	3	4
103	для него	4	4
104	слова в	1	4
105	или иной	3	4
106	прежде всего	3	4
107	о чем	2	4
108	мира в	1	4
109	в речи	3	4
110	и конца	1	4
111	имеет место	4	4
112	как известно	1	3
113	речь идет	2	3
114	также и	1	3
115	и то	3	3
116	самом деле	1	3
117	идет о	1	3
118	едва ли	3	3
119	всего лишь	8	3
120	мы имеем	3	3
121	в противовес	1	3
122	в центре	3	3
123	в своем	4	3
124	и как	1	3
125	создает эффект	1	3
126	в целом	8	3
127	в нашем	3	3
128	он не	2	3
129	подобно тому	3	3
130	в глазах	1	3
131	это не	1	3
132	начала и	1	3
133	в жизни	1	3
134	еще раз	1	3
135	себя внимание	3	3
136	в ходе	4	3
137	и ее	1	3
138	стало быть	2	3
139	тем не	3	3
140	однако в	1	3
141	не менее	4	3
142	картины мира	2	3
143	о них	1	3
144	присутствия в	2	3
145	обращает на	3	3
146	как будто	3	3
147	этом отношении	3	3
148	у нас	1	3
149	начиная с	1	3
150	событийности в	1	3
151	и о	1	3
152	но при	1	3
153	еще в	2	3
154	различного рода	1	3
155	сводится к	3	3
156	о нем	1	3
157	сообщают о	1	3
158	лишь в	9	3
159	в конечном	3	3
160	между тем	2	3
161	или напротив	2	3
162	по отношению	4	3
163	в прозе	1	3
164	может служить	1	3
165	не говорит	1	3
166	представляют собой	2	3
167	именно в	3	3
168	при всей	3	3
169	повествования и	3	3
170	как это	6	3
171	текста в	6	3
172	тому как	3	3
173	исходя из	1	3
174	главного героя	3	3
175	в начале	1	3
176	не является	1	3
177	и все	3	3
178	в поле	4	3
179	повествования в	2	3
180	повествовательного текста	1	3
181	отношению к	4	3
182	что в	2	3
183	а о	1	2
184	переход от	1	2
185	тем же	1	2
186	сознания героя	1	2
187	и для	2	2
188	высказывания в	3	2
189	в сущности	4	2
190	не вполне	1	2
191	ему в	3	2
192	и самого	1	2
193	в чем	1	2
194	свидетельствующего о	1	2
195	для обозначения	1	2
196	отличие от	2	2
197	один и	1	2
198	отнюдь не	8	2
199	так называемая	1	2
200	из уст	1	2
201	кто говорит	1	2
202	что касается	3	2
203	в событие	1	2
204	дистанция между	1	2
205	зрения как	1	2
206	видит слышит	1	2
207	в известном	1	2
208	раз в	1	2
209	лица и	1	2
210	роль в	2	2
211	на две	3	2
212	героя которому	1	2
213	на то	2	2
214	героя из	1	2
215	в случае	2	2
216	так сказать	1	2
217	о смерти	1	2
218	зрительный образ	1	2
219	ключ к	3	2
220	художественного высказывания	2	2
221	что одно	1	2
222	отрезок времени	1	2
223	одно и	1	2
224	человека в	1	2
