N	3gram	Voloshinov_2	Hudozhes
1	по отношению к	8	10
2	в отличие от	3	7
3	не сводится к	1	6
4	то же время	8	6
5	в то же	8	6
6	более или менее	2	5
7	с другой стороны	1	5
8	той или иной	4	5
9	в том что	6	5
10	и его внешней	1	4
11	и того же	4	3
12	всех без исключения	2	3
13	с точки зрения	13	3
14	одно и то	3	3
15	одного и того	4	3
16	и то же	3	3
17	в конечном счете	1	3
18	тем не менее	1	3
19	того или иного	2	3
20	можно сказать что	1	3
21	в той или	3	2
22	в данный момент	1	2
23	как бы не	1	2
24	тот или иной	1	2
25	в таком случае	3	2
26	но он не	1	2
27	в противном случае	2	2
28	в коем случае	2	2
29	до известной степени	1	2
30	в значительной степени	2	2
31	ни в коем	2	2
32	с одной стороны	3	2
33	в равной степени	1	2
34	а с другой	1	2
35	так или иначе	1	2
36	приводит к тому	1	2
37	в свою очередь	5	2
38	внутренней и внешней	2	2
39	для того чтобы	6	2
40	тем или иным	1	2
41	коем случае не	1	2
42	в русской литературе	1	2
43	том числе и	1	2
44	в том числе	1	2
45	к тому что	3	2
46	и прежде всего	2	2
47	добро и зло	1	1
48	не могли бы	1	1
49	в сочетании с	1	1
50	что иное как	1	1
51	место лишь в	1	1
52	форм высказывания в	1	1
53	одним и тем	2	1
54	или даже вовсе	1	1
55	точки зрения в	1	1
56	в этом случае	1	1
57	может быть осуществлено	1	1
58	и соответствующих форм	1	1
59	что приводит к	1	1
60	в зависимости от	2	1
61	бы то ни	4	1
62	лежат в основе	1	1
63	начало и конец	1	1
64	для него не	1	1
65	которого только и	1	1
66	по крайней мере	2	1
67	то или иное	1	1
68	может быть и	5	1
69	во внутренней речи	1	1
70	не совпадает с	1	1
71	то ни было	4	1
72	к вопросу о	1	1
73	может быть признано	1	1
74	отношении к нему	1	1
75	же время они	1	1
76	в форме определенной	1	1
77	отношению к нему	1	1
78	или менее широком	1	1
79	таком случае это	2	1
80	не могут быть	1	1
81	или иной форме	1	1
82	в связи с	7	1
83	их отношении к	1	1
84	как впрочем и	1	1
85	к чему не	1	1
86	в первую очередь	1	1
87	чужой речи и	2	1
88	и в том	1	1
89	высказывания как целого	2	1
90	текста но и	1	1
91	в данном высказывании	1	1
92	по себе а	1	1
93	о том что	3	1
94	ни к чему	1	1
95	и тем более	1	1
96	в статье о	1	1
97	бы они ни	1	1
98	они ни были	1	1
99	в данном отношении	1	1
100	друг от друга	1	1
101	искусства и религии	1	1
102	в данном контексте	2	1
103	не что иное	1	1
104	в отношении к	4	1
105	и тем же	2	1
106	то что они	1	1
107	быть не может	1	1
108	в соответствии с	1	1
109	том что он	2	1
110	не может быть	10	1
111	только при условии	1	1
112	в их отношении	1	1
113	как и в	1	1
114	к тому же	2	1
115	является как бы	1	1
116	в более или	1	1
