N	3gram	Losev_Vlad_1	StatiiOP
1	в том что	7	11
2	не может быть	3	5
3	то обстоятельство что	2	5
4	в этом смысле	4	4
5	в этом отношении	1	4
6	то время как	1	4
7	во всяком случае	2	4
8	с другой стороны	3	4
9	о том что	7	4
10	в то время	2	4
11	с тем что	1	3
12	в конце концов	3	3
13	в связи с	1	3
14	то же время	4	3
15	не только в	2	3
16	на то что	4	3
17	в то же	4	3
18	но это не	1	3
19	в том чтобы	2	2
20	в этой области	1	2
21	что он был	1	2
22	с одной стороны	1	2
23	и в этом	1	2
24	заключается в том	1	2
25	у него есть	1	2
26	по этому поводу	1	2
27	в течение всей	4	2
28	тем более что	2	2
29	к тому что	1	2
30	а с другой	1	2
31	тем не менее	2	2
32	и т д	2	2
33	можно сказать что	2	1
34	и в конце	1	1
35	а иной раз	3	1
36	одной стороны а	1	1
37	несколько слов о	1	1
38	в них все	1	1
39	о вл соловьеве	7	1
40	сказать что он	1	1
41	потому что в	1	1
42	течение всей жизни	2	1
43	на протяжении всей	1	1
44	и той же	1	1
45	в том виде	1	1
46	более или менее	3	1
47	в самом деле	1	1
48	нет ни одного	1	1
49	что же касается	4	1
50	том что он	2	1
51	говоря уже о	1	1
52	говорил что если	1	1
53	вместе с тем	1	1
54	которого он не	1	1
55	виде в каком	1	1
56	свидетельствуют о том	2	1
57	вообще и в	1	1
58	об этом не	1	1
59	в году он	4	1
60	в значительной мере	1	1
61	к жизни и	1	1
62	и в частности	2	1
63	как раз в	1	1
64	и то обстоятельство	2	1
65	и с его	1	1
66	не потому что	1	1
67	такой факт как	1	1
68	течение всей его	1	1
69	и далее но	1	1
70	в том же	1	1
71	то можно сказать	1	1
72	в году в	2	1
73	того что в	1	1
74	и понятно почему	1	1
75	вместе со своим	1	1
76	то что он	5	1
77	ответить на вопрос	1	1
78	так или иначе	1	1
79	также и многочисленные	1	1
80	кроме того в	1	1
81	пушкина с его	1	1
82	хотя бы на	1	1
83	в этом же	1	1
84	все это было	2	1
85	иной раз даже	3	1
86	ни у одного	1	1
87	не только у	1	1
88	в свое время	5	1
89	них ничего не	1	1
90	уважением и любовью	1	1
91	том виде в	1	1
92	и ни в	1	1
93	в этом письме	2	1
94	начиная с года	1	1
95	в свою очередь	1	1
96	стороны а с	1	1
97	так как в	1	1
98	к этому времени	2	1
99	году он был	1	1
100	что у него	2	1
101	не только не	1	1
102	в известной степени	1	1
103	в своих воспоминаниях	1	1
104	но мне кажется	1	1
105	что он писал	1	1
106	нужно считаться с	1	1
107	можно судить по	2	1
108	и больше ничего	1	1
109	одной и той	1	1
110	у него были	1	1
111	на то как	1	1
112	свой взгляд на	1	1
113	для того чтобы	2	1
114	дело не в	1	1
115	ответ на это	2	1
116	не говоря уже	1	1
