N	2gram	Bakhtin_Fr_8	Hudozhes
1	том что	8	16
2	и в	56	14
3	так и	13	13
4	не только	8	12
5	при этом	4	12
6	о том	4	12
7	в том	13	12
8	а не	2	12
9	в себе	4	11
10	в этом	14	11
11	прежде всего	6	11
12	в своей	2	10
13	для него	2	10
14	то же	11	9
15	как и	5	9
16	что он	2	9
17	в качестве	4	9
18	у него	7	9
19	по отношению	1	8
20	в этой	6	8
21	как в	1	8
22	то что	3	8
23	же время	10	8
24	в его	18	8
25	между тем	3	8
26	отношению к	1	8
27	в то	12	8
28	еще не	10	7
29	это не	2	7
30	своего рода	5	7
31	не в	3	7
32	казалось бы	3	7
33	к тому	1	7
34	уже не	3	7
35	именно в	1	7
36	не может	2	7
37	как бы	11	7
38	а в	2	7
39	как правило	1	6
40	в первой	3	6
41	было бы	2	6
42	никогда не	5	6
43	что в	5	6
44	самом деле	2	5
45	с его	5	5
46	перед нами	3	5
47	но в	6	5
48	ни в	2	5
49	точки зрения	6	5
50	и его	12	5
51	потому что	6	5
52	и он	1	5
53	можно было	1	5
54	только в	9	5
55	по мнению	1	5
56	может быть	3	5
57	но и	9	5
58	в частности	7	5
59	интерес к	2	5
60	в этих	11	5
61	одновременно и	1	5
62	жизни и	1	5
63	мы уже	10	4
64	и о	3	4
65	в ней	4	4
66	в центре	2	4
67	в своем	3	4
68	и к	4	4
69	в действительности	2	4
70	в самом	9	4
71	та же	1	4
72	что она	2	4
73	он не	5	4
74	картины мира	2	4
75	и с	8	4
76	несмотря на	2	4
77	тому что	1	4
78	с ним	2	4
79	по своей	4	4
80	связи с	6	4
81	как будто	1	4
82	в духе	4	4
83	и это	1	4
84	картина мира	2	4
85	можно сказать	2	4
86	того что	1	4
87	один из	5	4
88	себя в	1	4
89	из них	2	4
90	как раз	2	4
91	не было	5	4
92	и все	6	4
93	мы узнаем	1	4
94	и от	1	4
95	речь идет	1	3
96	по преимуществу	2	3
97	с точки	2	3
98	в мире	2	3
99	и на	7	3
100	в ее	6	3
101	идет о	1	3
102	как к	2	3
103	все же	2	3
104	но он	3	3
105	в нем	8	3
106	лишь в	1	3
107	его в	2	3
108	даже в	4	3
109	и смерти	1	3
110	в своих	4	3
111	такой же	5	3
112	возвращается к	1	3
113	все эти	15	3
114	тем что	1	3
115	этом отношении	1	3
116	как мы	7	3
117	того чтобы	4	3
118	в пределах	5	3
119	первой половине	1	3
120	еще в	1	3
121	том как	1	3
122	если бы	2	3
123	а также	3	3
124	это в	2	3
125	романа в	2	3
126	в лице	1	3
127	же в	1	3
128	в литературе	3	3
129	но не	5	3
130	как его	1	3
131	и даже	8	3
132	превращается в	1	3
133	однако и	1	3
134	в связи	3	3
135	в творчестве	5	3
136	по своему	8	3
137	своего времени	6	3
138	и для	2	3
139	но одновременно	1	3
140	от него	1	3
141	может и	1	3
142	от личности	1	2
143	говоря о	1	2
144	например в	4	2
145	начинается с	1	2
146	на самом	2	2
147	первой половины	1	2
148	момент когда	1	2
149	в их	3	2
150	той же	6	2
151	для своего	2	2
152	мы не	2	2
153	вопрос о	1	2
154	вместо того	1	2
155	к своему	1	2
156	не нужно	1	2
157	мышления как	1	2
158	для других	1	2
159	себе и	2	2
160	в одной	1	2
161	хотя и	2	2
162	так в	1	2
163	только на	2	2
164	как он	1	2
165	так сказать	5	2
166	жизнью и	1	2
167	на его	6	2
168	не следует	1	2
169	по-видимому не	1	2
170	ключ к	1	2
171	они в	1	2
172	характер в	3	2
173	не бывает	1	2
174	под воздействием	1	2
175	в другом	3	2
176	по сторонам	1	2
177	его личности	1	2
178	особенно в	1	2
179	живет в	1	2
180	одной из	3	2
