N	3gram	Propp_Isto_1	Poddanst
1	не только в	1	4
2	в том что	4	4
3	сами по себе	1	3
4	с одной стороны	4	3
5	одной стороны и	1	2
6	но и в	2	2
7	и потому в	1	2
8	во всей широте	1	1
9	что в этом	1	1
10	нет никакого сомнения	1	1
11	идет именно о	1	1
12	да и не	1	1
13	более или менее	5	1
14	помнить что мы	1	1
15	в этом смысле	1	1
16	и в этом	1	1
17	и в какой	1	1
18	мы не будем	3	1
19	в жизни народа	1	1
20	можно говорить о	1	1
21	в отличие от	2	1
22	прежде всего мы	1	1
23	за то что	1	1
24	вместе с тем	2	1
25	что во всех	1	1
26	так же как	2	1
27	и что делать	1	1
28	если бы мы	2	1
29	но в отличие	2	1
30	в историческом прошлом	1	1
31	не в том	1	1
32	друг друга на	1	1
33	никакого сомнения что	1	1
34	с другой стороны	5	1
35	вслед за тем	1	1
36	не может быть	7	1
37	до тех пор	1	1
38	само по себе	2	1
39	но в то	1	1
40	именно потому что	1	1
41	мы знаем что	1	1
42	не более как	1	1
43	в большинстве случаев	4	1
44	не входят в	1	1
45	друг с другом	3	1
46	во многих случаях	1	1
47	для того чтобы	1	1
48	он живет в	1	1
49	и т д	22	1
