N	2gram	Bakhtin_Pr_2	Istorich
1	и в	43	28
2	и т	13	25
3	может быть	23	25
4	т д	4	22
5	а не	7	15
6	не может	18	15
7	никогда не	9	14
8	для нас	2	13
9	то же	8	12
10	не только	11	12
11	что в	4	12
12	мы видим	1	11
13	только в	4	11
14	мы не	4	10
15	все же	3	10
16	и что	5	10
17	что он	13	10
18	мы увидим	5	10
19	но и	14	10
20	прежде всего	10	10
21	т е	26	10
22	не в	11	9
23	так и	3	9
24	о том	5	9
25	то что	7	9
26	в том	6	9
27	и не	29	9
28	в этом	13	8
29	но в	10	8
30	что это	2	8
31	таким образом	5	8
32	не всегда	1	8
33	если бы	3	8
34	здесь мы	2	7
35	это не	3	7
36	еще не	9	7
37	и здесь	3	7
38	этот вопрос	4	7
39	и др	2	7
40	так же	2	7
41	том что	2	7
42	было бы	5	7
43	в этих	6	7
44	а в	5	7
45	в этой	1	6
46	его в	3	6
47	тем не	2	6
48	не менее	3	6
49	к тому	4	6
50	что и	3	6
51	так как	4	6
52	с другой	4	6
53	вместе с	1	6
54	когда он	3	6
55	например в	2	5
56	должна быть	3	5
57	вопрос о	2	5
58	мы будем	3	5
59	в своем	4	5
60	более или	3	5
61	увидим что	1	5
62	что она	1	5
63	по существу	3	5
64	их в	4	5
65	или менее	3	5
66	можно было	3	5
67	в его	10	5
68	что здесь	1	5
69	но не	5	5
70	в качестве	1	5
71	в одном	12	5
72	до сих	7	5
73	к которому	1	5
74	на более	1	5
75	сих пор	7	5
76	или в	8	5
77	ты не	1	5
78	не знает	3	5
79	сказать что	2	5
80	другой стороны	3	5
81	героя в	3	5
82	ее в	2	5
83	и даже	3	4
84	и для	3	4
85	и на	10	4
86	между собой	2	4
87	то мы	1	4
88	одним словом	1	4
89	не то	1	4
90	с этим	2	4
91	все эти	5	4
92	на то	5	4
93	но все	2	4
94	об этом	2	4
95	и с	5	4
96	как и	14	4
97	даже в	3	4
98	на него	3	4
99	в основе	1	4
100	связи с	1	4
101	должны быть	2	4
102	здесь не	6	4
103	в пределах	16	4
104	так в	1	4
105	того что	2	4
106	с одной	1	4
107	так что	5	4
108	в большинстве	9	4
109	большинстве случаев	8	4
110	мы знаем	1	4
111	а именно	1	4
112	и пр	2	4
113	превращается в	2	4
114	один из	1	4
115	одной стороны	1	4
116	могут быть	3	4
117	там где	4	4
118	друг с	4	4
119	как будто	1	4
120	все это	5	4
121	в связи	1	4
122	хотя бы	2	4
123	но это	4	4
124	обстоит дело	1	4
125	но оно	1	4
126	и другие	1	4
127	они не	1	4
128	также и	3	3
129	чтобы не	2	3
130	мы здесь	2	3
131	время как	2	3
132	я не	4	3
133	ему в	1	3
134	то это	2	3
135	и он	5	3
136	по отношению	5	3
137	перед нами	7	3
138	к чему	1	3
139	точку зрения	1	3
140	очень много	1	3
141	при этом	6	3
142	не как	6	3
143	и по	1	3
144	на этом	1	3
145	же не	4	3
146	в другом	7	3
147	из них	2	3
148	не с	1	3
149	и тогда	1	3
150	этот материал	1	3
151	во время	4	3
152	почти не	2	3
153	в котором	6	3
154	в их	3	3
155	и эти	1	3
156	по себе	11	3
157	раз и	2	3
158	в то	7	3
159	дело в	2	3
160	того как	2	3
161	с другом	4	3
162	у меня	5	3
163	очень часто	1	3
164	же самое	1	3
165	как мы	10	3
166	в образе	2	3
167	для этого	2	3
168	в какой	1	3
169	во всем	3	3
170	в стороне	2	3
171	должен был	1	3
172	и его	8	3
173	уже не	3	3
174	если мы	2	3
175	следовало бы	1	3
176	в начале	1	3
177	или даже	1	3
178	и их	3	3
179	то время	2	3
180	которые могут	1	3
181	тем что	3	3
182	в форме	2	3
183	как это	1	3
184	из которых	1	3
185	что же	7	3
186	в книге	1	3
187	отношению к	5	3
188	к сожалению	1	3
189	отношения к	2	2
190	одним из	1	2
191	же как	1	2
192	и потому	1	2
193	не одного	1	2
194	и между	1	2
195	вопрос мы	1	2
196	настолько тесно	1	2
197	что если	3	2
198	у себя	1	2
199	в некотором	1	2
200	к своему	1	2
201	на них	1	2
202	бы то	1	2
203	во всех	4	2
204	то он	1	2
205	точка зрения	1	2
206	отличие от	4	2
207	как в	2	2
208	без другого	1	2
209	однако не	1	2
210	и как	2	2
211	от этого	1	2
212	поэтому он	1	2
213	вопрос почему	1	2
214	в целом	2	2
215	тут и	1	2
216	которые в	1	2
217	тоже не	1	2
218	в себе	5	2
219	как он	2	2
220	его но	1	2
221	свой материал	1	2
222	и если	1	2
223	в нем	12	2
224	он не	9	2
225	он должен	1	2
226	то ни	1	2
227	а затем	2	2
228	и мы	1	2
229	и тем	1	2
230	стоит на	1	2
231	но уже	1	2
232	нет в	1	2
233	это положение	1	2
234	об этой	1	2
235	должно быть	4	2
236	для него	8	2
237	что такое	2	2
238	в такой	2	2
239	в отличие	4	2
240	однако в	1	2
241	что этот	2	2
242	где нет	1	2
243	по мере	4	2
244	еще один	3	2
245	но они	1	2
246	в таких	1	2
247	эти две	1	2
248	тогда когда	1	2
249	одна из	2	2
250	что их	1	2
251	так чтобы	4	2
252	по своей	1	2
253	только с	1	2
254	особое внимание	1	2
255	не могут	4	2
256	всего в	1	2
257	указывает на	2	2
258	не есть	2	2
259	на это	1	2
260	в ее	1	2
261	и этим	3	2
262	приводит к	6	2
263	на нее	1	2
264	живет в	1	2
265	целое и	1	2
266	еще в	1	2
267	том как	1	2
268	с героем	1	2
269	поэтому в	1	2
270	с ним	3	2
271	ничего не	3	2
272	о нем	6	2
273	но мы	1	2
274	не выходит	1	2
275	нас в	1	2
276	отражением в	1	2
277	между тем	3	2
278	во всей	1	2
279	и только	3	2
280	здесь в	3	2
281	большей или	1	2
282	но так	2	2
283	образов и	1	2
284	тот же	3	2
285	же сами	1	2
286	одной из	1	2
287	именно на	1	2
288	себя в	3	2
289	то и	2	2
290	ни было	2	2
291	здесь же	1	2
292	в данной	1	2
293	его и	2	2
294	вовсе не	5	2
295	говорит в	1	2
296	само по	1	2
297	как раз	4	2
298	были бы	1	2
299	еще и	1	2
300	а с	2	2
301	один и	1	2
302	и знает	1	2
303	что не	2	2
304	отчего же	3	2
305	говорит о	1	2
306	связано с	1	2
307	на этот	4	2
308	не на	4	2
309	основной вопрос	1	2
310	его как	1	2
311	конечно не	2	2
312	этих случаях	2	2
313	как бы	22	2
314	в основном	1	2
315	не знаем	1	2
316	мере того	1	2
317	нисколько не	1	2
318	и от	1	2
319	бы в	5	2
320	или меньшей	1	2
321	между ними	4	2
322	в рамках	1	2
323	была бы	2	2
324	же относится	1	2
325	из этого	1	2
326	в виде	3	2
327	к этому	1	2
328	можно назвать	1	2
329	относится и	1	1
330	художественного произведения	1	1
331	и то	2	1
332	не делает	1	1
333	на самом	1	1
334	он может	1	1
335	даже из	2	1
336	никаких новых	1	1
337	это и	1	1
338	но тем	1	1
339	и меня	1	1
340	и есть	1	1
341	в тягость	5	1
342	он находится	1	1
343	тем же	2	1
344	впечатление что	1	1
345	в первом	2	1
346	ту же	2	1
347	и чрезвычайно	1	1
348	из его	2	1
349	те же	1	1
350	ведь и	7	1
351	и больше	1	1
352	уже по	1	1
353	мы уже	3	1
354	а как	4	1
355	есть не	1	1
356	образы и	1	1
357	себе как	2	1
358	которую мы	1	1
359	словом это	1	1
360	та же	2	1
361	например у	2	1
362	он как	1	1
363	есть нечто	1	1
364	на себя	2	1
365	человеком это	1	1
366	бы с	1	1
367	меньшей степени	1	1
368	более глубокий	1	1
369	другом что	1	1
370	он был	3	1
371	не найдем	1	1
372	есть герой	1	1
373	иногда бывает	1	1
374	как если	2	1
375	нет к	1	1
376	но как	1	1
377	в сторону	2	1
378	и подчинить	1	1
379	а он	3	1
380	герой не	2	1
381	перед необходимостью	1	1
382	друга и	2	1
383	не пользуется	1	1
384	себя за	1	1
385	не входят	2	1
386	вот как	4	1
387	из уст	1	1
388	данного типа	1	1
389	стороны и	3	1
390	что как	1	1
391	словом в	4	1
