N	2gram	Bakhtin_sl_1	Analitik
1	в качестве	3	31
2	может быть	14	29
3	в том	3	27
4	не может	14	22
5	и не	16	21
6	в частности	2	19
7	и в	41	18
8	но и	16	17
9	а не	15	17
10	не только	16	15
11	не в	7	14
12	в этом	12	13
13	как и	4	13
14	в его	13	13
15	при этом	6	12
16	том что	2	12
17	литературное произведение	1	12
18	в себе	3	11
19	то есть	26	11
20	произведения в	1	11
21	но не	2	10
22	то же	14	9
23	в то	14	9
24	а в	6	9
25	есть не	1	8
26	но в	8	8
27	нуждается в	1	8
28	в той	10	8
29	не есть	2	8
30	произведения как	3	7
31	к тому	3	7
32	этого слова	1	7
33	мы имеем	1	6
34	в сущности	13	6
35	отличие от	1	6
36	в самом	5	6
37	это не	6	6
38	далеко не	5	6
39	точки зрения	16	6
40	в своей	7	6
41	в отличие	1	6
42	в основе	5	6
43	по своей	1	6
44	эстетический объект	1	6
45	той или	9	6
46	должен быть	1	6
47	в себя	1	6
48	же время	12	6
49	только в	6	6
50	себя в	9	6
51	или иной	9	6
52	прежде всего	8	6
53	художественного произведения	1	5
54	в их	4	5
55	и на	14	5
56	в целом	2	5
57	в этой	1	5
58	внутренней речи	3	5
59	лишь в	4	5
60	и его	14	5
61	о том	3	5
62	сводится к	1	5
63	и того	1	5
64	между тем	2	5
65	такого рода	2	5
66	как бы	12	5
67	того же	6	4
68	целого в	1	4
69	в широком	2	4
70	столь же	2	4
71	все же	7	4
72	сознания в	1	4
73	с другими	5	4
74	с точки	8	4
75	большей или	4	4
76	и более	1	4
77	ни в	1	4
78	могут быть	19	4
79	так и	11	4
80	не с	2	4
81	с ним	7	4
82	в другом	2	4
83	с другой	5	4
84	того что	3	4
85	дело с	1	4
86	уже не	2	4
87	для того	2	4
88	именно в	3	4
89	себя и	1	4
90	вместе с	1	4
91	в литературе	1	4
92	ни было	2	4
93	или меньшей	4	4
94	как известно	1	3
95	и т	28	3
96	одним из	4	3
97	и есть	1	3
98	подхода к	5	3
99	место в	1	3
100	бы то	1	3
101	что как	1	3
102	вступает в	1	3
103	и к	5	3
104	автора и	4	3
105	в нем	30	3
106	он не	3	3
107	вследствие этого	1	3
108	таким образом	9	3
109	то ни	1	3
110	бы быть	1	3
111	того или	2	3
112	даже в	2	3
113	смысл и	1	3
114	в котором	2	3
115	однако в	1	3
116	дело не	2	3
117	того чтобы	1	3
118	т п	23	3
119	того и	1	3
120	при наличии	1	3
121	о нем	4	3
122	в таком	1	3
123	данного произведения	1	3
124	не могут	3	3
125	оно может	2	3
126	могла бы	1	3
127	если бы	1	3
128	а также	2	3
129	к нему	5	3
130	с его	4	3
131	еще не	4	3
132	с одной	4	3
133	ни с	1	3
134	что и	1	3
135	одной стороны	4	3
136	а с	2	3
137	что не	1	3
138	смысла и	3	3
139	более того	3	3
140	говорящего в	1	3
141	быть не	1	3
142	что мы	1	3
143	которая в	1	3
144	и одновременно	2	3
145	и все	4	3
146	полноты и	1	3
147	хотя бы	3	3
148	своего предмета	5	3
149	или иного	2	3
150	не остается	1	2
151	на самом	2	2
152	он может	2	2
153	науки о	1	2
154	в первом	3	2
155	иметь место	1	2
156	также и	3	2
157	той же	2	2
158	а как	2	2
159	и то	2	2
160	между собой	2	2
161	данном случае	3	2
162	в противовес	1	2
163	не все	1	2
164	отношение к	7	2
165	произведение не	1	2
166	не просто	1	2
167	нет и	1	2
168	за пределы	4	2
169	без другого	2	2
170	как к	2	2
171	могли бы	1	2
172	его к	1	2
173	то в	2	2
174	в которой	4	2
175	все эти	9	2
176	бы не	1	2
177	из этих	3	2
178	а напротив	1	2
179	и до	1	2
180	широком смысле	2	2
181	на его	8	2
