N	2gram	Medvedev_F_3	FransuaR
1	и в	27	41
2	мы уже	3	18
3	во всех	3	17
4	таким образом	18	17
5	в нем	15	16
6	и с	3	16
7	и его	19	13
8	но и	10	13
9	в этом	18	12
10	как мы	8	12
11	все эти	6	11
12	все это	7	11
13	в самом	11	10
14	не только	9	10
15	так как	9	10
16	и др	2	10
17	прежде всего	4	10
18	то что	8	10
19	и на	3	9
20	кроме того	1	9
21	границы между	1	9
22	о том	4	9
23	здесь в	1	9
24	и все	8	9
25	здесь и	6	8
26	в сущности	2	8
27	но в	6	8
28	в этой	2	8
29	никогда не	5	8
30	и до	1	7
31	в них	3	7
32	как и	14	7
33	том что	4	7
34	гротескный характер	1	7
35	в его	7	7
36	вовсе не	28	7
37	связаны с	2	7
38	как бы	8	7
39	этот образ	1	7
40	что в	8	7
41	следующей главе	2	6
42	в эпоху	3	6
43	в то	7	6
44	один из	1	6
45	мы видим	1	6
46	с помощью	8	6
47	вместе с	6	6
48	в следующей	2	6
49	сказать что	3	6
50	что он	6	6
51	с его	2	5
52	в ее	4	5
53	в своем	2	5
54	что это	3	5
55	в себе	3	5
56	то же	15	5
57	той же	3	5
58	еще в	3	5
59	но он	1	5
60	тем что	5	5
61	все то	1	5
62	так и	21	5
63	и что	3	5
64	же время	7	5
65	в литературе	6	5
66	из них	2	5
67	в одном	1	5
68	большинстве случаев	5	5
69	там где	7	5
70	между собою	1	5
71	так же	9	5
72	в той	3	5
73	одним из	3	4
74	того же	3	4
75	самом деле	16	4
76	в ней	5	4
77	он был	4	4
78	как в	4	4
79	и как	4	4
80	та же	1	4
81	не в	12	4
82	даже в	2	4
83	в основе	3	4
84	того чтобы	5	4
85	все же	6	4
86	у нас	3	4
87	роль в	4	4
88	и вообще	1	4
89	с ним	1	4
90	все время	6	4
91	тот же	1	4
92	всех его	1	4
93	с одной	1	4
94	именно на	2	4
95	уже в	4	4
96	в большинстве	4	4
97	в результате	5	4
98	в котором	2	4
99	и даже	2	4
100	с другой	6	4
101	именно в	1	4
102	одной стороны	1	4
103	более того	6	4
104	и от	11	4
105	о котором	1	4
106	а в	1	4
107	не может	24	4
108	из этого	4	4
109	первый план	1	3
110	людей в	1	3
111	как у	1	3
112	в одной	5	3
113	с этим	1	3
114	в первом	1	3
115	изобразительных искусствах	1	3
116	при этом	8	3
117	на все	2	3
118	с другими	1	3
119	было бы	6	3
120	на первый	1	3
121	и их	5	3
122	к этим	1	3
123	когда они	1	3
124	также что	1	3
125	в изобразительных	1	3
126	в огромном	1	3
127	потому что	7	3
128	этом отношении	3	3
129	они и	3	3
130	котором мы	1	3
131	те же	3	3
132	никак не	3	3
133	до сих	1	3
134	разобранной нами	1	3
135	существенную роль	1	3
136	романа в	3	3
137	в него	3	3
138	тело и	1	3
139	того что	3	3
140	одной из	2	3
141	мы увидим	2	3
142	только в	8	3
143	поэтому и	2	3
144	конечно не	4	3
145	в начале	1	3
146	есть в	1	3
147	это тело	1	3
148	характер носит	1	3
149	в целях	2	3
150	выходит за	1	3
151	связано с	2	3
152	и самый	2	3
153	рассказы о	1	3
154	но оно	2	3
155	в данном	6	3
156	с миром	1	3
157	и не	30	3
158	с этой	1	3
159	сих пор	1	3
160	но это	2	3
161	и для	6	3
162	между ними	15	3
163	жизни и	4	3
164	в искусстве	7	3
165	они не	4	3
166	как известно	1	2
167	и то	1	2
168	тех же	1	2
169	это и	2	2
170	с точки	14	2
171	ведь и	1	2
172	должна быть	3	2
173	мы не	4	2
174	с более	1	2
175	говорить о	2	2
176	а для	1	2
177	но уже	2	2
178	из того	1	2
179	разобранных нами	1	2
180	но конечно	1	2
181	но не	5	2
182	то он	3	2
183	дело обстоит	1	2
184	за пределы	2	2
