N	3gram	Vygotskiy__7	VeschiIm
1	не может быть	4	18
2	это значит что	1	17
3	что иное как	1	8
4	не что иное	1	8
5	с другими вещами	1	6
6	в том что	13	6
7	на то что	4	6
8	одно и то	3	5
9	содержит в себе	3	5
10	и то же	3	5
11	есть не что	1	5
12	в свою очередь	2	5
13	тем не менее	3	5
14	то что является	1	4
15	с точки зрения	21	4
16	и то что	3	4
17	не только в	1	4
18	в то же	1	4
19	в самом деле	4	3
20	подобно тому как	1	3
21	что она есть	1	3
22	сам по себе	1	3
23	из того что	2	3
24	в собственном смысле	3	3
25	можно было бы	1	3
26	но если это	1	3
27	то и другое	3	3
28	вместе с тем	4	3
29	само по себе	1	3
30	сама по себе	1	3
31	можно сказать что	3	2
32	этой точки зрения	4	2
33	но то что	2	2
34	мы находим в	2	2
35	в уме в	1	2
36	с этой точки	4	2
37	в данном случае	5	2
38	в первом случае	3	2
39	того что она	1	2
40	не только к	1	2
41	и таким образом	1	2
42	нужно было бы	2	2
43	заключается в том	4	2
44	если это так	1	2
45	к тому что	6	2
46	так что в	1	2
47	она не может	1	2
48	оба эти момента	2	1
49	представим себе что	1	1
50	что несмотря на	1	1
51	качестве одного из	1	1
52	что она не	1	1
53	ничего иного кроме	1	1
54	только потому что	3	1
55	имеет дело с	1	1
56	только и может	1	1
57	прежде всего на	1	1
58	что то же	1	1
59	и значения эти	1	1
60	точка зрения приводит	1	1
61	в этом смысле	1	1
62	есть прежде всего	1	1
63	том что он	2	1
64	должно было бы	1	1
65	в этом случае	14	1
66	то что эта	1	1
67	одной стороны и	3	1
68	том что это	1	1
69	как раз и	1	1
70	них мы не	1	1
71	существует не только	1	1
72	что с точки	1	1
73	до сих пор	3	1
74	и во всех	1	1
75	и не может	1	1
76	в зависимости от	1	1
77	в той же	2	1
78	что он не	1	1
79	есть все же	1	1
80	от целого к	1	1
81	кроме того что	1	1
82	имеют в виду	1	1
83	есть то что	1	1
84	между ними существует	1	1
85	ни в какой	2	1
86	стороны и с	1	1
87	и с другой	1	1
88	вещи от ее	1	1
89	как раз в	2	1
90	потому что он	2	1
91	она не содержит	1	1
92	то время как	2	1
93	в самом начале	3	1
94	так же как	7	1
95	того что мы	1	1
96	говорить ни о	1	1
97	то что для	2	1
98	с одной стороны	5	1
99	в конце концов	1	1
100	смысле этого слова	3	1
101	в определенном направлении	1	1
102	и в этом	1	1
103	с тем же	1	1
104	во втором случае	3	1
105	и ничего не	1	1
106	той и другой	3	1
107	в качестве одного	1	1
108	внутренней и внешней	1	1
109	тем же самым	1	1
110	один из моментов	1	1
111	зрения приводит к	1	1
112	для себя и	2	1
113	она все же	1	1
114	во всех наших	1	1
115	с другой стороны	1	1
116	мы не смогли	1	1
117	только не есть	1	1
118	только о том	1	1
119	потому что они	1	1
120	на вопрос о	1	1
121	и во всяком	1	1
122	сказать что оно	1	1
123	нельзя сказать что	1	1
124	только на то	1	1
125	по тем же	1	1
126	во всяком случае	1	1
127	мы не можем	3	1
128	в таком понимании	1	1
129	но также и	1	1
130	в то время	2	1
131	и вместе с	2	1
132	это и есть	1	1
133	исходить из того	1	1
134	о том что	4	1
135	не только не	9	1
136	это есть именно	1	1
137	тем же правом	1	1
138	вместо того чтобы	1	1
139	но все же	1	1
140	для того чтобы	18	1
141	этим последним термином	1	1
142	друг с другом	2	1
143	в себе в	2	1
144	и речи она	1	1
145	было сказано что	1	1
146	прежде всего оно	1	1
147	остановиться на одной	1	1
148	что и в	1	1
149	только тогда когда	1	1
150	как она может	1	1
151	есть вещь и	1	1
