N	2gram	Tiupa_Hudo_2	Komedia
1	и в	28	22
2	т е	2	13
3	том что	19	12
4	в г	2	11
5	но и	9	11
6	в том	15	11
7	не только	11	10
8	в то	6	10
9	из них	2	10
10	и т	4	9
11	как и	11	9
12	может быть	8	9
13	о том	12	8
14	и его	5	8
15	в одном	3	8
16	и не	18	8
17	едва ли	3	7
18	в этой	5	7
19	и других	1	7
20	то же	6	6
21	тому же	2	6
22	не в	13	6
23	в конце	1	6
24	в годы	1	6
25	что он	8	6
26	такого рода	1	6
27	к тому	7	6
28	а в	6	6
29	в которой	1	6
30	что в	5	6
31	как в	5	5
32	то время	1	5
33	при этом	11	5
34	во время	1	5
35	потому что	2	5
36	со своим	3	5
37	так и	8	5
38	еще в	1	5
39	и даже	1	5
40	между тем	8	5
41	один из	2	5
42	уже в	1	5
43	в его	11	5
44	прежде всего	3	5
45	т п	2	5
46	о которых	2	5
47	с другой	3	5
48	когда же	2	5
49	все это	3	5
50	другой стороны	1	5
51	время как	1	4
52	что они	4	4
53	но в	2	4
54	в нем	3	4
55	т д	2	4
56	в другом	2	4
57	г в	1	4
58	участие в	1	4
59	несмотря на	3	4
60	точки зрения	2	4
61	в котором	6	4
62	одном из	1	4
63	так как	1	4
64	как мы	2	4
65	на него	3	4
66	можно судить	1	4
67	же время	4	4
68	ли не	1	4
69	а также	2	4
70	что и	4	4
71	действующих лиц	1	4
72	в качестве	4	4
73	тем что	6	4
74	именно в	2	4
75	и опять	2	4
76	же в	1	4
77	по поводу	3	4
78	к этому	1	4
79	же как	2	3
80	перед лицом	1	3
81	мы не	1	3
82	и о	4	3
83	и на	3	3
84	с одной	3	3
85	в этом	13	3
86	все же	2	3
87	хотя и	1	3
88	по имени	1	3
89	да и	5	3
90	он не	4	3
91	и еще	1	3
92	здесь мы	1	3
93	и с	6	3
94	его в	2	3
95	в них	3	3
96	и ее	3	3
97	место в	2	3
98	не менее	5	3
99	что после	1	3
100	однако в	2	3
101	даже в	1	3
102	по отношению	7	3
103	того как	2	3
104	казалось бы	6	3
105	ничего не	5	3
106	этом отношении	1	3
107	и сам	5	3
108	во второй	2	3
109	после того	1	3
110	судить по	1	3
111	в частности	7	3
112	и одновременно	1	3
113	одной из	3	3
114	только в	4	3
115	и у	2	3
116	в виде	2	3
117	в начале	1	3
118	отношение к	2	3
119	у него	5	3
120	как раз	4	3
121	песни в	1	3
122	в свои	1	3
123	к которому	1	3
124	все более	1	3
125	так же	3	3
126	как это	7	3
127	одной стороны	3	3
128	в течение	1	3
129	не мог	1	3
130	всего в	1	3
131	и все	7	3
132	отношению к	7	3
133	к людям	2	2
134	противоречия между	1	2
135	тех же	1	2
136	здесь и	1	2
137	на две	1	2
138	и людей	1	2
139	иначе в	1	2
140	в сущности	1	2
141	принадлежит к	1	2
142	на себя	3	2
143	это время	1	2
144	он был	1	2
145	на кого	2	2
146	столь же	3	2
147	бы то	1	2
148	тем как	2	2
149	за пределы	1	2
150	в настоящем	1	2
151	чем же	1	2
152	наряду с	5	2
153	независимо от	1	2
154	к числу	2	2
155	для ее	1	2
156	со своей	2	2
157	в самом	5	2
158	художественного мышления	2	2
159	раз в	3	2
160	в себе	9	2
161	не следует	1	2
162	в принципе	2	2
163	в силу	1	2
164	на этом	2	2
165	то ни	1	2
166	было бы	3	2
167	и тем	1	2
168	была поставлена	1	2
169	в следующем	1	2
170	и самого	1	2
171	но он	1	2
172	с негодованием	1	2
173	тем не	4	2
174	одна из	2	2
175	предстает в	1	2
176	и внутренней	3	2
177	к ней	2	2
178	по своей	1	2
179	и теперь	1	2
180	внешней и	1	2
181	как будто	4	2
182	в области	1	2
183	в городе	4	2
184	же самое	3	2
185	для себя	6	2
186	с ее	5	2
187	в себя	1	2
188	что у	3	2
189	времени и	1	2
190	собой и	1	2
191	образом в	1	2
192	именно потому	1	2
193	и здесь	1	2
194	нас в	1	2
195	путь к	1	2
196	еще не	3	2
197	время когда	1	2
198	который в	2	2
199	именно на	2	2
200	для всех	1	2
201	этом что	1	2
202	вернуться к	1	2
203	мы знаем	2	2
204	вовсе не	2	2
205	в других	4	2
206	когда бы	1	2
207	в финале	2	2
208	со стороны	3	2
209	до сих	2	2
210	вслед за	4	2
211	еще и	2	2
212	и притом	1	2
213	то и	4	2
214	которых мы	1	2
215	до конца	1	2
216	не может	4	2
217	вместе с	2	2
218	но не	4	2
219	это были	1	2
220	в состоянии	3	2
221	к нему	3	2
222	сих пор	2	2
223	но это	1	2
224	и таким	1	2
225	об отношении	1	2
226	или в	3	2
227	как теперь	1	2
228	будто бы	3	2
229	то что	6	2
230	в действительности	1	2
231	в своих	1	2
232	все что	3	2
233	а между	4	1
234	также и	1	1
235	чтобы не	3	1
236	не остается	1	1
237	такое же	1	1
238	его же	1	1
239	высшей степени	1	1
240	по его	3	1
241	одним из	1	1
242	мы уже	3	1
243	той же	2	1
244	мужьям в	1	1
245	по мнению	1	1
246	каким был	1	1
247	на душе	2	1
248	ответить на	1	1
249	же ты	1	1
250	который был	2	1
251	чисто внешней	1	1
252	хотел сказать	1	1
253	ему в	2	1
254	в мире	7	1
255	и он	3	1
256	в ней	3	1
257	на базаре	1	1
258	прячется в	1	1
259	во всех	1	1
260	как у	2	1
261	к которой	1	1
262	не все	3	1
263	ответ на	2	1
264	поскольку в	1	1
265	в наиболее	1	1
266	а всего	2	1
267	сюда и	1	1
268	была большая	1	1
