N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	14	45
2	и т.п	1	16
3	и не	2	15
4	в этом	11	14
5	но в	5	14
6	не только	12	14
7	во всех	1	13
8	и его	5	13
9	в его	8	13
10	как бы	7	12
11	что в	6	12
12	то же	9	11
13	в своем	4	11
14	в то	8	11
15	в романе	1	11
16	в нем	3	10
17	и с	4	10
18	как и	9	10
19	в том	12	10
20	но и	5	10
21	прежде всего	11	10
22	же время	8	9
23	в ней	4	8
24	в самой	1	8
25	как мы	3	8
26	жизни и	5	8
27	вовсе не	1	8
28	и др	1	8
29	также и	1	7
30	с его	5	7
31	том что	16	7
32	не в	7	7
33	потому что	5	7
34	в конце	4	7
35	и все	4	7
36	все это	2	7
37	здесь не	2	6
38	в этой	8	6
39	он не	4	6
40	всех этих	1	6
41	весь мир	1	6
42	мысли и	1	6
43	того чтобы	3	6
44	связи с	4	6
45	так и	13	6
46	что он	9	6
47	так как	1	6
48	например в	2	5
49	самом деле	5	5
50	на самом	2	5
51	это и	1	5
52	с ее	2	5
53	и на	3	5
54	в акте	1	5
55	хотя и	2	5
56	и как	1	5
57	и к	4	5
58	в себя	2	5
59	и у	1	5
60	все эти	3	5
61	на этом	3	5
62	его в	3	5
63	с ним	4	5
64	этом отношении	3	5
65	одной из	2	5
66	и обновления	1	5
67	человека с	1	5
68	как раз	4	5
69	в связи	3	5
70	не может	7	5
71	но это	1	5
72	же как	2	4
73	мы уже	4	4
74	той же	2	4
75	его не	1	4
76	мы не	2	4
77	и о	4	4
78	в сущности	1	4
79	но не	3	4
80	в общем	1	4
81	перед нами	5	4
82	в самом	4	4
83	по своему	3	4
84	об этом	5	4
85	тенденция к	1	4
86	между собою	1	4
87	не мог	1	4
88	точки зрения	5	4
89	известной степени	1	4
90	в их	2	4
91	своего рода	7	4
92	до известной	1	4
93	в основе	1	4
94	у него	9	4
95	и это	4	4
96	можно было	5	4
97	ничего не	8	4
98	о том	12	4
99	только в	5	4
100	в первой	6	4
101	с этим	3	4
102	характерно что	1	4
103	и даже	3	4
104	сказать что	1	4
105	а не	12	4
106	чем же	1	4
107	как это	1	4
108	и от	4	4
109	бы в	1	4
110	а также	3	4
111	а в	7	4
112	такой же	3	4
113	ведь и	1	3
114	века в	1	3
115	но она	1	3
116	и он	5	3
117	из этих	1	3
118	в четвертой	1	3
119	как в	8	3
120	в одной	2	3
121	как он	2	3
122	но на	1	3
123	вообще не	1	3
124	что она	4	3
125	и вот	1	3
126	здесь нет	1	3
127	ни в	5	3
128	он и	1	3
129	до сих	2	3
130	нисколько не	1	3
131	в своей	10	3
132	этой связи	4	3
133	в которых	1	3
134	не менее	5	3
135	но они	1	3
136	дело в	1	3
137	не имеет	2	3
138	что на	2	3
139	не могло	1	3
140	в другом	2	3
141	этой жизни	1	3
142	он его	1	3
143	нем не	1	3
144	этот момент	2	3
145	это не	7	3
146	именно в	7	3
147	того что	4	3
148	поэтому и	2	3
149	есть в	1	3
150	для него	10	3
151	в одном	1	3
152	но он	3	3
153	не было	4	3
154	еще и	1	3
155	о чем	1	3
156	там где	1	3
157	дело здесь	2	3
158	сих пор	2	3
159	и для	3	3
160	в пределе	1	3
161	и другие	1	3
162	можно говорить	1	2
163	в этот	1	2
164	с точки	3	2
165	и до	1	2
166	из его	1	2
167	и за	1	2
168	говорить о	3	2
169	в целом	2	2
170	это время	1	2
171	в чем	1	2
172	в данном	1	2
173	в сторону	1	2
174	отличие от	1	2
175	нет и	1	2
176	относится к	1	2
177	все же	3	2
178	когда он	1	2
179	напомним что	2	2
180	от этого	1	2
181	не будем	1	2
182	он в	1	2
183	раз в	2	2
184	роль в	1	2
185	при этом	12	2
186	оно было	2	2
187	но именно	1	2
188	он должен	1	2
189	в начале	2	2
190	серьезность и	1	2
191	лишь в	3	2
192	смеха и	1	2
193	было бы	6	2
194	и смерти	3	2
195	для них	1	2
196	рядом с	1	2
197	с тем	1	2
198	несмотря на	4	2
199	когда в	1	2
200	одно из	1	2
201	в г	1	2
202	во второй	5	2
203	и без	1	2
204	человеком и	1	2
205	не столько	2	2
206	из области	1	2
207	нельзя было	1	2
208	точку зрения	1	2
209	с праздником	1	2
210	во времени	1	2
211	даже в	3	2
212	в отношении	1	2
213	вплоть до	1	2
214	что эта	1	2
215	если в	2	2
216	на него	2	2
217	взглянуть на	1	2
218	реалистической символики	1	2
219	которая не	2	2
220	с другом	1	2
221	в духе	4	2
222	не могут	1	2
223	что все	1	2
224	к тому	7	2
225	чем не	1	2
226	нам о	1	2
227	данном случае	1	2
228	в средневековой	1	2
229	говорили что	1	2
230	так в	2	2
231	встреча с	1	2
232	и что	2	2
233	на том	2	2
234	еще в	3	2
235	том как	3	2
236	жизнь и	1	2
237	же самое	1	2
238	и т.д	1	2
239	и та	1	2
240	но мы	1	2
241	можно сказать	4	2
242	в значительной	2	2
243	нас в	1	2
244	в отрыве	1	2
245	между тем	8	2
246	переходит в	1	2
247	и она	1	2
248	происходит в	1	2
249	уже говорили	1	2
250	это очень	1	2
251	напоминает нам	1	2
252	в качестве	9	2
253	на столе	2	2
254	у нее	2	2
255	может быть	5	2
256	заметить что	2	2
257	тут же	1	2
258	церкви и	1	2
259	и только	1	2
260	в особенности	1	2
261	в отличие	1	2
262	мы еще	1	2
263	себя и	2	2
264	превращается в	3	2
265	в третьей	2	2
266	один из	4	2
267	и слово	1	2
268	в городе	5	2
269	со словом	1	2
270	в пределах	3	2
271	и там	1	2
272	друг с	1	2
273	своей жизни	2	2
274	только для	2	2
275	становится возможным	1	2
276	под названием	1	2
277	пор еще	1	2
278	хотя бы	1	2
279	в системе	2	2
280	на фоне	2	2
281	то что	8	2
282	жизни в	6	2
283	их с	1	2
284	одновременно и	5	2
285	и солнце	1	2
286	это в	3	2
287	частности к	1	1
288	неотделима от	1	1
289	связана с	1	1
290	то в	4	1
291	не имеют	3	1
292	другой жизни	2	1
293	и этот	1	1
294	по его	1	1
295	а как	1	1
296	ней есть	1	1
297	та же	4	1
298	что уже	1	1
299	не была	2	1
300	похожи на	1	1
301	целого в	1	1
302	это действительно	1	1
303	столь же	4	1
304	время в	1	1
305	различия между	1	1
306	но как	2	1
307	для других	2	1
308	главы о	1	1
309	свою жизнь	1	1
310	не все	1	1
311	конечном счете	2	1
312	по отношению	8	1
313	рассказывает как	1	1
314	друг от	1	1
315	эта роль	1	1
316	человеку и	1	1
317	что они	1	1
318	значении этих	1	1
319	характер и	2	1
320	его на	1	1
321	общего с	1	1
322	века и	1	1
323	о жизни	1	1
324	противоречие в	1	1
325	это был	1	1
326	понять и	1	1
327	сознания в	1	1
328	это тоже	1	1
329	на улицах	1	1
330	жизни нет	1	1
331	что произведение	1	1
332	где все	1	1
333	за свои	1	1
334	время это	1	1
335	бы не	1	1
336	всей своей	1	1
337	следующей главе	3	1
338	в себе	11	1
339	любит а	1	1
340	на то	4	1
341	так сказать	2	1
342	при всякой	1	1
343	и таких	1	1
344	он все	1	1
345	о которой	1	1
346	xix века	1	1
347	же это	1	1
348	чем у	1	1
349	не как	1	1
350	характер в	2	1
351	на земле	1	1
352	чтобы в	1	1
353	никому не	1	1
354	смысле как	1	1
355	и по	3	1
356	всякий может	1	1
357	все с	1	1
358	серьезности в	1	1
359	в нее	1	1
360	но все	1	1
361	человека в	6	1
362	значительной степени	2	1
363	жить в	1	1
364	и пьет	1	1
365	на всю	1	1
366	в мире	3	1
367	на этой	1	1
368	этой женщины	1	1
369	в жизни	1	1
370	на свои	1	1
371	этом мы	1	1
372	но уже	1	1
373	глядит в	1	1
374	далеко не	1	1
375	все было	1	1
376	его было	1	1
377	что не	2	1
378	а за	1	1
379	и вопреки	1	1
380	одна и	1	1
381	говорится о	2	1
382	они в	2	1
383	как таковой	1	1
384	и того	1	1
385	смысл и	1	1
386	в ходе	3	1
387	она сама	1	1
388	индивидуальной жизни	2	1
389	не представляется	2	1
390	жизни с	1	1
391	из земли	1	1
392	что я	2	1
393	признать что	1	1
394	этих моментов	1	1
395	обращение к	1	1
396	не его	1	1
397	тем не	4	1
398	совершенно иной	2	1
399	и более	1	1
400	их в	1	1
401	на его	2	1
402	не должно	1	1
403	что этот	1	1
404	мере и	1	1
405	для нее	2	1
406	сам он	1	1
407	всего его	1	1
408	нас к	1	1
409	тому что	4	1
410	раз и	1	1
411	между людьми	1	1
412	извлекать из	1	1
413	на три	1	1
414	возможным и	1	1
415	человечества и	1	1
416	мышления и	2	1
417	одна из	2	1
418	глубина и	1	1
419	не вызывает	1	1
420	но здесь	1	1
421	простоте и	1	1
422	притча о	3	1
423	действующие лица	2	1
424	принадлежит к	1	1
425	для всего	2	1
426	никогда не	6	1
427	и всегда	1	1
428	казалось бы	7	1
