N	2gram	Bakhtin_Fr_2	KFilosof
1	может быть	5	43
2	в его	18	39
3	в нем	9	31
4	не может	7	27
5	и не	15	26
6	по отношению	1	25
7	и в	49	22
8	в себе	4	21
9	в котором	1	21
10	отношению к	1	21
11	не есть	1	19
12	и его	17	17
13	в ее	3	17
14	а не	1	17
15	только в	13	16
16	в этом	15	13
17	точки зрения	6	13
18	и это	3	12
19	но не	5	12
20	ни в	3	12
21	для него	9	12
22	все эти	7	11
23	в своей	5	11
24	не в	1	11
25	к нему	3	11
26	и единственного	1	11
27	во всех	6	10
28	в своем	5	10
29	это не	1	10
30	с точки	5	10
31	все это	9	10
32	и есть	1	9
33	в их	2	9
34	в целом	1	9
35	его целом	3	9
36	бытия и	1	9
37	но и	13	9
38	как бы	11	9
39	и для	1	9
40	и все	3	9
41	лишь в	4	8
42	было бы	3	8
43	если бы	1	8
44	не было	4	8
45	жизни и	7	8
46	то что	6	7
47	во всем	3	7
48	должен быть	1	7
49	на основе	2	7
50	в себя	6	7
51	и здесь	1	7
52	что и	1	7
53	конечно не	1	7
54	в единстве	1	7
55	вовсе не	10	7
56	быть только	1	7
57	я не	1	6
58	менее всего	3	6
59	отношение к	8	6
60	он не	1	6
61	но лишь	1	6
62	смысл и	2	6
63	в мире	2	6
64	этот момент	4	6
65	и действительно	1	6
66	совершенно не	2	6
67	и их	1	6
68	но это	2	6
69	в смысле	2	6
70	в том	3	6
71	мы имеем	1	5
72	все же	7	5
73	но в	4	5
74	не только	17	5
75	то же	7	5
76	но все	4	5
77	его в	1	5
78	как и	11	5
79	никогда не	5	5
80	единое и	1	5
81	для себя	1	5
82	с ним	4	5
83	в теоретических	1	5
84	со всем	1	5
85	именно в	6	5
86	есть лишь	1	5
87	там где	4	5
88	событие в	1	5
89	хотя бы	1	5
90	жизни в	3	5
91	ко всему	2	5
92	проникает в	1	4
93	и момент	1	4
94	в чем	1	4
95	мира но	1	4
96	при этом	5	4
97	теоретического сознания	1	4
98	здесь мы	1	4
99	входит в	1	4
100	не проникает	1	4
101	места в	1	4
102	место в	3	4
103	к ним	1	4
104	о нем	1	4
105	с ними	1	4
106	и т.д	2	4
107	времени и	6	4
108	во всей	1	4
109	в одном	3	4
110	вне ее	1	4
111	том что	4	4
112	для нас	1	4
113	а в	4	4
114	только как	1	4
115	что в	2	4
116	в своих	4	4
117	самом деле	1	3
118	на самом	2	3
119	этого мира	1	3
120	должна быть	1	3
121	для которого	3	3
122	и этот	1	3
123	в ней	2	3
124	может дать	1	3
125	еще не	2	3
126	и на	17	3
127	себе и	2	3
128	независимо от	1	3
129	к чему	1	3
130	бы не	1	3
131	прошлое и	1	3
132	всех этих	3	3
133	для того	1	3
134	и совершенно	1	3
135	в корне	1	3
136	из него	1	3
137	всех своих	1	3
138	людей и	1	3
139	могла бы	1	3
140	если ты	1	3
141	в другом	2	3
142	эти моменты	1	3
143	рядом с	6	3
144	что этот	1	3
145	не менее	1	3
146	тогда когда	1	3
147	на язык	1	3
148	ничего не	2	3
149	могут быть	2	3
150	здесь не	2	3
151	культуры и	3	3
152	ясно что	1	3
153	но здесь	3	3
154	в виду	3	3
155	о том	3	3
156	того или	1	3
157	положения и	1	3
158	того что	1	3
159	я имею	1	3
160	всем его	1	3
161	не дает	3	3
162	тем что	4	3
163	что не	1	3
164	до конца	2	3
165	ближе к	1	3
166	вступает в	1	3
167	по своему	1	3
168	сознания и	2	3
169	а все	1	3
170	ценности все	1	3
171	лишь как	2	3
172	и ни	1	3
173	только с	3	3
174	в свою	1	3
175	или иного	1	3
176	в то	6	3
177	на своем	1	3
178	мы здесь	2	2
179	и то	1	2
180	он может	1	2
181	это и	2	2
182	есть на	1	2
183	на первом	3	2
184	за свое	1	2
185	с его	5	2
186	жить и	4	2
187	один и	1	2
188	готовое и	1	2
189	же с	2	2
190	как в	1	2
191	как к	2	2
192	и как	1	2
193	это область	1	2
194	от этого	1	2
195	та же	2	2
196	думать что	2	2
197	в этой	10	2
198	нами в	1	2
199	и тот	1	2
200	и будущее	1	2
201	имеем в	2	2
202	т.е не	1	2
203	вследствие этого	2	2
204	есть именно	1	2
205	в виде	1	2
206	так и	6	2
207	смысле в	1	2
208	а по	1	2
209	в жизни	4	2
210	кажется что	1	2
211	с тем	1	2
212	место и	1	2
213	есть его	1	2
214	и эти	2	2
215	и под	3	2
216	что эта	1	2
217	дело в	1	2
218	того чтобы	2	2
219	же время	6	2
220	и ценности	1	2
221	в области	4	2
222	существенную связь	1	2
223	к себе	1	2
224	и именно	1	2
225	вокруг него	1	2
226	оно не	1	2
227	чтобы стать	1	2
228	место не	1	2
229	и когда	1	2
230	жизнь и	2	2
231	с этого	1	2
232	и та	1	2
233	или как	1	2
234	ее от	1	2
235	вся эта	1	2
236	в ту	2	2
237	и она	1	2
238	в него	2	2
239	что только	2	2
240	тот же	5	2
241	что он	3	2
242	всех его	1	2
243	именно на	2	2
244	со всеми	2	2
245	в качестве	2	2
246	события и	2	2
247	акт и	1	2
248	к историческому	1	2
249	а это	1	2
250	и других	3	2
251	культура в	2	2
252	слова в	1	2
253	не о	1	2
254	для этого	1	2
255	себя и	1	2
256	прежде всего	19	2
257	смысла и	2	2
258	он и	1	2
259	если не	1	2
260	и потому	5	2
261	что за	1	2
262	это есть	1	2
263	и смерти	5	2
264	первом плане	3	2
265	все остальные	1	2
266	это уже	1	2
267	правду и	1	2
268	еще более	1	2
269	и смысл	2	2
270	потому что	1	2
271	но ни	1	2
272	и эта	2	2
