N	3gram	Losev_Vlad_2	Problemy
1	то же время	3	10
2	в то же	3	10
3	с самого начала	1	8
4	но в то	1	4
5	во всяком случае	6	4
6	его отношение к	1	4
7	и прежде всего	1	4
8	в этом смысле	1	3
9	он не может	1	3
10	бы то ни	1	3
11	в высшей степени	1	3
12	в конце концов	3	3
13	и в нем	1	3
14	не может быть	1	3
15	к тому же	1	3
16	то что я	1	2
17	и наконец в	1	2
18	как раз и	1	2
19	с точки зрения	3	2
20	и в то	1	2
21	сам по себе	2	2
22	в отличие от	3	2
23	можно было бы	2	2
24	что все это	1	2
25	и не в	1	2
26	я этого не	1	2
27	того что он	1	2
28	на этот раз	3	2
29	но в общем	1	2
30	но все же	1	2
31	как мы уже	1	2
32	в том что	9	2
33	как мы знаем	4	2
34	но кроме того	1	1
35	тот же самый	1	1
36	почти никогда не	1	1
37	так сказать с	1	1
38	в которой он	1	1
39	потому что в	1	1
40	дело в том	3	1
41	к нему с	1	1
42	так же и	1	1
43	в самом деле	1	1
44	но и по	1	1
45	но даже и	1	1
46	никак не может	1	1
47	том что он	2	1
48	самого начала в	1	1
49	в том же	2	1
50	так и не	2	1
51	в этом случае	1	1
52	что же касается	5	1
53	до сих пор	1	1
54	как мы сказали	2	1
55	вместе с тем	1	1
56	к ней с	1	1
57	то что в	1	1
58	что в нем	1	1
59	за то что	1	1
60	в нем он	1	1
61	общего дела в	1	1
62	по крайней мере	4	1
63	что даже и	1	1
64	и то что	5	1
65	в котором все	2	1
66	и не принимает	1	1
67	может быть и	1	1
68	и стремится к	1	1
69	потому что тогда	1	1
70	то время как	1	1
71	для него самого	1	1
72	то есть второй	1	1
73	о чем он	1	1
74	в данном случае	2	1
75	до конца и	1	1
76	с которыми мы	1	1
77	я вовсе не	1	1
78	и все его	1	1
79	очень рад что	1	1
80	он говорил это	1	1
81	и если б	1	1
82	душевных и духовных	1	1
83	рад что вы	1	1
84	и как бы	1	1
85	все больше и	1	1
86	к одному из	1	1
87	с ним и	1	1
88	которых он не	1	1
89	но как бы	1	1
90	что я не	1	1
91	это конечно не	1	1
92	к той же	1	1
93	в тот же	1	1
94	то что он	3	1
95	уже с самого	1	1
96	и в том	1	1
97	в свое время	1	1
98	что же это	1	1
99	и во всяком	1	1
100	в то время	6	1
101	и ни в	1	1
102	и с этой	1	1
103	раз и навсегда	1	1
104	но тем не	1	1
105	имел в виду	1	1
106	но только в	1	1
107	в свою очередь	2	1
108	каков он есть	1	1
109	о том что	3	1
110	у него с	1	1
111	приведем еще один	1	1
112	можно сказать что	1	1
113	таким каков он	1	1
114	и его отношение	1	1
115	тем не менее	6	1
116	больше и больше	1	1
117	нас в дальнейшем	1	1
118	вы может быть	1	1
119	как мы видели	2	1
120	для того чтобы	1	1
121	все же из	1	1
122	сказать что это	1	1
123	в этом отношении	1	1
