N	2gram	Tiupa_Anal_2	Literetu
1	уединенного сознания	8	50
2	не только	16	24
3	при этом	10	19
4	в качестве	11	17
5	но и	12	17
6	в том	12	16
7	а не	10	16
8	в частности	16	15
9	том что	12	14
10	тогда как	19	13
11	может быть	6	13
12	и не	12	12
13	в этом	18	12
14	в своем	4	11
15	состоит в	8	11
16	своего рода	12	11
17	прежде всего	3	11
18	такого рода	2	10
19	то что	7	10
20	или иначе	1	9
21	эстетического субъекта	1	9
22	в целом	8	8
23	так или	1	8
24	не в	4	8
25	в тексте	24	8
26	и в	16	8
27	только в	4	8
28	как это	6	8
29	я и	3	7
30	я не	1	7
31	как бы	10	7
32	в себе	7	7
33	не менее	4	7
34	коммуникативного события	4	7
35	парадигмы художественности	1	7
36	в его	2	7
37	уже не	4	7
38	и я	2	6
39	в рамках	3	6
40	то есть	9	6
41	как и	14	6
42	точки зрения	4	6
43	эстетического объекта	3	6
44	и сам	3	6
45	того что	2	6
46	связи с	1	6
47	в жизни	1	6
48	себя в	2	6
49	на смену	3	6
50	то же	4	5
51	отличие от	2	5
52	как в	4	5
53	наш взгляд	1	5
54	на наш	1	5
55	не столько	3	5
56	в отличие	2	5
57	в то	2	5
58	для себя	1	5
59	казалось бы	3	5
60	а также	7	5
61	же время	2	5
62	в конечном	3	5
63	же в	1	5
64	уже в	1	5
65	не может	4	5
66	в данном	8	5
67	с этой	1	5
68	я в	3	5
69	с его	1	5
70	тем самым	4	5
71	в своей	2	4
72	еще не	2	4
73	столь же	4	4
74	но не	4	4
75	конечном счете	2	4
76	в этой	9	4
77	в художественном	1	4
78	всего лишь	8	4
79	представляет собой	8	4
80	по преимуществу	4	4
81	в случае	2	4
82	не как	1	4
83	в силу	1	4
84	с собой	1	4
85	лишь в	9	4
86	литературного произведения	16	4
87	авторитарного сознания	3	4
88	и его	4	4
89	ведет к	1	4
90	данном случае	5	4
91	никогда не	3	4
92	так и	15	4
93	еще в	2	4
94	и адресата	2	4
95	другого сознания	1	4
96	коммуникативное событие	1	4
97	и тем	4	4
98	из них	3	4
99	в конце	4	4
100	как раз	4	4
101	отталкиваясь от	1	4
102	и т.п	8	4
103	о себе	2	4
104	в связи	1	4
105	со стороны	3	4
106	эстетической деятельности	1	4
107	это не	1	4
108	тех же	1	3
109	тем же	1	3
110	исходит из	1	3
111	также и	1	3
112	самого себя	1	3
113	что его	1	3
114	эстетический субъект	1	3
115	по отношению	4	3
116	субъекта и	1	3
117	в самом	6	3
118	бы не	1	3
119	с их	2	3
120	в лирике	1	3
121	в принципе	1	3
122	силу своей	1	3
123	таким образом	2	3
124	исходя из	1	3
125	той же	2	3
126	его в	2	3
127	между я	1	3
128	далеко не	1	3
129	он и	2	3
130	несмотря на	3	3
131	не мог	3	3
132	в их	3	3
133	но в	6	3
134	том же	1	3
135	одна из	1	3
136	художественную реальность	2	3
137	сознания тогда	1	3
138	ли не	2	3
139	всего в	2	3
140	говоря словами	1	3
141	в виду	1	3
142	в пределах	9	3
143	приводит к	3	3
144	одного из	3	3
145	сводится к	3	3
146	нуждается в	1	3
147	по своей	1	3
148	один из	2	3
149	своего другого	2	3
150	потому что	1	3
151	одно из	2	3
152	при всей	3	3
153	человеческого я	1	3
154	у него	4	3
155	и даже	9	3
156	с другой	6	3
157	еще и	1	3
158	произведения искусства	1	3
159	мира в	1	3
160	да и	1	3
161	этой точки	1	3
162	что в	2	3
163	а в	3	3
164	же и	1	3
165	того же	4	2
166	и то	3	2
167	самом деле	1	2
168	отношения между	1	2
169	из его	2	2
170	факторов художественного	6	2
171	в сущности	4	2
172	на себя	5	2
173	из того	1	2
174	и самого	1	2
175	как правило	4	2
176	то он	1	2
177	не байрон	1	2
178	отнюдь не	8	2
179	его я	1	2
180	адресата в	1	2
181	следующим образом	1	2
182	только то	1	2
183	личностного я	1	2
184	все эти	1	2
185	не оставляет	1	2
186	из этих	1	2
187	но без	1	2
188	тому же	4	2
189	как он	1	2
190	с чем	1	2
191	в нем	1	2
192	героя с	1	2
193	не к	1	2
194	евгения онегина	1	2
195	нашего времени	4	2
196	подобно тому	3	2
197	на этом	4	2
198	художественного впечатления	17	2
199	самим собой	1	2
200	для нее	2	2
201	было бы	3	2
202	я другой	1	2
203	к сотворчеству	1	2
204	и читателем	1	2
205	от своего	2	2
206	в любом	1	2
207	а как	2	2
208	с точки	2	2
209	с позиции	2	2
210	от себя	1	2
211	что я	1	2
212	тем не	3	2
213	однако в	1	2
214	даже в	2	2
215	раз и	1	2
216	нас самих	1	2
