N	2gram	Potebnia_M_3	StatiiOP
1	и в	30	29
2	том что	18	27
3	в том	32	27
4	в этом	10	21
5	не только	21	19
6	но и	19	19
7	что в	17	19
8	о том	2	17
9	в его	4	13
10	что он	6	13
11	между прочим	1	12
12	в которой	3	11
13	то что	18	11
14	все это	4	11
15	таким образом	14	10
16	к тому	7	10
17	и т	5	9
18	в своем	5	9
19	он не	4	9
20	потому что	46	9
21	так и	11	9
22	этом отношении	2	9
23	и не	15	9
24	как на	5	9
25	но в	1	8
26	по поводу	4	8
27	в ней	8	7
28	в самом	8	7
29	так например	2	7
30	но все	2	7
31	в своей	2	7
32	в котором	4	7
33	не столько	2	7
34	тому что	3	7
35	того как	4	7
36	для того	4	7
37	в виду	1	7
38	с тем	7	7
39	вместе с	12	7
40	одним из	1	6
41	вопрос о	1	6
42	и на	3	6
43	все же	2	6
44	т д	3	6
45	вовсе не	7	6
46	того чтобы	3	6
47	и его	4	6
48	об этом	2	6
49	и что	10	6
50	в одном	2	6
51	до сих	3	6
52	г в	1	5
53	было бы	9	5
54	точки зрения	2	5
55	была бы	4	5
56	в языке	7	5
57	того что	18	5
58	между тем	9	5
59	прежде всего	3	5
60	а не	15	5
61	как бы	3	5
62	сих пор	3	5
63	если б	5	4
64	хотя и	1	4
65	в нем	9	4
66	что у	1	4
67	и с	2	4
68	должен был	1	4
69	не в	15	4
70	ничего не	1	4
71	и о	2	4
72	времени и	1	4
73	после того	1	4
74	связи с	2	4
75	при помощи	1	4
76	для него	9	4
77	до того	4	4
78	с другой	7	4
79	именно в	3	4
80	в речи	2	4
81	а как	2	4
82	к этому	3	4
83	вряд ли	1	3
84	например в	6	3
85	сомнения что	1	3
86	самом деле	2	3
87	на самом	1	3
88	в их	2	3
89	по его	1	3
90	его не	1	3
91	и он	1	3
92	но не	7	3
93	не то	3	3
94	которые не	1	3
95	как в	10	3
96	с этим	6	3
97	не было	4	3
98	что это	4	3
99	тому же	1	3
100	в начале	3	3
101	из них	6	3
102	ни в	2	3
103	в эту	1	3
104	в этих	1	3
105	но он	1	3
106	по себе	16	3
107	не менее	5	3
108	что эта	2	3
109	одной из	2	3
110	иметь в	2	3
111	не могло	1	3
112	и по	4	3
113	это слово	4	3
114	тем что	7	3
115	у меня	2	3
116	и именно	1	3
117	оно не	4	3
118	с самого	1	3
119	в образе	3	3
120	на нее	1	3
121	за то	1	3
122	столько же	1	3
123	и здесь	1	3
124	как у	1	3
125	должно было	2	3
126	но это	6	3
127	так что	7	3
128	с нею	2	3
129	кажется что	1	3
130	т п	2	3
131	что на	1	3
132	и даже	2	3
133	смотрел на	1	3
134	еще и	1	3
135	а с	2	3
136	появления в	2	3
137	так же	3	3
138	другой стороны	4	3
139	не является	1	3
140	давно уже	1	3
141	отношении к	2	3
142	во всяком	1	3
143	в силе	1	2
144	до него	1	2
145	того же	1	2
146	только потому	3	2
147	такое же	3	2
148	тем же	4	2
149	из его	1	2
150	то же	23	2
151	поэзии и	1	2
152	на первом	1	2
153	в числе	1	2
154	в сочетании	1	2
155	при сравнении	1	2
156	виде не	1	2
157	бы то	1	2
158	с его	1	2
159	и который	1	2
160	тогда как	2	2
161	отличие от	1	2
162	нет и	1	2
163	что они	2	2
164	на то	2	2
165	и я	1	2
166	там где	3	2
167	в истории	1	2
168	в одной	1	2
169	и как	5	2
170	более или	3	2
171	все эти	1	2
172	в этой	2	2
173	в себе	16	2
174	в словаре	1	2
175	как он	1	2
176	на его	2	2
177	при этом	3	2
178	если бы	12	2
179	тем не	3	2
180	не к	4	2
181	и более	1	2
182	том же	2	2
183	тем в	1	2
184	конечно в	1	2
185	не дает	2	2
186	не нашел	2	2
187	его в	3	2
188	это было	3	2
189	само собою	1	2
190	как и	10	2
191	несмотря на	2	2
192	нигде не	1	2
193	в один	4	2
194	что собственно	2	2
195	или менее	3	2
196	что такое	2	2
197	нас не	1	2
198	с точки	1	2
199	что я	5	2
200	от его	1	2
201	что этот	1	2
202	где нет	1	2
203	в устах	1	2
204	даже в	2	2
205	что с	2	2
206	в то	10	2
207	не имеет	6	2
208	в процессе	1	2
209	есть еще	3	2
210	из собеседников	1	2
211	только не	2	2
212	и теперь	6	2
213	не может	6	2
214	в области	2	2
215	в каком	5	2
216	или лучше	2	2
217	языка в	5	2
218	например что	1	2
219	с и	3	2
220	искусства и	3	2
221	на это	4	2
222	и это	4	2
223	в ее	2	2
224	полное право	1	2
225	него самого	3	2
226	лучше сказать	2	2
227	этому поводу	1	2
228	особенно в	1	2
229	во многом	2	2
230	он был	1	2
231	даны в	1	2
232	никак не	3	2
233	этой мысли	2	2
234	в которую	1	2
235	что и	13	2
236	как например	1	2
237	чем он	1	2
238	в какой	2	2
239	только в	21	2
240	бы ни	3	2
241	по этому	1	2
242	очевидно что	5	2
243	ни с	1	2
244	сами по	1	2
245	так как	13	2
246	на меня	1	2
247	может быть	28	2
248	в них	5	2
249	ближайшим образом	2	2
250	со стороны	3	2
251	ему не	2	2
252	из таких	1	2
253	только по	5	2
254	на этот	1	2
255	не на	1	2
256	его как	1	2
257	было для	1	2
258	или с	2	2
259	если не	4	2
260	и вообще	3	2
261	связь с	3	2
262	эти слова	2	2
263	и потому	4	2
264	что именно	4	2
265	к своему	2	2
266	по своему	2	2
267	в данном	1	2
268	этих словах	1	2
269	том смысле	3	2
270	с этой	2	2
271	ее в	1	2
272	в первые	1	2
273	это был	1	2
274	в результате	1	2
275	а к	3	2
276	только что	8	2
277	во время	2	2
278	ни было	1	2
279	очень хорошо	1	2
280	сказать что	5	2
281	нет сомнения	1	2
282	а между	2	1
283	оно принадлежит	1	1
284	сам по	5	1
285	и то	8	1
286	к своей	1	1
287	это и	2	1
288	в приведенном	2	1
289	что когда	1	1
290	в первом	3	1
291	отношения между	1	1
292	по преимуществу	1	1
293	и до	2	1
294	а об	1	1
295	для понимания	4	1
296	этому соответствует	1	1
297	действительности и	3	1
298	значение но	1	1
299	той же	2	1
300	их и	1	1
301	бы уже	1	1
302	нуждаются в	1	1
303	мы не	9	1
304	есть нечто	4	1
305	целый мир	2	1
306	в сущности	1	1
307	говорить о	3	1
308	не вполне	1	1
309	на свою	2	1
310	из того	2	1
311	при таких	2	1
312	в каждой	4	1
313	стороны но	1	1
314	в основание	1	1
315	еще не	5	1
316	на них	1	1
317	он сам	1	1
318	со словами	1	1
319	в чем	3	1
320	совсем не	1	1
321	а тем	2	1
322	но как	2	1
323	в голове	1	1
324	что язык	2	1
325	ответ на	3	1
326	по отношению	5	1
327	отношение к	2	1
328	себе и	1	1
329	тут же	2	1
330	о необходимости	2	1
331	чем же	1	1
332	независимо от	5	1
333	к прошедшему	1	1
334	что как	2	1
335	что касается	1	1
336	когда он	1	1
337	целый ряд	2	1
338	чтобы показать	1	1
339	следует сказать	1	1
340	что слово	7	1
341	данные в	1	1
342	при создании	2	1
343	видеть что	2	1
344	формы в	1	1
345	так или	2	1
346	из этих	9	1
347	большей части	2	1
348	одно время	1	1
349	что к	1	1
350	языка к	1	1
351	и тот	2	1
352	бы только	1	1
353	только один	2	1
354	то звук	1	1
355	всю природу	1	1
356	о ее	1	1
357	иначе и	2	1
358	в ряду	3	1
359	и если	2	1
360	что она	3	1
361	было быть	1	1
362	не следует	5	1
363	а то	1	1
364	но именно	1	1
365	перестает быть	4	1
366	то нужно	1	1
367	именно то	2	1
368	до появления	2	1
369	эта последняя	2	1
370	в понимании	1	1
371	не нуждаются	1	1
372	к одному	5	1
373	не как	2	1
374	нам только	1	1
375	что цель	1	1
376	мало того	1	1
377	свое время	1	1
378	но вместе	4	1
379	языком и	1	1
380	теперь еще	1	1
381	одно и	5	1
382	в совершенно	1	1
383	об этой	1	1
384	что мне	1	1
385	те же	6	1
386	разница между	3	1
387	им мысль	1	1
388	необходимой для	1	1
389	раз при	1	1
390	заключается в	1	1
391	с другими	5	1
392	окажется что	1	1
393	сколько и	2	1
394	его душу	1	1
395	и тем	5	1
396	для чего	1	1
397	мы видели	4	1
398	с такой	1	1
399	еще раз	2	1
400	на таких	1	1
401	которую я	1	1
402	в связь	1	1
403	та что	1	1
404	но если	1	1
405	от своего	1	1
406	что среди	1	1
407	одним и	3	1
408	то для	2	1
409	нет возможности	1	1
410	условиях и	1	1
411	место в	3	1
412	что до	1	1
413	выражается на	1	1
414	и той	2	1
415	не будем	1	1
416	не сложил	1	1
417	что поэтому	2	1
418	разуметь под	1	1
419	что есть	2	1
420	был уже	1	1
421	в таких	1	1
422	она не	2	1
423	виду что	1	1
424	и проч	16	1
425	принадлежат к	1	1
426	который был	1	1
427	тому кто	1	1
428	на него	3	1
429	тех пор	1	1
430	было не	1	1
431	которого он	1	1
432	но только	2	1
433	чем не	1	1
434	не составляют	3	1
435	он с	1	1
436	однако если	1	1
437	все свои	1	1
438	на отношения	1	1
439	больше чем	1	1
440	и без	7	1
441	речи не	1	1
442	или другие	1	1
443	пора когда	2	1
444	же время	5	1
445	существование и	1	1
446	к ней	5	1
447	развивается в	1	1
448	и эстетическим	1	1
449	прежде чем	2	1
450	века не	1	1
451	таких условиях	1	1
452	именно только	1	1
453	на все	2	1
454	и далее	1	1
455	но нужно	1	1
456	слов одного	1	1
457	ни о	3	1
458	уже о	1	1
459	нам что	1	1
460	и вместе	3	1
461	нет ни	2	1
462	не могут	5	1
463	сравнительно с	5	1
464	отсюда как	1	1
465	его за	1	1
466	отличается от	1	1
467	и внешнюю	1	1
468	всего что	1	1
469	в поле	1	1
470	слова с	3	1
471	что при	3	1
472	отказаться от	2	1
473	кажется будто	2	1
474	и которая	1	1
475	как мы	7	1
476	в свое	2	1
477	значения и	1	1
478	что все	3	1
479	котором была	1	1
480	свою очередь	3	1
481	здесь не	1	1
482	без всякого	1	1
483	данном случае	1	1
484	только при	2	1
485	уже потому	1	1
486	мысль о	5	1
487	все содержание	1	1
488	то время	4	1
489	так в	2	1
490	на том	1	1
491	котором мы	2	1
492	не за	1	1
493	не с	1	1
494	именно вследствие	3	1
495	с самим	1	1
496	каждого из	2	1
497	на которую	1	1
498	не ради	1	1
499	к тем	2	1
500	по тому	5	1
501	не были	2	1
502	без сомнения	4	1
503	хотя это	1	1
504	образом в	3	1
505	связанное с	2	1
506	со всех	1	1
507	именно потому	1	1
508	не существовало	1	1
509	столь же	4	1
510	одного из	1	1
511	можно сказать	3	1
512	внешней формы	1	1
513	те или	1	1
514	связь между	2	1
515	или иначе	1	1
516	от них	2	1
517	только после	1	1
518	видели выше	1	1
519	судить о	1	1
520	эти два	1	1
521	но нет	1	1
522	большого значения	1	1
523	в форме	2	1
524	мне представляется	1	1
525	но нельзя	1	1
526	но столь	1	1
527	следует однако	2	1
528	по содержанию	2	1
529	я был	1	1
530	слово имеющее	1	1
531	один из	4	1
532	в двух	1	1
533	что только	6	1
534	романа и	1	1
535	тот же	1	1
536	места в	1	1
537	с ними	1	1
538	вполне определенного	1	1
539	сторону от	1	1
540	в самое	1	1
541	он уже	1	1
542	который в	1	1
543	образа в	4	1
544	или же	4	1
545	в выражении	1	1
546	том чтобы	2	1
547	у царя	2	1
548	из коих	6	1
549	не будет	3	1
550	конечно не	1	1
551	уже в	5	1
552	только на	3	1
553	том самом	1	1
554	в поэзии	1	1
555	ее из	1	1
556	а это	1	1
557	е не	1	1
558	но совершенно	1	1
559	народа о	1	1
560	где бы	1	1
561	одно из	5	1
562	не находит	1	1
563	в известной	1	1
564	могло бы	1	1
565	х годах	1	1
566	а в	12	1
567	мы можем	3	1
568	как его	1	1
569	но что	2	1
570	у него	2	1
571	и речь	1	1
572	в каждом	3	1
573	форму и	1	1
574	в очень	1	1
575	на стороне	2	1
576	имеет значение	6	1
577	с общим	2	1
578	свою мысль	2	1
579	слово несомненно	1	1
580	даже не	1	1
581	частью в	2	1
582	язык в	1	1
583	качества и	1	1
584	уже при	1	1
585	за пределы	2	1
586	что человек	2	1
587	мысли об	2	1
588	бы эти	1	1
589	и быть	1	1
590	себя и	4	1
591	что для	4	1
592	жизни то	1	1
