N	2gram	Medvedev_F_2	formyVre
1	и в	38	50
2	в этом	27	25
3	в нем	13	24
4	и его	21	16
5	в литературе	1	16
6	прежде всего	15	15
7	как мы	7	14
8	и не	20	14
9	в его	10	13
10	вовсе не	11	13
11	как раз	6	13
12	по существу	7	12
13	так и	8	12
14	то же	6	11
15	таким образом	20	11
16	может быть	23	11
17	и как	3	10
18	но в	4	10
19	времени и	2	10
20	с его	11	9
21	все эти	6	9
22	роль в	3	9
23	не только	9	9
24	в то	5	9
25	ничего не	4	9
26	же время	5	9
27	в том	11	9
28	в конце	2	9
29	в других	7	9
30	в особенности	4	9
31	и др	3	9
32	и т	14	8
33	того же	1	8
34	и на	3	8
35	в самом	16	8
36	ни в	2	8
37	т п	9	8
38	но и	13	8
39	и их	3	8
40	как и	9	8
41	жизни и	3	8
42	это время	2	7
43	так сказать	3	7
44	характер и	1	7
45	для себя	1	7
46	и во	1	7
47	не было	6	7
48	в условиях	1	7
49	например в	3	6
50	между двумя	2	6
51	время в	1	6
52	во всех	5	6
53	как в	4	6
54	с этим	5	6
55	все же	8	6
56	лишь в	7	6
57	это не	2	6
58	в их	6	6
59	так как	4	6
60	в ее	2	6
61	в дальнейшем	4	6
62	связи с	13	6
63	то что	6	6
64	не может	14	6
65	так же	1	6
66	в результате	6	6
67	и все	3	6
68	и до	3	5
69	но не	2	5
70	и речи	5	5
71	отнюдь не	8	5
72	не в	15	5
73	он не	6	5
74	всех этих	3	5
75	значение в	1	5
76	с самим	1	5
77	в основе	5	5
78	того чтобы	3	5
79	точки зрения	8	5
80	не могло	1	5
81	только и	3	5
82	могут быть	6	5
83	но все	3	5
84	в пределах	12	5
85	если бы	5	5
86	для того	3	5
87	в связи	10	5
88	что в	7	5
89	и другие	2	5
90	и то	2	4
91	и это	2	4
92	конечно и	1	4
93	в ней	6	4
94	в своем	1	4
95	конечно не	1	4
96	но на	1	4
97	время и	3	4
98	и с	9	4
99	в них	1	4
100	в последующей	1	4
101	том что	2	4
102	в котором	2	4
103	в процессе	9	4
104	не имеет	2	4
105	потому что	2	4
106	здесь не	4	4
107	было и	2	4
108	и следовательно	1	4
109	только в	6	4
110	между этими	3	4
111	характерно что	2	4
112	именно как	4	4
113	до конца	2	4
114	в последующем	1	4
115	в той	2	4
116	все это	3	4
117	кроме того	2	4
118	и для	5	4
119	по преимуществу	5	3
120	а как	3	3
121	есть не	1	3
122	мы не	3	3
123	в сущности	4	3
124	в виду	2	3
125	значение и	3	3
126	искусстве и	1	3
127	хотя и	3	3
128	со своей	2	3
129	всего необходимо	1	3
130	в себе	1	3
131	в определенном	1	3
132	при этом	9	3
133	в основу	2	3
134	его в	3	3
135	входит в	4	3
136	и других	2	3
137	с другими	10	3
138	в новое	1	3
139	для них	3	3
140	место и	2	3
141	и вне	1	3
142	между ними	2	3
143	в этих	2	3
144	их в	2	3
145	но они	1	3
146	этими двумя	2	3
147	чем не	1	3
148	этом отношении	7	3
149	не могут	7	3
150	к тому	4	3
151	и образ	1	3
152	самим собою	1	3
153	формы и	2	3
154	в порядке	1	3
155	что и	8	3
156	во всей	2	3
157	в форме	1	3
158	один из	2	3
159	одной из	1	3
160	поэтому и	1	3
161	и ее	6	3
162	с одной	1	3
163	в качестве	2	3
164	только на	3	3
165	здесь это	1	3
166	же в	1	3
167	был бы	1	3
168	до сих	1	3
169	именно в	5	3
170	что не	4	3
171	более того	5	3
172	с тем	11	3
173	а не	6	3
174	на фоне	4	3
175	вместе с	6	3
176	подхода к	2	3
177	да и	1	3
178	сих пор	1	3
179	или в	3	3
180	совершенно иной	2	3
181	еще более	5	3
182	а в	6	3
183	сказать что	2	3
184	имеет место	1	3
185	они не	4	3
186	к этому	4	3
187	в таком	2	3
188	во всяком	5	3
189	же как	3	2
190	к своей	1	2
191	здесь и	4	2
192	к другому	2	2
193	которыми он	1	2
194	той же	1	2
195	их и	1	2
196	на материале	1	2
197	вопрос о	1	2
198	но она	1	2
199	они были	2	2
200	же что	1	2
201	очень характерно	2	2
202	момент в	1	2
203	на них	1	2
204	в широком	2	2
205	в различных	1	2
206	в чем	2	2
207	романа не	1	2
208	но конечно	1	2
209	совсем не	2	2
210	мы будем	1	2
211	а только	2	2
212	не входит	3	2
213	происходит в	1	2
214	в истории	6	2
215	же и	2	2
216	для всех	1	2
217	встречи с	1	2
218	с их	1	2
219	и нет	1	2
220	и к	4	2
221	от этого	3	2
222	в этот	1	2
223	в целом	3	2
224	в нашем	1	2
225	выражение в	1	2
226	как бы	4	2
227	удельный вес	1	2
228	как он	1	2
229	всей его	1	2
230	широком смысле	2	2
