N	3gram	Tiupa_Disk_2	Myslijsy
1	по отношению к	4	8
2	заключает в себе	2	8
3	в том что	6	7
4	в этом случае	2	5
5	по крайней мере	1	5
6	не может быть	3	5
7	о том что	3	5
8	и то что	2	4
9	можно сказать что	1	4
10	тем не менее	1	4
11	с точки зрения	2	3
12	во всяком случае	1	3
13	то же время	5	3
14	потому что в	1	3
15	в то же	4	3
16	не в состоянии	1	2
17	подобно тому как	2	2
18	до известной степени	1	2
19	между тем как	1	2
20	то что в	1	2
21	в данном случае	6	2
22	не было в	2	2
23	в общих чертах	1	2
24	не могут быть	1	2
25	мы имеем дело	1	2
26	не в том	1	2
27	при этом в	2	2
28	и как бы	2	2
29	равно как и	1	2
30	то есть в	1	2
31	в большинстве случаев	1	2
32	что же касается	2	1
33	лицом к лицу	1	1
34	и того же	2	1
35	дело в том	2	1
36	и той же	1	1
37	же время и	1	1
38	в том числе	1	1
39	так сказать от	1	1
40	так и во	1	1
41	а потом и	2	1
42	можно говорить о	1	1
43	имеем дело не	1	1
44	в этом отношении	4	1
45	того и другого	1	1
46	на каждом шагу	1	1
47	и не может	2	1
48	другой стороны в	1	1
49	здесь в этом	1	1
50	при всей своей	3	1
51	случае мы имеем	1	1
52	в это время	1	1
53	дело не с	1	1
54	из виду что	1	1
55	с одной стороны	4	1
56	на первый взгляд	2	1
57	но при этом	2	1
58	большую или меньшую	1	1
59	о том какое	1	1
60	а не как	1	1
61	к лицу с	1	1
62	внешнее по отношению	1	1
63	с другой стороны	1	1
64	все то что	1	1
65	в свое время	2	1
66	может быть названо	1	1
67	в одном из	1	1
68	с самого начала	1	1
69	речь идет о	1	1
70	том числе и	1	1
71	не менее в	1	1
72	одного и того	2	1
73	друг от друга	1	1
74	одной и той	1	1
75	как и в	5	1
76	в этом заключается	1	1
