N	3gram	Voloshinov_2	FransuaR
1	то же время	8	10
2	в то же	8	10
3	до сих пор	3	8
4	мы уже говорили	1	7
5	в большинстве случаев	5	6
6	в том что	6	6
7	уже говорили что	1	5
8	как и в	1	4
9	в другом месте	1	3
10	в том числе	1	3
11	в той же	1	3
12	в связи с	7	3
13	до настоящего времени	2	3
14	мы видели что	1	3
15	более или менее	2	2
16	и в особенности	1	2
17	с точки зрения	13	2
18	бы то ни	4	2
19	том числе и	1	2
20	в этом процессе	1	2
21	как мы видели	3	2
22	в узком смысле	2	2
23	с одним из	1	2
24	но в то	5	2
25	с одной стороны	3	2
26	дело в том	1	2
27	в нем и	1	2
28	о том что	3	2
29	можно сказать что	1	2
30	с другой стороны	1	2
31	как мы уже	3	2
32	для того чтобы	6	2
33	не может быть	10	2
34	и до настоящего	2	2
35	но и все	1	1
36	а следовательно и	1	1
37	в контексте определенных	1	1
38	прямо сказать что	1	1
39	же время это	1	1
40	какой бы то	2	1
41	по отношению к	8	1
42	мы уже сказали	1	1
43	на самом деле	4	1
44	то что обычно	1	1
45	в самом деле	5	1
46	и все вообще	1	1
47	является в сущности	1	1
48	одной стороны и	2	1
49	том что это	1	1
50	на внутренней территории	1	1
51	за пределы нашей	1	1
52	а не к	2	1
53	и для понимания	1	1
54	до известной степени	1	1
55	в отличие от	3	1
56	как целое не	2	1
57	но и в	2	1
58	что все эти	1	1
59	они вступают в	1	1
60	на самом же	3	1
61	в этом отношении	1	1
62	но он не	1	1
63	или иной степени	2	1
64	в той или	3	1
65	может быть и	5	1
66	язык в процессе	1	1
67	и в других	1	1
68	в сущности это	1	1
69	но более того	1	1
70	и тогда когда	1	1
71	если же мы	1	1
72	мы полагаем что	1	1
73	с такою же	1	1
74	как мы сказали	3	1
75	то ни было	4	1
76	пределы нашей работы	1	1
77	если бы в	1	1
78	так и в	1	1
79	быть и речи	2	1
80	обстоит дело с	1	1
81	по сравнению с	1	1
82	там и тогда	1	1
83	а с другой	1	1
84	бы оно ни	1	1
85	противостоят друг другу	1	1
86	и в основе	1	1
87	тем или иным	1	1
88	как впрочем и	1	1
89	можно прямо сказать	1	1
90	самом же деле	3	1
91	и т.п эта	1	1
92	при этом как	1	1
93	во всех этих	1	1
94	оно ни было	2	1
95	таким образом в	1	1
96	они и не	1	1
97	никогда не может	1	1
98	эти оценки и	1	1
99	с самого начала	5	1
100	и так сказать	1	1
101	и прежде всего	2	1
102	впрочем и в	1	1
103	только в потоке	1	1
104	и т.п то	1	1
105	понимания и оценки	1	1
106	только в контексте	1	1
107	лишена подхода к	1	1
108	лишь там где	2	1
109	конечно не в	1	1
110	и не имеет	1	1
111	друг с другом	1	1
112	как бы оно	1	1
113	к тому же	2	1
114	как мы знаем	1	1
115	то же самое	5	1
116	контексте определенных высказываний	1	1
117	той или иной	4	1
