N	2gram	Propp_Isto_1	Myshleni
1	то что	9	26
2	в этом	8	25
3	что он	10	25
4	потому что	4	21
5	таким образом	8	19
6	в том	9	18
7	не может	15	18
8	того чтобы	1	17
9	не только	12	16
10	и в	28	16
11	того что	4	16
12	так как	6	16
13	что в	12	16
14	том что	7	15
15	так же	7	15
16	для того	1	14
17	между собой	4	13
18	сказать что	5	13
19	вопрос о	5	12
20	по отношению	3	12
21	в области	2	12
22	и что	10	12
23	и не	9	12
24	отношению к	3	12
25	в его	5	11
26	но не	5	10
27	в силу	5	10
28	было бы	7	10
29	как мы	3	10
30	только в	11	10
31	а не	15	10
32	в отношении	1	9
33	может быть	25	9
34	то же	12	8
35	должно быть	2	8
36	как и	4	8
37	если бы	8	8
38	в основе	4	8
39	о том	9	8
40	он не	2	8
41	точка зрения	2	8
42	как это	3	8
43	мы должны	13	8
44	же как	2	7
45	и есть	1	7
46	представляет собой	4	7
47	в нем	2	7
48	но он	1	7
49	по себе	3	7
50	приводит к	2	7
51	так и	9	7
52	мы могли	1	7
53	если мы	3	7
54	с другом	3	7
55	друг с	4	7
56	и на	4	6
57	могли бы	3	6
58	но в	8	6
59	в этой	6	6
60	как он	2	6
61	связанные с	2	6
62	в другом	3	6
63	но если	2	6
64	не в	9	6
65	что оно	1	6
66	этот вопрос	7	6
67	мы можем	1	6
68	у него	1	6
69	но и	10	6
70	в какой	3	6
71	к тому	6	6
72	в такой	2	5
73	должна быть	5	5
74	что они	5	5
75	как в	2	5
76	в своем	5	5
77	в которой	1	5
78	их развития	1	5
79	своем развитии	1	5
80	он должен	2	5
81	показывает что	3	5
82	тому что	1	5
83	с ним	2	5
84	самого начала	2	5
85	в то	3	5
86	тогда когда	2	5
87	того как	3	5
88	никогда не	14	5
89	ничего не	2	5
90	этом отношении	1	5
91	с самого	2	5
92	можно было	5	5
93	по сравнению	1	5
94	на вопрос	2	5
95	но мы	2	5
96	значит что	1	5
97	тот же	2	5
98	хотя бы	4	5
99	для него	2	5
100	тем что	3	5
101	как бы	2	5
102	не знает	5	5
103	и то	1	4
104	уже по	1	4
105	что если	2	4
106	ответить на	1	4
107	время как	3	4
108	а только	2	4
109	не то	4	4
110	все эти	4	4
111	научных и	1	4
112	при этом	3	4
113	подобно тому	1	4
114	и по	3	4
115	это не	7	4
116	для объяснения	2	4
117	тому чтобы	1	4
118	и другое	2	4
119	мышления и	1	4
120	в самых	1	4
121	могут быть	4	4
122	же самое	3	4
123	не есть	2	4
124	в пределах	4	4
125	еще не	7	4
126	другом месте	1	4
127	не означает	2	4
128	в свете	2	4
129	в качестве	5	4
130	так что	4	4
131	и их	3	4
132	то время	3	4
133	не могут	2	4
134	с другой	6	4
135	именно в	3	4
136	к которому	5	4
137	на этот	2	4
138	зависит от	2	4
139	что мы	7	4
140	вместе с	6	4
141	тому как	1	4
142	в целом	2	4
143	мы видим	11	4
144	в результате	1	4
145	бы в	2	4
146	в системе	1	4
147	по одному	1	4
148	это и	1	3
149	в первом	1	3
150	к целому	1	3
151	мы не	10	3
152	говорить о	1	3
153	он может	1	3
154	но как	1	3
155	ответ на	2	3
156	с этим	4	3
157	все же	10	3
158	как уже	2	3
159	и как	2	3
160	в действительности	2	3
161	то в	1	3
162	он в	2	3
163	и тот	2	3
164	как с	1	3
165	этого вопроса	3	3
166	на этом	3	3
167	и тем	2	3
168	с тем	4	3
169	мы видели	2	3
170	связаны между	2	3
171	в этих	7	3
172	таким же	1	3
173	в их	3	3
174	сих пор	5	3
175	и более	1	3
176	имеет свою	1	3
177	нас к	1	3
178	из которых	3	3
179	не менее	6	3
180	что эта	1	3
181	но что	1	3
182	вытекает из	1	3
183	по своей	2	3
184	и его	3	3
185	связи с	4	3
186	приходит к	1	3
187	речь есть	1	3
188	в себя	1	3
189	еще в	2	3
190	и с	4	3
191	одному этому	1	3
192	вот почему	1	3
193	никак не	1	3
194	до сих	5	3
195	раньше чем	4	3
196	что и	6	3
197	одной из	2	3
198	между тем	2	3
199	с одной	4	3
200	как процесс	2	3
201	его и	2	3
202	мы знаем	4	3
203	в одном	5	3
204	а в	7	3
205	на примере	1	3
206	еще и	2	3
207	один и	2	3
208	говорит о	2	3
209	прежде всего	10	3
210	не на	2	3
211	в частности	2	3
212	все основные	1	3
213	к жизни	1	3
214	чем в	1	3
215	по существу	5	3
216	этом случае	1	3
217	но это	4	3
218	содержится в	1	3
219	одной стороны	4	3
220	вопрос как	1	3
221	к этой	1	3
222	ее в	5	3
223	к этому	2	3
224	и научных	1	3
225	они не	4	3
226	самых общих	1	2
227	ту же	1	2
228	отношения к	2	2
229	не должны	1	2
230	одним из	2	2
231	непосредственно не	1	2
232	что эти	1	2
233	исходит из	3	2
234	все дело	1	2
235	всегда на	1	2
236	в зависимости	2	2
237	момент когда	2	2
238	есть не	1	2
239	которую мы	1	2
240	приводят к	1	2
241	я не	3	2
242	зависимости от	2	2
243	в ней	7	2
244	столь же	2	2
245	во всех	2	2
246	мы будем	5	2
247	мы нашли	2	2
248	отличие от	2	2
249	связи и	2	2
250	стороны и	1	2
251	когда он	6	2
252	и к	1	2
253	в этот	1	2
254	поэтому он	2	2
255	ступени развития	1	2
256	связанного с	1	2
257	то и	2	2
258	тому же	1	2
259	что она	5	2
260	более позднего	1	2
261	что сказать	1	2
262	с несомненностью	2	2
263	факт который	1	2
264	именно это	2	2
265	но все	4	2
266	в совершенно	1	2
267	те же	1	2
268	при которой	1	2
269	быть сформулирован	1	2
270	мы постараемся	2	2
271	в жизни	1	2
272	в них	1	2
273	на основании	1	2
274	нашли что	2	2
275	в своей	1	2
276	в котором	3	2
277	мы говорили	1	2
278	установить что	4	2
279	высокой ступени	1	2
280	самое что	2	2
281	иначе как	1	2
282	в отличие	2	2
283	должны были	2	2
284	из области	1	2
285	друг другу	1	2
286	и эти	3	2
287	все это	4	2
288	более сложные	1	2
289	их в	5	2
290	на всю	1	2
291	но они	2	2
292	мы вынуждены	1	2
293	нам известно	1	2
294	видим что	9	2
295	за развитием	1	2
296	во всем	3	2
297	ничто не	1	2
298	то это	3	2
299	и здесь	7	2
300	лежит в	1	2
301	должны быть	4	2
302	знает что	1	2
303	указывает на	2	2
304	уже на	1	2
305	этот путь	1	2
306	ребенок этого	1	2
307	в виду	1	2
308	вывод что	2	2
309	на основе	5	2
310	совершенно ясно	1	2
311	в истории	1	2
312	что у	1	2
313	на нее	2	2
314	почему в	1	2
315	не с	3	2
316	это мы	1	2
317	том как	2	2
318	по мере	2	2
319	находится в	4	2
320	именно потому	1	2
321	это происходит	2	2
322	исследования и	1	2
323	образом в	1	2
324	его в	6	2
325	тем или	1	2
326	и требует	1	2
327	вслед за	6	2
328	тот момент	1	2
329	представления о	3	2
330	может иметь	1	2
331	происходит в	1	2
332	сделать это	2	2
333	только на	1	2
334	но с	1	2
335	является не	1	2
336	не дает	2	2
337	из них	3	2
338	никто не	2	2
339	вовсе не	2	2
340	к ним	4	2
341	само по	2	2
342	как будто	4	2
343	представляют собой	6	2
344	это будет	1	2
345	и даже	4	2
346	и между	2	2
347	а с	2	2
348	что для	1	2
349	обратиться к	1	2
350	естественно что	1	2
351	у нас	1	2
352	может ли	1	2
353	на который	1	2
354	и потому	2	2
355	в тот	1	2
356	вопроса почему	1	2
357	и от	2	2
358	только для	2	2
359	в более	1	2
360	об отношении	1	2
361	и другими	1	2
362	которая в	1	2
363	чтобы понять	1	2
364	или иным	1	2
365	совершенно иной	1	2
366	чем он	1	2
367	или не	1	2
368	и другие	4	2
369	и становятся	1	2
370	другой стороны	5	2
371	совершенно не	1	2
372	по необходимости	1	2
373	из этого	2	2
374	приводит нас	1	2
375	это понятие	1	2
376	во всяком	1	2
