N	3gram	Medvedev_F_3	Psycholo
1	и т п	5	15
2	в том что	3	9
3	не может быть	14	8
4	на то что	1	8
5	и т д	6	8
6	в самом деле	4	7
7	о том что	1	7
8	во всяком случае	6	6
9	в зависимости от	5	5
10	не в том	1	5
11	этой точки зрения	1	5
12	подобно тому как	4	5
13	с другой стороны	5	5
14	с одной стороны	1	5
15	для того чтобы	4	5
16	с этой точки	1	4
17	так же как	1	4
18	как и в	1	4
19	что в этом	1	3
20	и той же	1	3
21	в художественном произведении	3	3
22	до сих пор	1	3
23	в отличие от	2	3
24	в собственном смысле	1	3
25	к тому чтобы	1	3
26	одной и той	1	3
27	в конце концов	2	3
28	не только не	2	3
29	все то что	1	3
30	потому что он	3	2
31	хотя и не	1	2
32	в настоящее время	1	2
33	в этом смысле	2	2
34	то же самое	3	2
35	мы не можем	2	2
36	с точки зрения	14	2
37	в таком случае	1	2
38	художественного творчества с	1	2
39	в этом отношении	3	2
40	то или иное	2	2
41	вместе с тем	3	2
42	тех или иных	1	2
43	есть чистая форма	1	2
44	в последнее время	1	2
45	собственном смысле слова	1	2
46	мы увидим что	2	2
47	от того что	1	2
48	всяком случае в	2	2
49	так и в	2	2
50	никогда не может	1	2
51	только на почве	1	2
52	другой стороны и	1	2
53	и в самом	1	2
54	при этом не	1	2
55	от всех других	2	2
56	смысле этого слова	2	2
57	совершенно очевидно что	1	2
58	сама по себе	1	2
59	на самом деле	12	2
60	тем не менее	2	2
61	случае не может	1	2
62	не может стать	2	2
63	мы видели что	2	2
64	и того же	1	1
65	таким образом оказывается	1	1
66	а следовательно и	1	1
67	кошки камню равны	1	1
68	художественное произведение как	2	1
69	искусстве и в	1	1
70	точки зрения на	1	1
71	в основе всех	1	1
72	другой стороны в	1	1
73	и столь же	1	1
74	не следует что	2	1
75	поэтическое произведение как	1	1
76	а вовсе не	4	1
77	дело в том	2	1
78	одной и другой	1	1
79	но так как	1	1
80	одним и тем	2	1
81	арифметическое значение его	1	1
82	безразличен масштаб произведения	1	1
83	оно не может	1	1
84	в том числе	1	1
85	в том же	1	1
86	в одной плоскости	3	1
87	что ни в	1	1
88	равны между собой	1	1
89	выходит за пределы	1	1
90	социальной жизни в	1	1
91	числителя и знаменателя	1	1
92	мира миру или	1	1
93	тому чтобы создать	1	1
94	сами по себе	2	1
95	ни в коем	1	1
96	таким образом как	1	1
97	сих пор недостаточно	1	1
98	каждой из этих	1	1
99	в этом романе	3	1
100	провести границу между	1	1
101	а вместе с	1	1
102	и не будет	1	1
103	в той мере	1	1
104	ту или другую	1	1
105	том или ином	1	1
106	в направлении к	4	1
107	от произведения к	1	1
108	может быть только	2	1
109	или другую сторону	1	1
110	и тем не	1	1
111	в коем случае	1	1
112	ту или иную	1	1
113	литературное произведение есть	1	1
114	в это время	1	1
115	в такой степени	1	1
116	но в таком	1	1
117	вот что говорит	1	1
118	мы полагаем что	1	1
119	не потому что	1	1
120	и тем же	2	1
121	между тем как	1	1
122	как не может	1	1
123	из виду что	1	1
124	не только в	1	1
125	лежит в основе	1	1
126	в самом процессе	1	1
127	ясно что при	1	1
128	если же мы	1	1
129	если бы в	1	1
130	произведение никогда не	1	1
131	миру или кошки	1	1
132	и не было	1	1
133	важно их отношение	1	1
134	художник вовсе не	1	1
135	и пр как	1	1
136	дело не в	2	1
137	в такой же	1	1
138	в том или	1	1
139	значение его числителя	1	1
140	а отношение материалов	1	1
141	одни и те	3	1
142	в связи с	4	1
143	художественное произведение если	1	1
144	мы все время	1	1
145	мере в какой	1	1
146	его конкретной исторической	1	1
147	как мы знаем	4	1
148	что при этом	1	1
149	же самое и	1	1
150	знаменателя важно их	1	1
151	один и тот	1	1
152	и во всяком	2	1
153	произведения но и	1	1
154	камню равны между	1	1
155	одной плоскости с	1	1
156	оно есть не	1	1
157	только то что	2	1
158	ни в каком	1	1
159	совершенно независимо от	1	1
160	а не наоборот	1	1
161	художественного произведения не	1	1
162	вовсе не есть	1	1
163	возможны только на	1	1
164	из этих областей	1	1
165	из этого тупика	1	1
166	и вместе с	1	1
167	коем случае не	1	1
168	с самого начала	1	1
169	мировые комнатные произведения	1	1
170	т п в	2	1
171	шутливые трагические мировые	1	1
172	из двух направлений	1	1
173	в каждую эпоху	1	1
174	форма оно есть	1	1
175	или не в	1	1
176	их отношение шутливые	1	1
177	можно сказать что	1	1
178	у нас в	1	1
179	при условии если	1	1
180	быть только социологией	1	1
181	произведение есть чистая	1	1
182	в ту или	1	1
183	и те же	3	1
184	одного и того	1	1
185	так же и	2	1
186	адекватным выражением его	1	1
187	его числителя и	1	1
188	или кошки камню	1	1
189	в готовом виде	1	1
190	никак не могут	1	1
191	в искусстве и	1	1
192	чистая форма оно	1	1
193	и знаменателя важно	1	1
194	трагические мировые комнатные	1	1
195	той мере в	1	1
196	вовсе не следует	1	1
197	и в том	1	1
198	есть не вещь	1	1
199	именно потому что	2	1
200	только при условии	1	1
201	ее выражения с	1	1
202	том числе и	1	1
203	и тот же	1	1
204	отношение шутливые трагические	1	1
205	формы и содержания	2	1
