N	3gram	Losev_Prob_1	Tvorches
1	в то же	4	13
2	в том что	5	6
3	о том что	5	5
4	но в то	1	4
5	преступление и наказание	1	4
6	дело в том	3	3
7	в записках из	1	3
8	на самом деле	4	2
9	является одним из	1	2
10	и т п	1	2
11	точно так же	4	2
12	по крайней мере	2	2
13	записках из подполья	1	2
14	в данном случае	8	2
15	не только в	1	2
16	можно сказать что	3	2
17	и в то	1	2
18	тем не менее	18	2
19	что иное как	2	1
20	было бы говорить	1	1
21	с большим трудом	1	1
22	хотя и не	2	1
23	между прочим в	1	1
24	с ним на	2	1
25	и того же	2	1
26	мы никогда не	3	1
27	это-то и есть	1	1
28	в настоящее время	3	1
29	то же самое	9	1
30	в том же	1	1
31	что же касается	3	1
32	о чем и	1	1
33	до сих пор	3	1
34	и в других	3	1
35	сами по себе	3	1
36	друг на друга	1	1
37	или в искусстве	1	1
38	в первую очередь	1	1
39	а может быть	2	1
40	на самом же	1	1
41	только то что	4	1
42	не могут быть	1	1
43	то что в	3	1
44	же самое время	4	1
45	бы то ни	1	1
46	это вовсе не	2	1
47	которые вовсе не	1	1
48	вовсе не нужно	1	1
49	то и другое	2	1
50	вместе с тем	1	1
51	не то что	1	1
52	и тем не	8	1
53	все это является	1	1
54	все это в	1	1
55	и что в	2	1
56	в этой области	2	1
57	одного из них	1	1
58	г в плеханов	1	1
59	в конце концов	4	1
60	о нем и	1	1
61	в известном смысле	1	1
62	и как бы	2	1
63	в связи с	4	1
64	это не значит	1	1
65	прочим в том	1	1
66	самом же деле	1	1
67	он сам является	1	1
68	имел в виду	2	1
69	что может быть	2	1
70	заключается в том	1	1
71	ту же самую	1	1
72	это значит что	1	1
73	и в самом	2	1
74	с другой стороны	3	1
75	одного и того	2	1
76	что в душе	1	1
77	уже в первом	1	1
78	не значит что	1	1
79	не что иное	2	1
80	к тому что	1	1
81	как и в	1	1
82	на первый взгляд	1	1
83	к тому же	1	1
84	и т д	10	1
