N	3gram	Tiupa_Lite_1	VLabPisa
1	в этом отношении	2	13
2	с другой стороны	1	8
3	не может быть	1	8
4	по отношению к	2	7
5	по этому поводу	1	7
6	в зависимости от	1	5
7	то же время	5	5
8	в конечном счете	4	5
9	в то же	5	5
10	в связи с	4	4
11	в том что	11	4
12	о том что	2	3
13	в другом месте	1	2
14	чуть ли не	2	2
15	в конечном итоге	1	2
16	подобно тому как	2	2
17	в том числе	1	2
18	до сих пор	1	2
19	только то что	1	2
20	можно было бы	1	2
21	по крайней мере	1	2
22	с одной стороны	2	2
23	для него в	1	2
24	во всяком случае	2	2
25	в этом и	1	2
26	этой точки зрения	3	2
27	бы не было	1	2
28	чего бы не	1	2
29	как деятельность сознания	1	1
30	не удивительно поэтому	1	1
31	другой стороны он	1	1
32	в виду не	2	1
33	иметь в виду	1	1
34	теми или иными	1	1
35	него в конечном	1	1
36	что перед нами	1	1
37	как один из	1	1
38	в самом деле	1	1
39	в соответствии с	1	1
40	в том же	3	1
41	с этой точки	3	1
42	как это было	1	1
43	тот или иной	1	1
44	говоря уже о	1	1
45	в силу его	1	1
46	только в том	2	1
47	к различного рода	1	1
48	по аналогии с	3	1
49	конечном счете вся	1	1
50	том или ином	1	1
51	прежде всего между	1	1
52	не подлежит сомнению	1	1
53	ту или иную	2	1
54	так или иначе	8	1
55	при всем своем	1	1
56	в данном случае	4	1
57	горя от ума	1	1
58	далеко не всегда	1	1
59	но в то	1	1
60	не только в	4	1
61	в области художественного	1	1
62	одним из наиболее	2	1
63	читателя зрителя слушателя	3	1
64	в различных его	1	1
65	как раз с	1	1
66	на вопрос что	1	1
67	а не только	1	1
68	именно в том	1	1
69	в целом но	2	1
70	не говоря уже	2	1
71	в свою очередь	1	1
72	еще в году	2	1
73	ничего общего с	1	1
74	одна из форм	1	1
75	удивительно поэтому что	1	1
76	а как бы	1	1
77	по существу в	1	1
78	мы имеем дело	1	1
79	в стихах и	1	1
80	к тому же	1	1
81	как мы знаем	1	1
82	что он в	1	1
