N	2gram	Berdyaev_V_1	KulturaY
1	и т	2	54
2	и в	16	23
3	в том	3	22
4	не только	2	17
5	в этом	4	16
6	может быть	1	14
7	в самом	1	13
8	что в	3	13
9	потому что	4	12
10	для того	1	12
11	вопрос о	1	11
12	том что	2	11
13	того чтобы	2	11
14	можно было	2	11
15	в его	4	11
16	того что	5	11
17	а не	7	11
18	у нас	1	10
19	и не	20	10
20	еще не	8	9
21	хотя бы	3	9
22	так как	9	9
23	прежде всего	2	9
24	т д	2	8
25	лишь в	3	8
26	зависимости от	1	8
27	в виду	1	8
28	уже не	2	8
29	как это	1	7
30	все эти	3	7
31	должно быть	3	7
32	того как	1	7
33	и что	3	7
34	с другой	1	7
35	то же	1	6
36	говорить о	4	6
37	только в	2	6
38	так и	4	6
39	и тем	1	6
40	с тем	2	6
41	в их	1	6
42	ничего не	1	6
43	могут быть	2	6
44	после того	1	6
45	что и	3	6
46	тот же	3	6
47	что он	4	6
48	и есть	4	5
49	как мы	1	5
50	я не	1	5
51	в чем	3	5
52	все же	1	5
53	хотя и	5	5
54	как бы	5	5
55	как и	4	5
56	не в	3	5
57	вовсе не	1	5
58	не могут	2	5
59	тем что	2	5
60	на которых	1	5
61	но это	3	5
62	а в	2	5
63	как в	1	4
64	в своем	1	4
65	в целом	1	4
66	этого слова	1	4
67	в своей	3	4
68	тому что	3	4
69	в ее	1	4
70	для нас	2	4
71	между тем	2	4
72	один из	2	4
73	что не	4	4
74	не случайно	1	4
75	не было	3	4
76	то что	9	4
77	речь идет	1	3
78	есть не	1	3
79	мы не	2	3
80	в ней	4	3
81	но не	2	3
82	но как	1	3
83	отношение к	1	3
84	бы и	3	3
85	что это	1	3
86	и вот	1	3
87	и с	1	3
88	с этой	1	3
89	не так	2	3
90	в которых	1	3
91	не понимает	1	3
92	она не	1	3
93	не имеет	3	3
94	на него	1	3
95	в процессе	1	3
96	и именно	1	3
97	должна быть	3	3
98	не по	1	3
99	что на	1	3
100	не есть	6	3
101	в результате	1	3
102	будет уже	2	3
103	но и	5	3
104	это не	2	3
105	я в	1	3
106	уже в	1	3
107	ни в	3	3
108	то это	3	3
109	а с	2	3
110	к тому	3	3
111	другой стороны	1	3
112	они не	1	3
113	их сознания	1	2
114	на себя	5	2
115	не просто	1	2
116	что они	7	2
117	и я	4	2
118	это самое	1	2
119	более чем	2	2
120	но в	3	2
121	в известном	1	2
122	слово это	1	2
123	и если	1	2
124	на этом	1	2
125	но все	1	2
126	что все	4	2
127	значение в	1	2
128	в этих	3	2
129	в котором	4	2
130	раз и	1	2
131	что есть	5	2
132	это еще	4	2
133	нельзя не	1	2
134	в русском	1	2
135	из всего	1	2
136	могут и	1	2
137	но мы	2	2
138	на том	2	2
139	когда в	2	2
140	а потому	1	2
141	известном смысле	1	2
142	в двух	1	2
143	конечно не	2	2
144	то и	1	2
145	тем чтобы	1	2
146	только слово	1	2
147	в одном	1	2
148	еще и	1	2
149	вопросе о	2	2
150	о чем	1	2
151	что мы	4	2
152	вместе с	1	2
153	так же	1	2
154	все это	5	2
155	указать на	1	2
156	не с	2	2
157	является и	1	2
158	это в	1	2
159	во всяком	2	2
160	нельзя более	1	1
161	если б	1	1
162	что ты	3	1
163	и то	2	1
164	пусть не	1	1
165	которой так	1	1
166	далее и	1	1
167	не имеют	1	1
168	и новые	2	1
169	но она	1	1
170	как не	3	1
171	думаю что	1	1
172	и на	1	1
173	бы то	1	1
174	отказ от	1	1
175	ко всякому	1	1
176	мы будем	1	1
177	менее всего	1	1
178	искусстве но	1	1
179	тогда как	1	1
180	ни стало	1	1
181	и будет	3	1
182	нет и	2	1
183	сделать это	1	1
184	которые не	2	1
185	во что	1	1
186	теперь только	2	1
187	ты с	1	1
188	есть продукт	1	1
189	несут уже	1	1
190	говорит что	1	1
191	в противоположность	1	1
192	со своей	1	1
193	идет конечно	1	1
194	в которой	1	1
195	это тот	1	1
196	им в	1	1
197	есть одна	1	1
198	от которого	3	1
199	в понимании	1	1
200	не к	2	1
201	напоминает о	1	1
202	есть один	1	1
203	получается в	1	1
204	будем говорить	1	1
205	не будет	2	1
206	с самыми	1	1
207	конечно в	1	1
208	и мы	3	1
209	которая в	1	1
210	тех которые	3	1
211	все равно	2	1
212	не всегда	1	1
213	и уже	1	1
214	когда я	2	1
215	для чего	1	1
216	таким же	1	1
217	и ее	1	1
218	что я	3	1
219	мир и	2	1
220	по крайней	1	1
221	есть еще	1	1
222	как можно	1	1
223	есть прежде	1	1
224	полного и	2	1
225	и остается	1	1
226	есть путь	1	1
227	так много	2	1
228	и соединения	2	1
229	во всем	1	1
230	это слово	1	1
231	наших дней	1	1
232	возможно в	1	1
233	их от	3	1
234	всего в	2	1
235	ли что	1	1
236	прошлом и	1	1
237	отказаться от	1	1
238	то ни	1	1
239	свободно и	1	1
240	никогда не	3	1
241	переход к	1	1
242	да мы	1	1
243	чем у	1	1
244	это только	1	1
245	мы в	1	1
246	ей все	1	1
