N	2gram	Losev_Vlad_3	Analitik
1	в этом	16	18
2	не только	25	16
3	и в	40	16
4	в частности	1	16
5	так и	6	15
6	как и	7	14
7	но и	18	12
8	и не	25	12
9	том что	18	12
10	в том	18	12
11	в качестве	3	11
12	при этом	3	10
13	а не	8	10
14	как бы	3	10
15	в этой	8	9
16	лишь в	1	9
17	ничего не	5	9
18	и даже	6	9
19	то есть	24	9
20	в целом	2	8
21	в данном	5	8
22	отнюдь не	5	8
23	особенно в	1	7
24	к тому	7	7
25	а также	8	7
26	о том	11	7
27	в себе	9	7
28	то что	28	7
29	в самом	4	6
30	и на	6	6
31	но в	4	6
32	в мире	2	6
33	может быть	8	6
34	с другой	5	6
35	как это	4	6
36	на себя	2	5
37	в сторону	2	5
38	и к	2	5
39	данном случае	2	5
40	с одной	3	5
41	говорит о	4	5
42	в контексте	1	5
43	того же	2	4
44	так у	1	4
45	по преимуществу	2	4
46	в сущности	2	4
47	но не	4	4
48	за пределы	3	4
49	как в	1	4
50	в своем	8	4
51	хотя и	7	4
52	в себя	1	4
53	он в	1	4
54	тому же	5	4
55	то же	4	4
56	не с	4	4
57	и тем	3	4
58	тем самым	2	4
59	для него	8	4
60	точки зрения	13	4
61	не в	3	4
62	в конце	12	4
63	только не	1	4
64	и является	1	4
65	не менее	9	4
66	во второй	1	4
67	можно сказать	1	4
68	во всех	1	4
69	только в	13	4
70	и его	10	4
71	уже не	9	4
72	не так	3	4
73	у него	24	4
74	как раз	10	4
75	одной стороны	3	4
76	не может	14	4
77	этом случае	1	4
78	все это	1	4
79	в один	1	4
80	я и	1	3
81	и то	9	3
82	едва ли	11	3
83	в их	2	3
84	мы имеем	3	3
85	не был	8	3
86	что касается	2	3
87	в нашем	2	3
88	и если	7	3
89	и сам	1	3
90	содержит в	5	3
91	его от	1	3
92	несмотря на	7	3
93	автора и	1	3
94	не мог	6	3
95	место в	1	3
96	не столько	3	3
97	тем не	10	3
98	на себе	1	3
99	никогда не	11	3
100	сводится к	3	3
101	тем что	5	3
102	как будто	1	3
103	этом отношении	2	3
104	что на	2	3
105	той или	2	3
106	как мы	8	3
107	можно было	5	3
108	в результате	4	3
109	если бы	3	3
110	одного из	1	3
111	что и	7	3
112	и все	4	3
113	одной из	2	3
114	так что	14	3
115	из них	2	3
116	обращает на	2	3
117	при всей	1	3
118	только на	5	3
119	со стороны	2	3
120	или иной	1	3
121	именно в	3	3
122	было бы	4	3
123	ясно говорит	1	3
124	и за	2	3
125	в первой	1	3
126	этого слова	1	3
127	бы в	2	3
128	прежде всего	10	3
129	себя внимание	2	3
130	а в	7	3
131	в действительности	1	3
132	по поводу	1	3
133	с самим	1	3
134	речь идет	1	2
135	отношения к	5	2
136	таком случае	2	2
137	из его	1	2
138	и он	1	2
139	еще не	4	2
140	он был	2	2
141	в общем	1	2
142	отличие от	3	2
143	как говорит	2	2
144	знаю что	1	2
145	себе не	1	2
146	с их	3	2
147	на то	4	2
148	он не	8	2
149	что она	2	2
150	таким образом	11	2
151	что все	7	2
152	же не	2	2
153	на этой	1	2
154	это было	3	2
155	этом смысле	3	2
156	по себе	6	2
