N	2gram	Medvedev_U_1	FransuaR
1	и в	14	45
2	то есть	1	25
3	и не	8	15
4	в этом	7	14
5	но в	3	14
6	не только	10	14
7	в его	2	13
8	что в	1	12
9	то же	5	11
10	в своем	1	11
11	в то	3	11
12	в нем	1	10
13	и с	2	10
14	как и	3	10
15	в том	2	10
16	но и	4	10
17	прежде всего	8	10
18	же время	3	9
19	в ней	1	8
20	таким образом	2	8
21	и др	1	8
22	он был	1	7
23	с его	2	7
24	том что	2	7
25	не в	2	7
26	что и	2	7
27	в конце	2	7
28	и все	1	7
29	все это	5	7
30	в этой	4	6
31	он не	1	6
32	всех этих	2	6
33	так и	1	6
34	что он	2	6
35	одним из	2	5
36	самом деле	2	5
37	и у	2	5
38	этом отношении	2	5
39	как раз	2	5
40	не может	7	5
41	но это	2	5
42	же как	1	4
43	той же	1	4
44	мы не	2	4
45	но не	2	4
46	в самом	2	4
47	об этом	1	4
48	это было	2	4
49	в их	4	4
50	у него	1	4
51	очень часто	1	4
52	и это	1	4
53	ничего не	2	4
54	о том	1	4
55	только в	2	4
56	краткий срок	1	4
57	и даже	1	4
58	сказать что	1	4
59	а не	10	4
60	его как	1	4
61	бы в	1	4
62	все они	2	4
63	как на	1	4
64	что она	2	3
65	связанные с	1	3
66	связанных с	1	3
67	он и	1	3
68	до сих	2	3
69	в своей	3	3
70	в которых	1	3
71	это не	3	3
72	того что	1	3
73	и прежде	1	3
74	для всех	2	3
75	для него	3	3
76	но он	1	3
77	не было	1	3
78	о чем	2	3
79	в течение	1	3
80	по существу	2	3
81	сих пор	2	3
82	и для	2	3
83	в этот	1	2
84	почти не	1	2
85	он знает	1	2
86	в различных	1	2
87	в данном	1	2
88	в сторону	2	2
89	в наиболее	1	2
90	нет и	1	2
91	относится к	1	2
92	независимо от	1	2
93	все же	3	2
94	он в	1	2
95	еще один	1	2
96	но именно	1	2
97	перестает быть	5	2
98	было бы	3	2
99	с тем	1	2
100	одно из	1	2
101	в г	1	2
102	не столько	2	2
103	больше чем	1	2
104	с другом	1	2
105	не могут	2	2
106	что все	2	2
107	этот путь	1	2
108	данном случае	1	2
109	и что	1	2
110	же самое	2	2
111	и т.д	3	2
112	можно сказать	1	2
113	в значительной	1	2
114	нас в	2	2
115	между тем	2	2
116	этих слов	1	2
117	переходит в	1	2
118	в качестве	1	2
119	мы можем	1	2
120	может быть	6	2
121	и только	5	2
122	превращается в	2	2
123	на эту	2	2
124	него не	1	2
125	и слово	1	2
126	в пределах	1	2
127	конечно не	4	2
128	друг с	1	2
129	только для	1	2
130	хотя бы	5	2
131	в системе	2	2
132	то что	7	2
133	в период	1	2
134	это в	1	2
135	к этому	1	2
136	вряд ли	3	1
137	он становится	1	1
138	и через	2	1
139	он может	1	1
140	своими собственными	1	1
141	из самых	1	1
142	мировоззрения и	1	1
143	она все	1	1
144	сам автор	1	1
145	по его	1	1
146	поэзии и	1	1
147	а как	2	1
148	дан в	1	1
149	нельзя свести	1	1
150	художественном творчестве	2	1
151	из природы	1	1
152	не все	2	1
153	конечном счете	4	1
154	нового в	1	1
155	само же	1	1
156	шаг к	1	1
157	за пределы	1	1
158	где бы	1	1
159	более чем	2	1
160	его на	1	1
161	что по	1	1
162	бы и	2	1
163	формы в	3	1
164	в себе	2	1
165	ее как	1	1
166	на то	1	1
167	о которой	1	1
168	отношении очень	1	1
169	не как	3	1
170	успехом и	1	1
171	находит себе	1	1
172	форму и	2	1
173	начала и	1	1
174	из первых	1	1
175	далеко не	1	1
176	место и	1	1
177	и формы	3	1
178	они в	1	1
179	как таковой	2	1
180	в котором	1	1
181	признать что	1	1
182	обращение к	1	1
183	их в	1	1
184	на его	1	1
185	что этот	1	1
186	и вся	1	1
187	точно и	1	1
188	что с	1	1
189	что ему	1	1
190	тогда когда	1	1
191	того как	1	1
192	в процессе	1	1
193	этого конечно	1	1
194	никогда не	1	1
195	это то	1	1
196	он пытается	1	1
197	и форм	1	1
198	в области	3	1
199	у нас	3	1
200	с проблемой	2	1
201	является одним	1	1
202	что при	1	1
203	и потому	1	1
204	правда не	1	1
205	значительной мере	1	1
206	формы и	2	1
207	было сделать	1	1
208	происходит уже	1	1
209	в произведении	1	1
210	идет не	1	1
211	приводит к	1	1
212	это для	1	1
213	отсюда и	1	1
214	если бы	2	1
215	для этого	3	1
216	их образы	1	1
217	смысле и	1	1
218	никогда и	1	1
219	о нем	1	1
220	но использование	1	1
221	вот почему	7	1
222	тех кто	1	1
223	все его	1	1
224	в конечном	4	1
225	тем более	1	1
226	тот же	1	1
227	верно но	1	1
228	и является	2	1
229	которое мы	1	1
230	верно и	1	1
231	построения и	1	1
232	литературы в	1	1
233	его и	2	1
234	вводится в	1	1
235	в современном	1	1
236	не о	3	1
237	не случайно	2	1
238	тем что	2	1
239	и быть	1	1
240	было и	1	1
241	месте в	1	1
242	что для	1	1
243	до конца	1	1
244	со своими	1	1
245	если не	2	1
246	должна была	2	1
247	себя на	1	1
248	была уже	1	1
249	в частности	3	1
250	надо было	2	1
251	в той	1	1
252	и всей	1	1
253	другое произведение	1	1
254	еще раз	1	1
255	оно по	1	1
256	которой и	1	1
257	это уже	2	1
258	не существует	1	1
259	вообще в	1	1
260	истории литературы	3	1
261	стороны в	1	1
262	этой же	1	1
263	и эта	1	1
264	возвращается в	1	1
265	что под	1	1
266	в свое	1	1
267	на своем	1	1
268	в виде	1	1
269	ее в	1	1
270	в таком	1	1
