N	3gram	Berdyaev_M_1	Narrotol
1	в том что	1	8
2	о том что	1	6
3	по отношению к	2	6
4	в отличие от	1	5
5	не может быть	17	5
6	что иное как	1	2
7	не может не	2	2
8	а не в	4	2
9	нет у него	1	2
10	так и не	1	2
11	можно было бы	1	2
12	в значительной степени	1	2
13	не что иное	1	2
14	не только в	2	2
15	мог бы быть	1	2
16	может быть художественно	1	1
17	между людьми и	1	1
18	и не быть	1	1
19	никогда не было	1	1
20	прежде всего в	2	1
21	как бы не	1	1
22	в себе самом	1	1
23	в самом деле	1	1
24	он не может	2	1
25	до сих пор	2	1
26	и быть может	1	1
27	отношению к нему	1	1
28	к тому чтобы	2	1
29	но это не	1	1
30	а иногда и	1	1
31	он ни был	1	1
32	может быть и	1	1
33	в мышлении и	1	1
34	а не только	2	1
35	не имеет для	1	1
36	и не было	1	1
37	он уже не	2	1
38	в нем не	2	1
39	она все же	1	1
40	несет в себе	1	1
41	в мире и	1	1
42	не мог бы	1	1
43	но не может	1	1
44	на протяжении всего	1	1
45	должна быть признана	1	1
46	ни с чем	1	1
47	бы он ни	1	1
48	есть прежде всего	1	1
