N	2gram	Propp_Isto_2	Problema
1	в его	6	43
2	и не	11	42
3	и в	15	38
4	не может	5	27
5	может быть	17	26
6	как бы	6	22
7	по отношению	3	21
8	отнюдь не	1	19
9	отношению к	3	19
10	и с	4	17
11	и его	3	16
12	в этом	11	15
13	в нем	7	15
14	и т	19	14
15	только в	6	13
16	прежде всего	5	13
17	но не	2	12
18	к материалу	2	11
19	во всех	2	11
20	ни в	2	11
21	и для	2	11
22	таким образом	7	10
23	в их	3	10
24	к нему	5	10
25	не только	18	9
26	его в	10	9
27	но и	14	9
28	и как	1	8
29	входит в	1	8
30	было бы	5	8
31	в том	6	8
32	и др	4	8
33	то что	12	8
34	еще не	9	7
35	в самом	1	7
36	как и	2	7
37	не в	7	7
38	как мы	1	7
39	с другой	2	7
40	отметить что	1	7
41	слова в	2	7
42	в своей	1	7
43	что в	12	7
44	самом деле	2	6
45	на основе	1	6
46	там где	1	6
47	и наконец	5	6
48	в пределах	1	6
49	не всегда	1	6
50	и этим	1	6
51	ничего не	7	6
52	мы можем	8	6
53	все же	9	6
54	а в	12	6
55	себя как	1	5
56	высшей степени	1	5
57	тем как	1	5
58	отличие от	1	5
59	все эти	4	5
60	при этом	4	5
61	то же	10	5
62	это не	2	5
63	в них	1	5
64	в высшей	1	5
65	далеко не	1	5
66	в отличие	1	5
67	так и	5	5
68	и о	1	5
69	никогда не	15	5
70	с ним	1	5
71	может иметь	1	5
72	и прежде	1	5
73	а не	5	5
74	могут быть	2	5
75	все они	1	5
76	мы здесь	6	4
77	на самом	2	4
78	в виду	2	4
79	в ней	4	4
80	как в	5	4
81	но в	6	4
82	в себе	4	4
83	с миром	1	4
84	не менее	1	4
85	но они	4	4
86	тем самым	2	4
87	в то	1	4
88	форма не	1	4
89	чтобы стать	1	4
90	здесь не	2	4
91	можно было	5	4
92	о том	3	4
93	с ними	2	4
94	в других	3	4
95	и только	2	4
96	к которому	5	4
97	что не	1	4
98	только по	1	4
99	материал в	2	4
100	и потому	1	4
101	в более	1	4
102	хотя бы	2	4
103	сказать что	2	4
104	другой стороны	2	4
105	например в	2	3
106	едва ли	1	3
107	особенно часто	3	3
108	говорить о	1	3
109	из важнейших	1	3
110	связи и	1	3
111	кроме того	2	3
112	и к	1	3
113	не будем	4	3
114	в целом	1	3
115	к миру	1	3
116	он не	8	3
117	а как	1	3
118	с другими	2	3
119	несмотря на	1	3
120	том что	7	3
121	тем не	1	3
122	на него	5	3
123	как только	1	3
124	и это	3	3
125	приводит к	2	3
126	в дальнейшем	1	3
127	дано в	2	3
128	мы в	2	3
129	но с	2	3
130	одной из	4	3
131	мы увидим	8	3
132	с одной	4	3
133	момент не	1	3
134	входят в	1	3
135	себя и	2	3
136	одной стороны	3	3
137	связь с	4	3
138	в область	4	3
139	и на	4	3
140	в тех	2	3
141	здесь совершенно	1	3
142	да и	2	3
143	но это	4	3
144	все это	3	3
145	от него	1	3
146	не знает	2	3
147	в таком	1	3
148	они не	4	3
149	можно говорить	1	2
150	относится и	1	2
151	в рассмотрение	1	2
152	он может	1	2
153	и есть	5	2
154	в котором	5	2
155	его не	2	2
156	их и	1	2
157	есть не	1	2
158	со всех	4	2
159	мы имеем	15	2
160	но она	1	2
161	не вполне	1	2
162	я не	2	2
163	и он	1	2
164	всех сторон	4	2
165	со словами	1	2
166	с его	1	2
167	часто имеет	1	2
168	но как	1	2
169	а только	1	2
170	не все	2	2
171	в истории	1	2
172	дает нам	2	2
173	показать что	2	2
174	как к	1	2
175	себе не	1	2
176	к чему	2	2
177	что это	6	2
178	на то	3	2
179	не имеют	1	2
180	оно было	1	2
181	собственно не	1	2
182	он должен	2	2
183	человека в	2	2
184	здесь мы	3	2
185	момент и	1	2
186	и других	1	2
187	место и	1	2
188	и более	2	2
189	войти в	1	2
190	случае мы	2	2
191	можем сказать	1	2
192	в таких	2	2
193	а иногда	1	2
194	что эта	2	2
195	она не	5	2
196	в познании	1	2
197	одна из	2	2
198	и именно	2	2
199	того чтобы	2	2
200	слово и	1	2
201	во всем	1	2
