N	2gram	Tiupa_Narr_1	formyVre
1	и в	19	50
2	то есть	19	33
3	в этом	17	25
4	в нем	4	24
5	человека в	2	17
6	и его	5	16
7	в литературе	2	16
8	прежде всего	4	15
9	как мы	3	14
10	и не	20	14
11	в его	9	13
12	вовсе не	1	13
13	как раз	2	13
14	по существу	2	12
15	так и	9	12
16	то же	4	11
17	мы уже	1	11
18	таким образом	1	11
19	может быть	25	11
20	и как	5	10
21	но в	6	10
22	времени и	7	10
23	с его	6	9
24	все эти	2	9
25	роль в	2	9
26	не только	32	9
27	в то	3	9
28	ничего не	2	9
29	же время	4	9
30	в том	18	9
31	в конце	1	9
32	в особенности	4	9
33	и др	2	9
34	того же	1	8
35	и на	3	8
36	в самом	1	8
37	ни в	3	8
38	жизни в	3	8
39	его жизни	2	8
40	но и	23	8
41	как и	7	8
42	жизни и	3	8
43	так сказать	1	7
44	для себя	1	7
45	времени в	2	7
46	и во	1	7
47	не было	2	7
48	героя и	4	7
49	например в	2	6
50	между двумя	5	6
51	время в	2	6
52	во всех	1	6
53	как в	7	6
54	все же	7	6
55	не оставляет	1	6
56	лишь в	1	6
57	это не	2	6
58	и того	1	6
59	в их	1	6
60	с ее	3	6
61	в ее	3	6
62	связи с	4	6
63	у него	4	6
64	то что	11	6
65	человеческой жизни	1	6
66	в частности	14	6
67	не может	10	6
68	так же	2	6
69	в результате	2	6
70	и все	2	6
71	отношению к	6	5
72	и до	2	5
73	еще не	7	5
74	но не	5	5
75	отнюдь не	5	5
76	и у	1	5
77	не в	14	5
78	этот ряд	1	5
79	он не	3	5
80	жизни но	2	5
81	одного и	1	5
82	в основе	5	5
83	точки зрения	10	5
84	не могло	2	5
85	могут быть	3	5
86	но все	4	5
87	в пределах	2	5
88	если бы	1	5
89	до нас	1	5
90	в пространстве	4	5
91	в связи	2	5
92	наряду с	2	5
93	что в	3	5
94	и то	1	4
95	мы и	1	4
96	в ней	3	4
97	в своем	2	4
98	европейского романа	1	4
99	но на	1	4
100	и с	4	4
101	в них	1	4
102	том что	14	4
103	в котором	1	4
104	в процессе	1	4
105	не имеет	2	4
106	потому что	1	4
107	к себе	5	4
108	здесь не	4	4
109	было и	1	4
110	могло быть	1	4
111	только в	4	4
112	характерно что	1	4
113	именно как	1	4
114	и т.п	8	4
115	нет ничего	1	4
116	в присутствии	3	4
117	пространства и	1	4
118	в той	6	4
119	своей жизни	1	4
120	между собой	2	4
121	и для	2	4
122	себе самому	1	4
123	том числе	6	4
124	отношения к	2	3
125	в какой-то	1	3
126	а как	1	3
127	есть не	1	3
128	мы не	1	3
129	в сущности	3	3
130	в виду	1	3
131	по отношению	7	3
132	к концу	1	3
133	хотя и	3	3
134	в себе	8	3
135	в классическом	2	3
136	при этом	9	3
137	его в	2	3
138	входит в	1	3
139	с другими	1	3
140	и уже	1	3
141	между ними	2	3
142	что было	1	3
143	их в	1	3
144	жизни не	1	3
145	этом отношении	3	3
