N	3gram	Voloshinov_1	Vladivir
1	в том что	3	9
2	в связи с	7	8
3	во всяком случае	2	6
4	тем не менее	2	6
5	что же касается	1	5
6	как мы знаем	5	4
7	более или менее	1	3
8	с точки зрения	20	3
9	в отличие от	5	3
10	в то же	3	3
11	в конце концов	3	3
12	так или иначе	1	3
13	то же время	3	3
14	прибавить еще и	1	2
15	между прочим и	1	2
16	в настоящее время	6	2
17	том что он	1	2
18	на первый план	2	2
19	как мы сказали	1	2
20	можно было бы	2	2
21	не только в	1	2
22	в последнее время	1	2
23	в свою очередь	2	2
24	а в том	1	2
25	само по себе	1	2
26	и как мы	1	2
27	как мы видели	1	2
28	но кроме того	1	1
29	тех пор пока	2	1
30	оно может быть	1	1
31	чуть ли не	1	1
32	и во всяком	1	1
33	именно здесь в	1	1
34	равно как и	1	1
35	и в сознании	1	1
36	в том числе	2	1
37	в этом случае	3	1
38	с этим не	1	1
39	как это делает	1	1
40	и для него	1	1
41	тот же самый	1	1
42	до сих пор	8	1
43	себе отчет в	2	1
44	с двух сторон	1	1
45	бы то ни	8	1
46	не было бы	1	1
47	в этом отношении	3	1
48	от того чтобы	1	1
49	на этот вопрос	3	1
50	отчет в том	1	1
51	далек от того	1	1
52	в тот же	1	1
53	может быть и	3	1
54	до известной степени	1	1
55	но в то	2	1
56	очень важный момент	1	1
57	чем та которая	1	1
58	в высшей степени	3	1
59	и как бы	1	1
60	кроме того в	1	1
61	не может быть	13	1
62	их в настоящее	1	1
63	что во всех	2	1
64	ничего общего с	2	1
65	сих пор не	1	1
66	до тех пор	2	1
67	или как говорит	1	1
68	но помимо этого	1	1
69	связи с этим	3	1
70	с самого начала	4	1
71	это значит что	1	1
72	и прежде всего	2	1
73	в самом деле	9	1
74	не могла быть	1	1
75	но все же	3	1
76	можно сказать что	3	1
77	этому нужно прибавить	2	1
78	в этом смысле	2	1
79	как мы уже	1	1
80	к этому нужно	2	1
81	самом деле если	2	1
82	и в нем	1	1
83	для того чтобы	3	1
84	но вот в	1	1
85	может быть в	1	1
86	уже с самого	1	1
87	является как бы	1	1
88	при этом она	1	1
