N	2gram	Losev_Vlad_2	DiskursI
1	в себе	6	19
2	при этом	5	17
3	в этом	20	16
4	как и	5	16
5	и в	30	16
6	в качестве	1	16
7	может быть	7	16
8	и не	18	15
9	а не	7	14
10	отличие от	3	12
11	то есть	7	12
12	в отличие	3	12
13	в частности	2	12
14	но в	8	11
15	но и	8	11
16	со стороны	4	10
17	не только	12	10
18	том что	12	10
19	своего рода	1	10
20	так и	5	9
21	не может	9	9
22	такого рода	2	9
23	как в	3	8
24	в том	18	8
25	а также	10	8
26	но не	3	7
27	в данном	3	7
28	в нем	4	7
29	ни в	7	7
30	не менее	7	7
31	прежде всего	6	7
32	то же	4	6
33	еще не	1	6
34	с его	4	6
35	данном случае	2	6
36	себя в	2	6
37	все же	9	6
38	по мысли	1	6
39	в своей	5	6
40	в своих	2	6
41	и на	4	5
42	в своем	8	5
43	в противоположность	1	5
44	в то	9	5
45	же время	3	5
46	что в	12	5
47	для него	9	5
48	то что	20	5
49	ни к	1	5
50	я в	3	5
51	я и	2	4
52	и то	5	4
53	в этой	4	4
54	потому что	9	4
55	этом отношении	1	4
56	о том	4	4
57	известного рода	1	4
58	в одном	1	4
59	как бы	5	4
60	мира и	1	4
61	точки зрения	7	4
62	в период	1	4
63	к его	2	4
64	к этому	6	4
65	можно назвать	2	4
66	также и	6	3
67	например в	1	3
68	и ее	1	3
69	перед нами	1	3
70	и как	3	3
71	и наконец	4	3
72	все эти	5	3
73	всей своей	1	3
74	из этих	3	3
75	он не	4	3
76	и может	2	3
77	с позиций	1	3
78	его в	4	3
79	это не	2	3
80	однако при	1	3
81	в этих	4	3
82	в котором	5	3
83	не столько	3	3
84	не в	9	3
85	на рубеже	1	3
86	в русской	1	3
87	еще в	2	3
88	в его	11	3
89	но она	1	3
90	только в	6	3
91	и его	6	3
92	уже не	3	3
93	из них	1	3
94	в них	3	3
95	здесь в	2	3
96	не было	10	3
97	как будто	2	3
98	можно сказать	4	3
99	но это	4	3
100	и того	1	3
101	и все	7	3
102	жизни в	2	3
103	жизни и	6	3
104	того же	5	2
105	и это	3	2
106	по преимуществу	1	2
107	той же	4	2
108	место в	1	2
109	говорить о	1	2
110	жизни как	1	2
111	в ней	4	2
112	к своему	1	2
113	мы имеем	1	2
114	время в	4	2
115	к которой	1	2
116	отношение к	4	2
117	тут же	2	2
118	более чем	1	2
119	как уже	1	2
120	лежит на	1	2
121	отношения между	1	2
122	в целом	4	2
123	в первую	1	2
124	не к	1	2
125	с таким	1	2
126	свое время	1	2
127	содержит в	4	2
128	же касается	5	2
129	и с	14	2
130	но уже	2	2
131	под собою	1	2
132	рассказ в	1	2
133	должно быть	3	2
134	такой же	1	2
135	все это	5	2
136	на первый	2	2
137	этом случае	1	2
138	с точки	3	2
139	пока еще	1	2
140	речи в	1	2
141	их в	2	2
142	некоторого рода	2	2
143	дело в	3	2
144	никогда не	7	2
145	того и	2	2
146	жизни не	1	2
147	базируется на	1	2
148	сводится к	1	2
149	не столь	1	2
150	в области	3	2
151	жизнью и	1	2
152	для себя	5	2
153	здесь не	4	2
154	в себя	1	2
155	времени и	1	2
156	не с	1	2
157	в результате	5	2
158	произведения как	1	2
159	там же	12	2
160	первую очередь	1	2
161	что и	3	2
162	слова не	1	2
163	этом в	1	2
164	не о	2	2
165	бытия и	2	2
166	именно в	4	2
167	далеко не	1	2
168	и прежде	2	2
169	стремится к	2	2
170	не на	2	2
171	человеческой жизни	1	2
172	вместе с	8	2
173	или по	2	2
174	о чем	6	2
175	в той	2	2
176	что же	8	2
177	в свое	1	2
178	и для	3	2
179	а к	2	2
180	а в	11	2
181	с ней	2	2
182	что он	13	2
183	это в	3	2
184	как нечто	1	1
185	является для	1	1
186	одним из	1	1
187	бытия а	1	1
188	самом деле	1	1
189	тех же	1	1
190	и есть	2	1
191	можно говорить	3	1
192	но если	1	1
193	жизни здесь	1	1
194	в году	24	1
195	к чему	1	1
196	есть не	1	1
197	для своего	1	1
198	мы не	2	1
199	этом не	1	1
200	он как	1	1
201	в сущности	2	1
202	а для	1	1
203	я не	4	1
204	но даже	1	1
205	ему в	2	1
206	индивидуальной человеческой	1	1
207	начала в	1	1
208	это время	4	1
209	а другие	2	1
210	он был	6	1
211	он сам	2	1
212	людей в	2	1
213	на их	1	1
214	бы то	1	1
215	в чем	2	1
216	характер и	1	1
217	истории в	1	1
218	во всех	3	1
219	точка зрения	1	1
220	не то	3	1
221	к богу	1	1
222	если в	1	1
223	а через	1	1
224	не просто	1	1
225	человека с	1	1
226	связи и	1	1
227	мере в	1	1
228	вследствие чего	1	1
229	почему и	2	1
230	некоторое время	1	1
231	хотя и	6	1
