N	2gram	Savitsky_E_1	Istorich
1	и т	1	27
2	и в	37	26
3	т д	1	24
4	так же	9	18
5	т е	9	18
6	то что	6	16
7	не только	18	15
8	может быть	6	14
9	что в	21	14
10	же как	5	13
11	но и	14	12
12	связь с	1	12
13	так и	10	10
14	таким образом	2	10
15	и его	1	10
16	при помощи	2	10
17	все же	1	9
18	что и	3	9
19	так как	7	9
20	и не	14	9
21	то же	15	8
22	мы знаем	1	8
23	этих случаях	1	8
24	а в	2	8
25	в этом	12	7
26	он не	2	7
27	об этом	1	7
28	как и	7	7
29	в этих	2	7
30	нас к	2	7
31	как в	3	7
32	в качестве	14	7
33	и то	2	6
34	мы видели	3	6
35	мы можем	3	6
36	могут быть	2	6
37	к нему	2	6
38	мы видим	2	6
39	потому что	3	6
40	а не	2	6
41	не может	9	6
42	вместе с	2	6
43	когда он	3	6
44	то это	1	5
45	но не	5	5
46	и как	2	5
47	но в	14	5
48	уже не	1	5
49	и только	3	5
50	в силу	2	5
51	и по	5	5
52	с собой	1	5
53	но все	1	5
54	и с	2	5
55	к которым	5	5
56	не в	5	5
57	как мы	5	5
58	и что	2	5
59	в его	2	5
60	с ними	1	5
61	в одном	2	5
62	тем что	3	5
63	в некоторых	2	5
64	мы должны	2	5
65	вопрос о	4	4
66	на себя	3	4
67	в которых	3	4
68	тогда как	1	4
69	его на	2	4
70	дает нам	1	4
71	в этот	1	4
72	он в	1	4
73	в своей	8	4
74	некоторых случаях	1	4
75	даже в	4	4
76	о том	3	4
77	и даже	6	4
78	вовсе не	6	4
79	с другой	7	4
80	а на	1	4
81	все что	1	4
82	в тех	1	4
83	в человеческом	1	4
84	другой стороны	2	4
85	приводит нас	2	4
86	например в	1	3
87	не сразу	1	3
88	видели что	1	3
89	только тогда	1	3
90	относится к	1	3
91	в одной	1	3
92	его к	1	3
93	все эти	1	3
94	на то	6	3
95	и если	2	3
96	на его	1	3
97	при этом	1	3
98	на земле	1	3
99	а затем	1	3
100	те же	1	3
101	том что	6	3
102	по сравнению	2	3
103	и более	2	3
104	как это	4	3
105	что эта	1	3
106	не имеет	4	3
107	во всем	1	3
108	связи с	1	3
109	есть только	1	3
110	все еще	1	3
111	она не	2	3
112	данном случае	2	3
113	на вопрос	1	3
114	а также	7	3
115	в другой	2	3
116	в том	11	3
117	мы увидим	1	3
118	только в	9	3
119	как нечто	1	3
120	или же	1	3
121	переходит в	1	3
122	и других	2	3
123	а именно	2	3
124	не на	4	3
125	там где	3	3
126	что мы	1	3
127	входить в	1	3
128	в данном	3	3
129	сравнению с	2	3
130	наряду с	2	3
131	как бы	6	3
132	многих других	1	3
133	случаях когда	2	3
134	указать на	1	3
135	или в	2	3
136	для нас	4	3
137	но это	1	3
138	же в	2	3
139	между ними	2	3
140	к этой	1	3
141	и другие	1	3
142	в русских	1	2
143	мы здесь	1	2
144	сомнения что	1	2
145	должна быть	2	2
146	только это	1	2
147	связана с	1	2
148	в некотором	4	2
149	случаи когда	1	2
150	то мы	1	2
151	тех же	1	2
152	к ним	3	2
153	в этой	2	2
154	в истории	2	2
155	с этим	2	2
156	в своем	14	2
157	тех случаях	1	2
158	хотя и	2	2
159	это происходило	1	2
160	увидим что	1	2
161	конечно не	1	2
162	что это	2	2
163	представляет собой	3	2
164	и тот	1	2
165	в себе	9	2
166	в нем	1	2
167	не к	2	2
168	на этом	1	2
169	главным образом	2	2
170	лишь в	1	2
171	хотя бы	15	2
172	было бы	8	2
173	в свой	1	2
174	из них	3	2
175	и тем	3	2
176	с тем	3	2
177	здесь можно	1	2
178	можно считать	3	2
179	и их	1	2
180	установить что	1	2
181	выше мы	1	2
182	и наоборот	1	2
183	по себе	4	2
184	не менее	1	2
185	здесь на	1	2
186	это мы	1	2
187	одна из	1	2
188	по своей	2	2
189	что на	2	2
190	в области	11	2
191	от того	1	2
192	у нас	1	2
193	не могут	2	2
194	во все	3	2
195	не есть	2	2
196	никогда не	3	2
197	и на	6	2
198	имеется в	1	2
199	если бы	2	2
200	других более	1	2
201	говорит об	1	2
202	или на	1	2
203	связь между	1	2
204	а у	1	2
205	от них	3	2
206	и во	2	2
207	на острове	1	2
208	того что	7	2
209	происходит в	2	2
210	с той	1	2
211	этот факт	3	2
212	играет роль	1	2
213	уже в	1	2
214	в виде	5	2
215	есть в	2	2
216	не дает	3	2
217	в других	2	2
218	в исторической	1	2
219	а впоследствии	1	2
220	говорит о	3	2
221	на этот	2	2
222	совершенно одинаково	1	2
223	приступить к	1	2
224	в частности	5	2
225	этого слова	1	2
226	смысле этого	1	2
227	с этой	6	2
228	между прочим	7	2
229	только одна	1	2
230	в связи	1	2
231	и все	2	2
232	на берегу	1	2
233	этот вопрос	2	2
234	сказать что	4	2
235	но этот	1	2
236	в северной	2	2
237	так но	1	1
238	вопрос мы	1	1
239	заменяет ее	1	1
240	силы и	1	1
241	дойдя до	1	1
242	можно в	2	1
243	что эти	2	1
244	к созданию	1	1
245	часть его	1	1
246	которая при	1	1
247	той же	1	1
248	есть не	2	1
249	на тех	1	1
250	мы не	4	1
251	это сделали	1	1
252	что между	1	1
253	что если	2	1
254	и тут	2	1
255	ответить на	1	1
256	исторической перспективе	1	1
257	есть нечто	1	1
258	время как	1	1
259	но даже	4	1
260	в ней	4	1
261	меньшей степени	2	1
262	может дать	1	1
263	на них	2	1
264	он сам	2	1
265	что по	1	1
266	что люди	1	1
267	во всех	6	1
268	глаза на	1	1
269	совершенно прав	2	1
270	произошло в	2	1
271	мы будем	1	1
272	но как	2	1
273	к которой	1	1
274	если в	2	1
275	или иное	1	1
276	независимо от	4	1
277	что как	1	1
278	птицам и	1	1
279	что нет	1	1
280	однако не	1	1
281	целый ряд	2	1
282	и наконец	2	1
283	и к	3	1
284	на своем	3	1
285	имеет в	2	1
286	есть ли	2	1
287	та же	1	1
288	большей части	2	1
289	северной америке	3	1
290	море и	2	1
291	думать что	8	1
292	то и	1	1
293	значение так	1	1
294	нами в	1	1
295	но его	1	1
296	и те	1	1
297	но на	3	1
298	жизнью и	1	1
299	на свой	1	1
300	вообще не	3	1
301	в свет	1	1
302	на одну	2	1
303	всех этих	1	1
304	не как	1	1
305	прочим и	2	1
306	и сибири	1	1
307	месяцев и	1	1
308	каком они	1	1
309	мы устанавливаем	1	1
310	бы они	1	1
311	в совершенно	1	1
312	на ту	1	1
313	и мы	3	1
314	северной америки	13	1
315	войны и	2	1
316	в распоряжение	1	1
317	в них	3	1
318	о которых	1	1
319	она и	1	1
320	этом явлении	1	1
321	в обстановку	1	1
322	рода и	1	1
323	с такой	1	1
324	в развитии	2	1
325	иначе говоря	2	1
326	потому и	1	1
327	такой же	2	1
328	как таковой	1	1
329	точки зрения	23	1
330	или точнее	2	1
331	именно и	1	1
332	представить себе	1	1
333	в котором	2	1
334	и процесс	1	1
335	воды не	1	1
336	для передвижения	2	1
337	друг другу	1	1
338	при рассмотрении	1	1
339	именно к	2	1
340	образом из	1	1
341	условия и	1	1
342	бы нас	1	1
343	тому что	1	1
344	тем меньше	2	1
345	вплоть до	1	1
