N	2gram	Bakhtin_Fr_3	Narrotol
1	не только	13	32
2	может быть	9	25
3	но и	11	23
4	в качестве	1	21
5	и не	13	20
6	то есть	18	19
7	и в	40	19
8	в том	8	18
9	в этом	15	17
10	не в	1	14
11	в частности	3	14
12	том что	4	14
13	представляет собой	1	12
14	своего рода	2	12
15	а не	5	12
16	то что	5	11
17	а в	3	11
18	точки зрения	2	10
19	не может	3	10
20	при этом	3	9
21	в мире	4	9
22	так и	3	9
23	в его	13	9
24	в себе	3	8
25	и т.п	10	8
26	с другой	2	8
27	еще не	3	7
28	по отношению	3	7
29	как в	3	7
30	все же	2	7
31	времени и	2	7
32	как и	11	7
33	а также	4	7
34	с одной	1	7
35	такого рода	3	7
36	ни для	4	7
37	с его	3	6
38	но не	2	6
39	в той	6	6
40	на протяжении	3	6
41	тем самым	1	6
42	в себя	1	6
43	о том	4	6
44	что он	2	6
45	именно в	2	6
46	как это	1	6
47	отношению к	2	6
48	том числе	3	6
49	но в	8	6
50	отличие от	3	5
51	отнюдь не	1	5
52	и как	3	5
53	в этой	3	5
54	далеко не	2	5
55	в отличие	3	5
56	по себе	1	5
57	в основе	5	5
58	и его	17	5
59	к нему	2	5
60	нуждается в	3	5
61	в форме	2	5
62	или иной	2	5
63	мира в	1	5
64	в данном	4	5
65	можно сказать	2	5
66	переход от	2	4
67	данном случае	2	4
68	все те	1	4
69	то же	7	4
70	из которых	1	4
71	здесь не	3	4
72	перед нами	1	4
73	в нем	5	4
74	но все	3	4
75	и с	8	4
76	было бы	4	4
77	и тем	1	4
78	связи с	6	4
79	числе и	2	4
80	той или	2	4
81	те же	5	4
82	о нем	3	4
83	одного из	2	4
84	основе своей	2	4
85	же время	6	4
86	во втором	1	4
87	только в	3	4
88	хотя бы	2	4
89	у него	8	4
90	в особенности	5	4
91	что не	1	4
92	прежде всего	16	4
93	как бы	3	4
94	да и	1	4
95	отличается от	1	4
96	же в	1	4
97	одной из	2	4
98	сказать что	3	4
99	другой стороны	1	4
100	это и	2	3
101	в первом	1	3
102	в сущности	9	3
103	жизни как	1	3
104	и он	1	3
105	в ней	4	3
106	и на	8	3
107	бы то	1	3
108	этого эпизода	1	3
109	в ее	3	3
110	что они	1	3
111	когда он	1	3
112	что это	1	3
113	уже в	2	3
114	из этих	2	3
115	он не	9	3
116	то ни	1	3
117	особенно в	4	3
118	ни в	4	3
119	не менее	2	3
120	в то	6	3
