N	2gram	Bakhtin_Pr_1	Problemy
1	из подполья	1	35
2	и в	38	35
3	как бы	22	31
4	и не	42	27
5	что он	2	24
6	в его	43	21
7	но в	4	19
8	как и	7	18
9	к себе	2	18
10	не может	27	18
11	себе самому	1	18
12	к другому	1	16
13	в нем	15	16
14	то есть	46	16
15	то же	5	15
16	с самим	2	15
17	и все	3	15
18	в этом	15	14
19	и его	16	14
20	для него	1	14
21	может быть	26	14
22	но и	9	14
23	все это	3	14
24	он не	3	13
25	к нему	10	13
26	человека из	1	13
27	с другим	1	13
28	и с	17	12
29	в другом	2	12
30	прежде всего	13	12
31	и к	3	12
32	в пределах	6	11
33	в то	4	11
34	слова и	3	11
35	самом деле	6	10
36	не только	9	10
37	не в	7	10
38	же время	3	10
39	то что	8	10
40	на самом	4	9
41	самим собою	2	9
42	мы уже	1	8
43	я не	2	8
44	все же	6	8
45	как мы	7	8
46	так и	5	8
47	себя и	3	8
48	о мире	1	8
49	и для	11	8
50	еще не	7	7
51	на них	3	7
52	с его	2	7
53	себе и	1	7
54	своему предмету	1	7
55	и наконец	6	7
56	лишь в	2	7
57	там где	6	7
58	таким образом	10	7
59	в виде	2	7
60	творчестве достоевского	1	7
61	вовсе не	2	7
62	так же	1	7
63	себя самого	4	7
64	точки зрения	8	7
65	с ним	5	7
66	а в	6	7
67	отношении к	1	7
68	отношению к	19	7
69	и на	3	6
70	но не	12	6
71	по отношению	21	6
72	отношение к	10	6
73	в самом	7	6
74	что у	1	6
75	в плане	7	6
76	в каждом	2	6
77	в слове	3	6
78	к тому	1	6
79	в одном	1	6
80	и что	2	6
81	только в	13	6
82	слова в	7	6
83	но это	3	6
84	от него	3	6
85	не знает	3	6
86	что в	7	6
87	как в	4	5
88	в себе	4	5
89	на протяжении	1	5
90	на него	3	5
91	да и	3	5
92	его с	1	5
93	и это	3	5
94	в том	8	5
95	с ними	4	5
96	обращаться к	1	5
97	и даже	3	5
98	к своему	2	5
99	как к	2	5
100	этого слова	1	5
101	ивана карамазова	2	4
