N	2gram	Vygotskiy__5	OGranits
1	и в	30	13
2	и его	6	12
3	прежде всего	4	9
4	может быть	11	8
5	не может	9	8
6	и не	6	8
7	и т.п	1	7
8	в его	4	7
9	и их	1	7
10	точки зрения	7	7
11	эстетический объект	3	7
12	только в	5	6
13	как бы	19	6
14	не только	16	6
15	то что	37	6
16	мы должны	3	6
17	таким образом	20	6
18	художественного произведения	3	5
19	и т.д	1	5
20	все же	7	5
21	и наконец	3	5
22	в поэзии	1	5
23	в музыке	1	5
24	с точки	2	5
25	в процессе	1	5
26	словесного материала	1	5
27	хотя бы	3	5
28	и эта	2	5
29	мы не	3	4
30	но мы	2	4
31	слов и	2	4
32	тех пор	2	4
33	еще и	1	4
34	но в	5	4
35	до тех	2	4
36	вопроса о	2	4
37	мы можем	7	4
38	то же	7	4
39	в сознании	1	4
40	в своей	4	4
41	было бы	5	4
42	все это	2	4
43	в двух	5	4
44	не является	2	4
45	в каждом	2	4
46	связана с	1	3
47	и то	9	3
48	в ее	3	3
49	самом деле	8	3
50	так и	3	3
51	при анализе	1	3
52	понятно что	2	3
53	в их	3	3
54	пор пока	2	3
55	по отношению	2	3
56	в поэтике	1	3
57	общего с	1	3
58	с этим	2	3
59	в которой	3	3
60	ни один	2	3
61	в себе	5	3
62	не как	3	3
63	в одном	2	3
64	так как	9	3
65	одно и	3	3
66	материала и	5	3
67	но и	6	3
68	как и	6	3
69	и уже	3	3
70	со всей	1	3
71	точку зрения	1	3
72	что же	1	3
73	не в	8	3
74	да и	1	3
75	поэтического произведения	1	3
76	но для	1	3
77	и для	6	3
78	никогда не	9	3
79	и все	4	3
80	превращается в	1	3
81	т.п и	1	3
82	отношению к	1	3
83	что в	24	3
84	в искусстве	6	3
85	поставить вопрос	1	3
86	ничего общего	1	3
87	смысле слова	1	2
88	и др	1	2
89	данном случае	3	2
90	зависимости от	7	2
91	в произведении	1	2
92	и может	1	2
93	на две	1	2
94	мы уже	6	2
95	есть не	4	2
96	мог бы	2	2
97	подойти к	1	2
98	представлений и	1	2
99	если бы	11	2
100	и делают	1	2
101	предметного значения	1	2
102	что иное	2	2
103	может в	1	2
104	иное как	2	2
105	не что	2	2
106	с самого	3	2
107	себе что	1	2
108	в ней	4	2
109	в чем	1	2
110	между тем	1	2
111	нуждается в	1	2
112	каждый элемент	2	2
113	что они	5	2
114	вслед за	1	2
115	к сожалению	1	2
116	и следовательно	2	2
117	его на	2	2
118	как в	3	2
119	в данном	3	2
120	в этом	14	2
121	но так	1	2
122	в том	27	2
123	мы видим	8	2
124	тот же	3	2
125	с ними	1	2
126	произведения мы	1	2
127	можем поставить	1	2
128	в действительности	1	2
129	или иного	1	2
130	от этого	1	2
131	и отчасти	1	2
132	которое мы	3	2
133	во времени	1	2
134	в целом	5	2
135	и тем	6	2
136	все эти	2	2
137	с одной	12	2
138	учение о	1	2
139	уже в	6	2
140	мы получим	2	2
141	кажется что	1	2
142	в нем	7	2
143	при этом	8	2
144	для него	3	2
145	в другом	3	2
146	вовсе не	3	2
147	в зависимости	6	2
148	которые только	1	2
149	тем что	6	2
150	в них	4	2
151	этой проблемы	1	2
152	в области	1	2
153	с другой	9	2
154	а как	2	2
155	в самом	14	2
156	того или	1	2
157	может стать	1	2
158	одной стороны	12	2
159	он только	3	2
160	литературное произведение	1	2
161	а не	8	2
162	другой стороны	5	2
163	между собою	1	2
164	там где	4	2
165	не мог	1	2
166	несмотря на	5	2
167	том что	21	2
168	с помощью	2	2
169	и при	2	2
170	и ее	1	2
171	так же	13	2
172	в отношении	2	2
173	и помимо	1	2
174	но такое	1	2
175	в течение	2	2
176	против такого	2	2
177	с этой	2	2
178	художественное произведение	5	2
179	не менее	1	2
180	что эта	4	2
181	самого начала	3	2
182	не имеет	1	2
183	в структуре	1	2
184	на язык	1	2
185	при восприятии	1	2
186	от всех	1	2
187	бы в	5	2
188	и является	1	2
189	во всем	2	2
190	а в	4	2
191	еще в	2	2
192	нет ничего	1	2
193	героя и	7	2
194	и к	4	2
195	имеет место	3	2
196	элемента в	2	2
197	могут быть	8	2
198	в своих	5	2
199	каждое слово	1	2
200	к тому	8	2
201	обычно в	1	1
202	и это	8	1
203	оно может	1	1
204	одним из	1	1
205	же как	2	1
206	совершенно справедливо	3	1
207	в виду	4	1
208	того же	2	1
209	значительной мере	1	1
210	в некоторых	1	1
211	только потому	1	1
212	это и	2	1
213	в собственном	1	1
214	последнее время	1	1
215	и есть	5	1
216	нам кажется	2	1
217	здесь и	1	1
218	в себя	2	1
219	ту же	2	1
220	и до	2	1
221	две главы	1	1
222	собственном смысле	1	1
223	на том	2	1
224	едва ли	2	1
225	можно было	3	1
226	в нескольких	1	1
227	такое утверждение	1	1
228	свое мнение	1	1
229	возникающее в	1	1
230	здесь нет	1	1
231	или на	2	1
232	осуществляется в	2	1
233	мы имеем	8	1
234	когда в	2	1
235	и о	3	1
236	мы в	1	1
237	говоря и	1	1
238	вопрос о	3	1
239	на место	1	1
240	и всякого	1	1
241	быть может	1	1
242	для этого	9	1
243	по себе	7	1
244	в строфе	1	1
245	с ее	1	1
246	сводится к	5	1
247	из того	3	1
248	часто и	1	1
249	событий и	2	1
250	то это	4	1
251	другом месте	1	1
252	и он	2	1
253	в каждой	3	1
254	всем протяжении	1	1
255	с большим	1	1
256	собою и	1	1
257	внимание на	4	1
258	следовательно в	1	1
259	другими словами	1	1
260	как возможность	1	1
261	и что	23	1
262	что существуют	1	1
263	отдельном случае	1	1
264	не имеем	2	1
265	еще не	5	1
266	на втором	1	1
267	столь же	1	1
268	звуков в	1	1
269	тем как	1	1
270	в эстетической	1	1
271	в конечном	1	1
272	всего целого	1	1
273	то мы	1	1
274	художественной формы	3	1
275	один элемент	1	1
276	к нему	1	1
277	на самом	2	1
278	совсем не	2	1
279	но не	7	1
280	или иные	1	1
281	того общего	1	1
282	придется остановиться	1	1
283	что язык	1	1
284	переходит в	1	1
285	эта особенность	1	1
286	может и	1	1
287	отношение к	1	1
288	тут же	1	1
289	нет и	1	1
290	или иное	1	1
291	значение имеет	1	1
292	на то	17	1
293	один и	1	1
294	каждом отдельном	1	1
295	детей и	1	1
296	материала так	1	1
297	что поэтический	2	1
298	в одной	2	1
299	не зная	1	1
300	в своем	6	1
301	как из	3	1
302	то или	1	1
303	что касается	2	1
304	один из	5	1
305	которые и	1	1
306	которым этот	1	1
307	и как	7	1
308	ритм есть	2	1
309	этого материала	1	1
310	одной из	1	1
311	этот вопрос	4	1
312	что он	17	1
313	более или	1	1
314	течение всей	1	1
315	что слово	1	1
316	который в	1	1
317	в значительной	1	1
318	действительности для	1	1
319	или же	1	1
320	под ним	1	1
321	сам собой	1	1
322	он прекрасно	1	1
323	чуть ли	1	1
324	так в	3	1
325	ни одна	1	1
326	в этой	5	1
327	в последнее	1	1
328	остановиться на	1	1
329	и тот	1	1
330	конечно не	1	1
331	на всем	1	1
332	не можем	4	1
333	построен на	1	1
334	нам как	1	1
335	жизнь как	1	1
336	только на	4	1
337	себя и	2	1
338	в нашей	2	1
339	и если	6	1
340	что она	6	1
341	не из	1	1
342	речь в	2	1
343	этого процесса	1	1
344	или даже	1	1
345	быть сведены	1	1
346	что эстетический	1	1
347	его и	1	1
348	конечном счете	1	1
349	этой школы	1	1
350	в понимании	1	1
351	который противопоставляет	1	1
352	никто не	1	1
353	состоит в	3	1
354	в виде	1	1
355	содержания и	4	1
356	сказал что	1	1
357	в конце	4	1
358	в звуковом	1	1
359	сильнее и	1	1
360	но что	1	1
361	только с	1	1
362	каждый из	1	1
363	отличие от	2	1
364	на этом	6	1
365	ее на	1	1
366	должно служить	1	1
367	даже и	2	1
368	для того	20	1
369	этим самым	1	1
370	мы слышим	1	1
371	ни о	1	1
372	позволить себе	1	1
373	же не	2	1
374	борьбы и	1	1
375	в совершенно	6	1
376	к другому	2	1
377	должно составить	1	1
378	бы быть	1	1
379	для своей	1	1
380	говорить не	1	1
381	имеет и	1	1
382	и здесь	6	1
383	как к	1	1
384	те или	1	1
385	искусства в	2	1
386	тем мы	2	1
387	от одного	2	1
388	чтобы заметить	1	1
389	если только	1	1
390	же мотив	1	1
391	свести к	1	1
392	и дает	1	1
393	иное выражение	1	1
394	процессе творчества	1	1
395	сожалению мы	1	1
396	как же	1	1
397	заключается в	8	1
398	лежит в	1	1
399	чтобы передать	1	1
400	еще одно	1	1
401	обычно с	1	1
402	что мы	11	1
403	только одно	1	1
404	обратиться к	5	1
405	больше и	1	1
406	произведения не	1	1
407	полагаем что	1	1
408	образом мы	3	1
409	о которых	2	1
410	не было	1	1
411	которые не	1	1
412	поскольку она	1	1
413	все равно	2	1
414	далеко не	1	1
415	и самый	2	1
416	в ритме	2	1
417	у такого	1	1
418	дойти до	1	1
419	которой он	1	1
420	и вне	1	1
421	как ни	4	1
422	же точно	6	1
423	все время	20	1
424	и застывшее	1	1
425	понятие о	1	1
426	должно быть	2	1
427	если не	1	1
428	с первых	1	1
429	или менее	1	1
430	которую он	1	1
431	основой которого	1	1
432	вступает в	1	1
433	произведения достаточно	1	1
434	которую мы	2	1
435	материалом изучения	1	1
436	что раньше	1	1
437	этого необходимо	2	1
438	как все	2	1
439	ко всем	1	1
440	в такой	1	1
441	как это	7	1
442	которого является	1	1
443	существует как	1	1
444	что всякий	1	1
445	при игре	1	1
446	в выводах	1	1
447	здесь уже	1	1
448	представление о	1	1
449	между языком	1	1
450	в отличие	2	1
451	в которых	2	1
452	бы что	1	1
453	бы мы	3	1
454	он говорит	3	1
455	это произведение	1	1
456	к этому	3	1
457	человеческого тела	1	1
458	несомненно что	2	1
459	составить предмет	1	1
460	где она	1	1
461	каждой данной	1	1
462	тому как	1	1
463	и вот	2	1
464	объединены в	1	1
465	и там	1	1
466	речи в	1	1
467	их в	1	1
468	для понимания	1	1
469	два направления	1	1
470	и наоборот	1	1
471	необходимо чтобы	1	1
472	к следующему	2	1
473	этого слова	1	1
474	что такое	1	1
475	только то	1	1
476	в контексте	1	1
477	тому что	8	1
478	что те	1	1
479	нет никакого	1	1
480	быть и	2	1
481	до конца	2	1
482	вплоть до	1	1
483	как действительное	2	1
484	но это	1	1
485	равно не	1	1
486	и оно	1	1
487	в начале	1	1
488	точно и	1	1
489	почти никогда	1	1
490	и другое	2	1
491	психической жизни	1	1
492	в то	2	1
493	сознании и	1	1
494	одна из	3	1
495	эстетическим объектом	1	1
496	всю совокупность	1	1
497	которых он	2	1
498	мы все	6	1
499	ними и	1	1
500	того чтобы	20	1
501	на самый	1	1
502	своих основных	1	1
503	в самых	1	1
504	само по	2	1
505	иметь в	3	1
506	при таком	3	1
507	не существует	3	1
508	формы и	3	1
509	в разных	1	1
510	как система	1	1
511	она из	1	1
512	ритма в	1	1
513	или в	6	1
514	на одном	4	1
515	того как	2	1
516	находятся в	3	1
517	который является	1	1
518	нам придется	2	1
519	в основе	7	1
520	находит свое	2	1
521	тем более	1	1
522	от него	4	1
523	же полагаем	1	1
524	говоря словами	1	1
525	только что	4	1
526	потому что	23	1
527	бы по	2	1
528	связи с	2	1
529	что вообще	1	1
530	эти три	2	1
531	и развиваются	1	1
532	этом отношении	3	1
533	об этом	3	1
534	не знает	2	1
535	сказать что	9	1
536	речи и	1	1
537	одного автора	1	1
538	ритма и	2	1
539	в поэтическом	1	1
540	равно как	1	1
541	все то	2	1
542	но когда	1	1
543	поэтому не	1	1
544	и именно	4	1
545	и часто	1	1
546	когда мы	6	1
547	во все	1	1
548	ли не	2	1
549	с его	2	1
550	только о	2	1
551	произведения и	1	1
552	указать на	1	1
553	же самое	5	1
554	следовательно не	1	1
555	должны быть	1	1
556	всего в	1	1
557	вместе с	12	1
558	застывшее в	1	1
559	этого и	1	1
560	например в	1	1
561	по поводу	3	1
562	заставить нас	1	1
563	к ослаблению	1	1
564	что при	3	1
565	со времен	1	1
566	этой точки	1	1
