N	3gram	Vinokur_Ku_1	slovoVRo
1	и т п	18	33
2	не может быть	3	15
3	в отличие от	1	12
4	в этом случае	2	6
5	с одной стороны	1	5
6	к своему предмету	1	5
7	той или иной	1	5
8	в большинстве случаев	1	5
9	по отношению к	8	4
10	в зависимости от	5	4
11	то же время	2	4
12	но все же	2	4
13	в то же	2	4
14	в том что	15	4
15	и там где	1	3
16	с точки зрения	9	3
17	в этом отношении	5	3
18	в собственном смысле	1	3
19	т п все	1	3
20	может быть очень	1	3
21	так и в	2	3
22	несколько слов о	2	2
23	но прежде всего	1	2
24	а вовсе не	1	2
25	в свою очередь	3	2
26	более или менее	3	2
27	и в особенности	1	2
28	до сих пор	4	2
29	хотя бы и	2	2
30	неразрывно связан с	1	2
31	лишь тогда когда	1	2
32	не только в	1	2
33	во всяком случае	5	2
34	приходится иметь дело	1	2
35	в связи с	3	2
36	для того чтобы	15	2
37	и т д	14	2
38	в данном языке	1	1
39	том что она	1	1
40	и может быть	1	1
41	не с одним	1	1
42	кроме того еще	1	1
43	и не в	1	1
44	мы говорим о	1	1
45	на данном языке	1	1
46	т п наконец	1	1
47	в какой мере	1	1
48	иметь в виду	1	1
49	и в смысле	1	1
50	но и более	1	1
51	в этих случаях	1	1
52	том что он	4	1
53	том что оно	2	1
54	со словом как	1	1
55	как например в	1	1
56	и в той	1	1
57	и говорит и	1	1
58	и в то	1	1
59	сами по себе	1	1
60	особенно важное значение	1	1
61	между тем как	1	1
62	только в более	1	1
63	на то что	2	1
64	рано или поздно	2	1
65	обстоит дело в	1	1
66	в применении к	1	1
67	в действии и	1	1
68	жизни в его	1	1
69	xix века это	1	1
70	с помощью самого	1	1
71	при этом на	1	1
72	в письменной речи	1	1
73	но в нем	1	1
74	бы и не	1	1
75	это не значит	1	1
76	если они не	1	1
77	не для того	1	1
78	значение и в	1	1
79	т п например	1	1
80	те или иные	1	1
81	с другой стороны	6	1
82	все то что	1	1
83	именно в том	2	1
84	тем не менее	4	1
85	о том что	5	1
86	в этих областях	1	1
87	того или иного	3	1
88	а в том	2	1
89	во всех этих	1	1
90	себя и для	1	1
91	таким образом в	1	1
92	вместе с ним	1	1
93	не в качестве	1	1
94	и с ним	1	1
95	конкретное содержание этой	1	1
96	вовсе не в	1	1
97	в соединении с	1	1
98	до конца и	1	1
99	связанная с ним	1	1
100	языка как такового	1	1
101	речь идет о	2	1
102	язык в его	1	1
103	для этого необходимо	1	1
104	тех или иных	1	1
105	язык в этом	1	1
106	в русском языке	4	1
107	в них не	1	1
108	всех этих случаях	1	1
109	все это не	3	1
110	не выходят за	1	1
111	свое выражение в	1	1
112	мы увидим что	2	1
113	свой предмет как	1	1
