N	2gram	Medvedev_F_3	Dialekti
1	т е	32	46
2	не есть	4	40
3	и не	30	30
4	или от	1	22
5	а не	17	18
6	и т	11	17
7	ничего не	2	17
8	может быть	25	17
9	то что	8	16
10	т д	6	15
11	и в	27	15
12	как бы	8	14
13	точки зрения	16	14
14	так как	9	14
15	что это	3	13
16	по себе	4	13
17	того что	3	13
18	это не	3	12
19	в этом	18	11
20	говорить о	2	11
21	ясно что	3	11
22	в том	7	11
23	прежде всего	4	11
24	не может	24	11
25	и все	8	11
26	том что	4	10
27	в основе	3	10
28	потому что	7	10
29	с ее	2	10
30	она есть	3	10
31	это и	2	9
32	то же	15	9
33	мы не	4	9
34	было бы	6	9
35	с точки	14	9
36	в виду	3	9
37	и что	3	9
38	уже не	3	9
39	и пр	15	9
40	все это	7	9
41	не в	12	8
42	в себе	3	8
43	не только	9	8
44	ни в	8	8
45	и это	2	8
46	и о	1	8
47	и ее	6	8
48	это значит	2	8
49	должна быть	3	7
50	не просто	1	7
51	что именно	5	7
52	как и	14	7
53	теперь мы	1	7
54	и вообще	1	7
55	ровно ничего	2	7
56	и его	19	7
57	только в	8	7
58	что мы	1	7
59	что он	6	7
60	что в	8	7
61	хотя и	1	6
62	и тем	3	6
63	если бы	12	6
64	в то	7	6
65	же время	7	6
66	что и	2	6
67	так что	1	6
68	вовсе не	28	6
69	и даже	2	6
70	нет ничего	1	6
71	в результате	5	6
72	сказать что	3	6
73	той же	3	5
74	мы имеем	1	5
75	в сущности	2	5
76	и на	3	5
77	с его	2	5
78	только тогда	1	5
79	сама по	1	5
80	в своем	2	5
81	то в	2	5
82	учение о	2	5
83	на то	1	5
84	что она	2	5
85	в нем	15	5
86	есть не	1	5
87	в жизни	11	5
88	выйти за	1	5
89	в ней	5	5
90	на себе	1	5
91	но только	1	5
92	того чтобы	5	5
93	тогда когда	4	5
94	как таковой	3	5
95	в каком	2	5
96	таким образом	18	5
97	о том	4	5
98	в себя	1	5
99	так и	21	5
100	можно сказать	3	5
101	именно в	1	5
102	если мы	7	5
103	и чисто	1	5
104	для того	4	5
105	в смысле	4	5
106	и для	6	5
107	но если	2	5
108	оно есть	1	4
109	хотя бы	6	4
110	что они	5	4
111	в этой	2	4
112	в течение	1	4
113	и как	4	4
114	с их	1	4
115	не как	2	4
116	подобно тому	4	4
117	то ни	4	4
118	и с	3	4
119	этом смысле	2	4
120	с тем	7	4
121	она не	4	4
122	той или	1	4
123	идет речь	1	4
124	еще не	6	4
125	в его	7	4
126	мы должны	2	4
127	мы видим	1	4
128	есть в	1	4
129	ни с	2	4
130	в одном	1	4
131	не о	3	4
