N	2gram	Medvedev_V_1	Formalny
1	и в	2	38
2	в этом	1	27
3	и его	1	21
4	и не	1	20
5	в самом	1	16
6	в шкловский	2	14
7	в том	2	11
8	самом деле	1	8
9	по существу	1	7
10	то же	1	6
11	в их	1	6
12	в шкловского	5	6
13	все время	1	6
14	только в	1	6
15	хотя бы	1	6
16	сводится к	1	5
17	и только	1	5
18	шкловского в	1	5
19	именно в	1	5
20	формализма в	1	4
21	в теории	1	4
22	так как	1	4
23	к этому	1	4
24	значительной степени	1	3
25	главным образом	1	3
26	для них	1	3
27	так в	1	3
28	все дело	1	3
29	для формализма	1	3
30	в значительной	1	3
31	речи и	1	3
32	все это	1	3
33	и то	1	2
34	столь же	1	2
35	а только	1	2
36	том что	2	2
37	потому что	1	2
38	в конце	2	2
39	даже не	1	2
40	конце концов	2	2
41	но это	1	2
42	языка если	1	2
43	говоря о	1	1
44	заводскую параллель	1	1
45	что слово	1	1
46	к созданию	1	1
47	социальных отношений	1	1
48	положением мирового	1	1
49	теории прозы	2	1
50	время в	1	1
51	физиологией речи	1	1
52	внутренние законы	1	1
53	если провести	1	1
54	изменяется слово	1	1
55	интересуюсь не	1	1
56	собственно и	1	1
57	то я	1	1
58	я интересуюсь	1	1
59	и способами	1	1
60	не политикой	1	1
61	я занимаюсь	1	1
62	литературы исследованием	1	1
63	от других	1	1
64	и заключается	1	1
65	и положения	1	1
66	в другом	1	1
67	связанным с	1	1
68	поэтического творчества	1	1
69	теория прозы	3	1
70	теории литературы	1	1
71	своим словесным	1	1
72	не будем	1	1
73	ее ткать	1	1
74	по крайней	1	1
75	образом из	1	1
76	дело в	1	1
77	занимаюсь в	1	1
78	влиянием социальных	1	1
79	далеко не	1	1
80	в пылу	1	1
81	техники и	1	1
82	внутренних законов	1	1
83	слово по	1	1
84	политикой трестов	1	1
85	ясно что	1	1
86	способами ее	1	1
87	только номерами	1	1
88	в шкловским	1	1
89	язык находится	1	1
90	крайней мере	1	1
91	сами формалисты	1	1
92	что язык	1	1
93	методологическую позицию	1	1
94	ведь это	1	1
95	законам связанным	1	1
96	по своим	1	1
97	как же	1	1
98	вещь и	1	1
99	пряжи и	1	1
100	исследованием внутренних	1	1
101	и изменяется	1	1
102	с физиологией	1	1
103	да и	1	1
104	нет есть	1	1
105	находится под	1	1
106	степени уже	1	1
107	под влиянием	1	1
108	параллель то	1	1
109	в книге	3	1
110	законов его	1	1
111	трестов а	1	1
112	провести заводскую	1	1
113	номерами пряжи	1	1
114	не положением	1	1
115	словесным законам	1	1
116	рынка не	1	1
117	слово вещь	1	1
118	его языка	1	1
119	гораздо более	1	1
