N	3gram	Savitsky_E_1	FransuaR
1	то же время	14	5
2	в то же	15	5
3	с одной стороны	8	4
4	в большинстве случаев	2	4
5	большей или меньшей	1	3
6	в этом отношении	3	3
7	в большей или	1	3
8	о котором мы	1	3
9	вместо того чтобы	1	3
10	сказать что в	2	2
11	одной стороны и	6	2
12	с точки зрения	16	2
13	или меньшей степени	1	2
14	в данном случае	2	2
15	и тот же	1	2
16	а также и	1	2
17	во всех этих	1	2
18	но и в	1	2
19	с другой стороны	2	2
20	то есть в	1	2
21	в том что	6	2
22	и прежде всего	3	2
23	и того же	1	1
24	в той или	3	1
25	другой стороны в	1	1
26	большем или меньшем	1	1
27	дело в том	1	1
28	более или менее	1	1
29	один и тот	1	1
30	примыкающих к ним	1	1
31	что же касается	1	1
32	существенное значение в	1	1
33	в нем и	1	1
34	в одной из	1	1
35	плоти и кровь	1	1
36	также и те	1	1
37	и не только	1	1
38	в эту эпоху	1	1
39	в лучшем случае	1	1
40	из того что	2	1
41	и кровь от	1	1
42	на этот вопрос	1	1
43	рано или поздно	2	1
44	в значительной мере	1	1
45	которых мы здесь	1	1
46	мы видим как	1	1
47	было бы неправильно	1	1
48	и для всех	1	1
49	но в то	2	1
50	плоть от плоти	1	1
51	смысле этого слова	1	1
52	она никогда не	1	1
53	в связи с	1	1
54	это один из	1	1
55	друг к другу	1	1
56	большей степени чем	1	1
57	для того чтобы	5	1
58	и примыкающих к	1	1
59	не может быть	2	1
60	мы видели что	1	1
61	в то время	1	1
62	имеет для нас	1	1
63	в значительной степени	1	1
64	заключается в том	2	1
65	та или иная	1	1
66	кровь от крови	1	1
67	от плоти и	1	1
68	в одном из	2	1
69	человеческого рода и	1	1
70	до настоящего времени	1	1
71	и сейчас в	1	1
72	но и для	1	1
73	не только в	4	1
74	той или иной	4	1
75	можно сказать что	3	1
76	одного и того	1	1
77	имеют существенное значение	1	1
78	и в другие	1	1
79	и до настоящего	1	1
80	а именно в	1	1
81	и связанной с	1	1
