N	3gram	Propp_Isto_5	Problema
1	с точки зрения	1	11
2	тем не менее	4	10
3	в том что	2	8
4	это значит что	2	7
5	сам по себе	1	6
6	с другой стороны	8	6
7	по своему содержанию	1	5
8	в данном случае	2	5
9	не только в	2	4
10	во всяком случае	1	4
11	на самом деле	1	3
12	только в том	1	3
13	точно так же	1	3
14	вместе с тем	6	3
15	и тем не	1	3
16	в зависимости от	1	3
17	в связи с	4	3
18	о том что	4	3
19	и т д	18	3
20	потому что он	2	2
21	что перед нами	1	2
22	мы не будем	2	2
23	и в других	1	2
24	в том смысле	1	2
25	в себе и	1	2
26	то время как	1	2
27	не будем здесь	2	2
28	здесь мы имеем	3	2
29	в том чтобы	2	2
30	только в виде	1	2
31	не только для	1	2
32	в одном случае	1	2
33	для того чтобы	3	2
34	в то время	1	2
35	в то же	1	2
36	не сам по	1	2
37	дело не в	1	2
38	здесь как и	1	2
39	но все же	4	1
40	на том что	2	1
41	мы здесь имеем	2	1
42	том чтобы быть	1	1
43	речь только о	1	1
44	более подробном анализе	1	1
45	иметь в виду	1	1
46	это было бы	1	1
47	никак не может	1	1
48	свидетельствует о том	1	1
49	и все эти	1	1
50	о том как	2	1
51	же как и	2	1
52	в нем и	3	1
53	что он не	1	1
54	ведь это не	1	1
55	что не только	1	1
56	том числе и	1	1
57	с этой точки	1	1
58	и тем что	1	1
59	до сих пор	2	1
60	как и его	1	1
61	в ней не	1	1
62	для нас это	1	1
63	к ней и	1	1
64	так же как	3	1
65	если бы мы	2	1
66	или в виде	1	1
67	мы не знаем	2	1
68	с одной стороны	7	1
69	это ясно из	1	1
70	даже если бы	1	1
71	и потому что	1	1
72	что едва ли	1	1
73	не в том	1	1
74	не в виде	1	1
75	вопрос о том	1	1
76	здесь может быть	1	1
77	в том числе	1	1
78	еще и потому	1	1
79	само по себе	1	1
80	но так как	2	1
81	этой точки зрения	1	1
82	этого дерева у	1	1
83	д и т	1	1
84	на себя ее	1	1
85	и вместе с	2	1
86	в свою очередь	1	1
87	и тем самым	1	1
88	но и для	1	1
89	с самого начала	1	1
90	то это было	1	1
91	несмотря на всю	1	1
92	ничего не говорит	1	1
93	на то что	2	1
94	что здесь мы	1	1
95	по себе но	1	1
96	т д и	1	1
97	при более подробном	1	1
98	они могут быть	1	1
99	не в ней	1	1
100	ни на какие	1	1
101	то что здесь	1	1
102	в это время	2	1
103	как и в	2	1
104	не теряет своей	1	1
