N	4gram	Losev_Prob_2	Vladivir
1	то это значит что	2	4
2	только в том случае	2	3
3	в том что в	1	3
4	с одной стороны и	3	2
5	не имеет ничего общего	2	2
6	что бы то ни	1	2
7	а с другой стороны	1	2
8	на самом же деле	1	2
9	и в то же	1	2
10	бы то ни стало	1	2
11	свидетельствует о том что	1	2
12	в то время как	1	2
13	в том случае если	1	2
14	во что бы то	1	2
15	имеет ничего общего с	2	2
16	также и то что	2	2
17	еще и еще раз	1	2
18	и тем не менее	1	1
19	этому поводу необходимо сказать	1	1
20	а это значит что	1	1
21	с такой точки зрения	1	1
22	возможно только в том	1	1
23	какой бы то ни	1	1
24	он тоже не имел	1	1
25	взятое само по себе	1	1
26	в буквальном смысле слова	1	1
27	есть прежде всего система	1	1
28	если иметь в виду	1	1
29	он не был бы	1	1
30	тем не менее он	1	1
31	не что иное как	3	1
32	но вот оказывается что	1	1
33	это вовсе не есть	1	1
34	точно так же и	1	1
35	так или иначе но	1	1
36	мышление если оно не	1	1
37	поводу необходимо сказать что	1	1
38	тоже никуда не годится	1	1
39	так же как и	1	1
40	бы то ни было	1	1
41	и в данном случае	1	1
42	ни в каком смысле	1	1
43	так как иначе он	1	1
44	а иной раз и	1	1
45	по этому поводу необходимо	1	1
46	тем не менее и	1	1
47	этим мы уже встречались	1	1
48	и то что в	1	1
49	то же самое время	4	1
50	в настоящем пункте нашего	1	1
51	по себе уже не	1	1
52	заключается в том что	2	1
53	никуда не годится если	1	1
54	то во всяком случае	2	1
55	а тем не менее	2	1
56	мы должны сказать что	1	1
57	в каком смысле не	1	1
58	в том случае когда	1	1
59	мы пользуемся не только	1	1
60	и ни в каком	1	1
61	в то же самое	4	1
62	речь идет только о	1	1
63	с этим мы уже	1	1
