N	3gram	Trubetskoy_1	slovoVRo
1	то же время	2	12
2	в то же	2	12
3	с точки зрения	8	8
4	не может не	3	5
5	в каждый данный	4	5
6	во всяком случае	2	5
7	каждый данный момент	3	4
8	с одной стороны	2	4
9	с другой стороны	4	4
10	точки зрения на	1	3
11	в зависимости от	1	3
12	в данном случае	3	3
13	более или менее	7	3
14	таким образом в	3	3
15	а между тем	8	2
16	в широком смысле	1	2
17	мы уже сказали	1	2
18	в том и	2	2
19	в этом случае	4	2
20	до сих пор	8	2
21	и не может	1	2
22	в лучшем случае	1	2
23	в основе их	1	2
24	но по существу	1	2
25	одно и то	1	2
26	то время как	1	2
27	в другом случае	1	2
28	в то время	2	2
29	и то же	1	2
30	на том же	1	2
31	том и в	1	2
32	в свою очередь	2	2
33	как бы ни	1	2
34	к тому что	1	2
35	можно было бы	1	2
36	и в том	2	2
37	друг с другом	9	2
38	и в другом	1	2
39	а следовательно и	1	1
40	между прочим в	1	1
41	одной и той	1	1
42	не только по	1	1
43	образом в каждый	1	1
44	дело в том	1	1
45	далеко не исчерпывается	1	1
46	и той же	1	1
47	а затем и	1	1
48	это было бы	1	1
49	которых мы говорили	3	1
50	бы то ни	2	1
51	и в в	1	1
52	рано или поздно	1	1
53	с этой точки	1	1
54	по крайней мере	1	1
55	может быть и	4	1
56	на одном языке	1	1
57	а как бы	1	1
58	переход из одного	1	1
59	может быть не	1	1
60	каждый из этих	2	1
61	то ни было	2	1
62	и с точки	1	1
63	мы не знаем	1	1
64	на задний план	1	1
65	во всех этих	2	1
66	в его сознании	1	1
67	к одному из	1	1
68	так или иначе	5	1
69	всяком случае за	1	1
70	и сам он	1	1
71	потому не может	1	1
72	и ничем не	1	1
73	между всеми этими	1	1
74	о которых мы	3	1
75	не может быть	3	1
76	социальная жизнь и	1	1
77	тем не менее	4	1
78	что они не	1	1
79	о том что	4	1
80	но с другой	1	1
81	и некоторые другие	1	1
82	все эти слова	1	1
83	только в истории	1	1
84	еще далеко не	1	1
85	то есть в	1	1
86	этой точки зрения	1	1
87	и все это	1	1
88	с самого начала	1	1
89	не только не	1	1
90	той же культуры	1	1
91	мы все же	2	1
92	о котором идет	5	1
93	мы видим что	1	1
94	данном случае не	1	1
95	для того чтобы	7	1
96	в том что	15	1
97	друг друга и	1	1
98	как и в	2	1
99	самого начала в	1	1
100	именно потому что	2	1
101	как мы видели	1	1
