N	3gram	Tiupa_Narr_1	FransuaR
1	то же время	3	10
2	в то же	3	10
3	до сих пор	1	8
4	в том что	8	6
5	и в то	1	5
6	как и в	1	4
7	в том числе	6	3
8	не подлежит сомнению	1	3
9	между вещами и	1	3
10	в связи с	2	3
11	третьей и четвертой	1	3
12	более или менее	2	2
13	и в особенности	1	2
14	с точки зрения	2	2
15	бы то ни	3	2
16	том числе и	4	2
17	и др в	1	2
18	как мы видели	1	2
19	в данном случае	4	2
20	с одной стороны	7	2
21	дело в том	1	2
22	о том что	6	2
23	можно сказать что	4	2
24	с другой стороны	4	2
25	существенную роль в	1	2
26	как мы уже	1	2
27	не может быть	5	2
28	и до наших	1	1
29	существенно связаны с	1	1
30	и является в	1	1
31	какой бы то	1	1
32	прежде всего в	1	1
33	а также и	1	1
34	по отношению к	6	1
35	на самом деле	1	1
36	какая бы то	1	1
37	в самом деле	1	1
38	подобно тому как	2	1
39	но в его	1	1
40	том что оно	1	1
41	начала и конца	1	1
42	точку зрения на	1	1
43	хотя оно и	1	1
44	до известной степени	1	1
45	а в той	1	1
46	же время в	1	1
47	в отличие от	5	1
48	во всей его	1	1
49	в этом отношении	3	1
50	картины мира и	1	1
51	или иной степени	1	1
52	том или ином	2	1
53	в той или	2	1
54	может быть и	1	1
55	и то что	1	1
56	что это за	1	1
57	и т.д в	1	1
58	то ни было	3	1
59	и не быть	1	1
60	состоит в том	3	1
61	так и в	1	1
62	в известном смысле	2	1
63	все без исключения	1	1
64	и при этом	1	1
65	там и тогда	1	1
66	что на протяжении	1	1
67	а с другой	1	1
68	в том или	2	1
69	все же не	4	1
70	из которых он	1	1
71	прошлого и будущего	1	1
72	в свое время	1	1
73	до наших дней	1	1
74	только то что	1	1
75	и как бы	1	1
76	они и не	1	1
77	низа и верха	1	1
78	в этом ряду	2	1
79	на протяжении всего	1	1
80	никогда не бывает	1	1
81	картина мира где	1	1
82	включает в себя	1	1
83	и прежде всего	1	1
84	и т.п то	1	1
85	что никогда не	1	1
86	речь идет о	2	1
87	в этой системе	1	1
88	может и не	1	1
89	в этом смысле	1	1
90	можно было бы	2	1
91	оно и не	1	1
92	друг с другом	1	1
93	в этом контексте	1	1
94	в неразрывное единство	1	1
95	в какой-то мере	1	1
96	события так и	1	1
97	к тому же	4	1
98	и какая бы	1	1
99	то же самое	1	1
100	той или иной	4	1
