N	2gram	Tiupa_Lite_2	Hudozhes
1	в мире	9	23
2	в качестве	5	19
3	то есть	5	18
4	состоит в	9	16
5	и не	11	16
6	не только	8	15
7	и в	19	15
8	в том	10	15
9	тогда как	9	13
10	может быть	17	13
11	в частности	4	13
12	при этом	6	12
13	и его	3	12
14	а в	3	12
15	но не	5	11
16	в этом	9	11
17	в себе	6	11
18	я в	7	11
19	эстетического отношения	1	11
20	то же	12	10
21	по отношению	4	10
22	представляет собой	2	10
23	как бы	2	10
24	так и	7	10
25	а не	20	10
26	отношению к	3	10
27	но и	10	10
28	такого рода	9	9
29	точки зрения	4	9
30	в его	4	9
31	в рамках	4	8
32	своего рода	13	8
33	сводится к	1	8
34	произведение искусства	1	8
35	в миропорядке	1	8
36	себя в	6	8
37	присутствия в	2	8
38	я и	4	7
39	отличие от	1	7
40	но в	2	7
41	в принципе	5	7
42	в отличие	1	7
43	в то	9	7
44	или иной	1	7
45	с другой	8	7
46	в искусстве	4	7
47	модус художественности	1	6
48	художественного письма	2	6
49	том что	7	6
50	не в	4	6
51	в основе	2	6
52	же время	9	6
53	по своей	1	6
54	в ее	2	6
55	приводит к	1	6
56	в тексте	1	6
57	не может	9	6
58	что в	4	6
59	в их	3	5
60	в самом	1	5
61	то что	7	5
62	не предполагает	1	5
63	художественного творчества	2	5
64	тем самым	3	5
65	коммуникативного события	2	5
66	художественной деятельности	1	5
67	могут быть	2	5
68	той или	1	5
69	с ее	2	5
70	по сути	1	5
71	картина мира	2	5
72	можно сказать	1	5
73	а также	2	5
74	того что	5	5
75	и одновременно	2	5
76	уже не	2	5
77	и т.п	10	5
78	другой стороны	4	5
79	я с	1	5
80	в нем	3	5
81	героя и	1	5
82	отношения к	1	4
83	и то	3	4
84	мы имеем	1	4
85	место в	1	4
86	жизни как	2	4
87	еще не	2	4
88	как к	3	4
89	сознания в	3	4
90	и как	3	4
91	порядка в	1	4
92	он не	5	4
93	без исключения	1	4
94	в другом	3	4
95	в слове	1	4
96	в этих	1	4
97	в ходе	1	4
98	в своей	1	4
99	не столько	3	4
100	эстетических отношений	2	4
101	лирический герой	10	4
102	личности в	3	4
103	эстетического объекта	1	4
104	говоря словами	1	4
105	и т.д	7	4
106	искусства в	1	4
107	для него	4	4
108	художественный текст	1	4
109	со стороны	3	4
110	к которому	1	4
111	прежде всего	4	4
112	не знает	2	4
113	воспринимающего сознания	1	4
114	произведения искусства	2	4
115	как это	2	4
116	к тому	1	4
117	особого рода	1	4
118	того же	4	3
119	на деле	1	3
120	перед лицом	1	3
121	со своей	2	3
122	в целом	2	3
123	в виду	2	3
124	как правило	3	3
125	конечном счете	5	3
126	герой не	1	3
127	в художественном	2	3
128	как уже	2	3
129	и к	2	3
130	в противоположность	2	3
131	всего лишь	3	3
132	не следует	1	3
133	он должен	1	3
134	одно и	2	3
135	это позиция	1	3
136	эстетическая ситуация	1	3
137	его в	1	3
138	это не	1	3
139	системе ценностей	2	3
140	текст в	1	3
141	как и	10	3
142	иначе говоря	1	3
143	с точки	3	3
144	все прочие	1	3
145	но он	1	3
146	тем не	2	3
147	их в	1	3
148	однако в	6	3
149	в культуре	3	3
150	автора и	1	3
151	в отношении	1	3
152	не менее	6	3
153	в русской	4	3
154	как раз	2	3
155	потому что	2	3
156	в стихотворении	13	3
157	ценностного центра	1	3
158	говорит и	1	3
159	в пределах	1	3
160	так в	5	3
161	читателя в	1	3
162	мог бы	1	3
163	к его	1	3
164	и внешней	1	3
165	произведения как	1	3
166	сути своей	1	3
167	парадигмы художественности	3	3
168	и что	2	3
169	в конечном	5	3
170	что он	3	3
171	во втором	1	3
172	данного текста	1	3
173	во всей	1	3
174	читателя зрителя	1	3
175	творческого акта	1	3
176	человека с	1	3
177	не случайно	4	3
178	в области	4	3
179	являет собой	2	3
180	далеко не	1	3
181	эстетического субъекта	3	3
182	и адресата	1	3
183	зрителя слушателя	1	3
184	в данном	3	3
185	текста как	1	3
186	и для	3	3
187	художественного целого	1	3
188	таким образом	1	3
189	личности и	1	3
190	в свою	1	3
191	и состоит	1	3
192	в таком	1	3
193	в роли	2	3
194	это и	1	2
195	идет о	3	2
196	по преимуществу	2	2
197	к собственной	2	2
198	в году	5	2
199	не вполне	2	2
200	на свою	3	2
201	я не	5	2
202	личности с	1	2
203	и на	6	2
204	причастности к	4	2
205	я на	3	2
206	в чем	1	2
207	но как	2	2
208	свою жизнь	1	2
209	не все	1	2
210	иной эстетической	1	2
211	за пределы	1	2
212	художественное целое	1	2
213	еще один	1	2
214	данный момент	1	2
215	в своем	1	2
216	это тоже	1	2
217	креативного и	1	2
218	в себя	3	2
219	все эти	1	2
220	в нашем	2	2
221	всей своей	3	2
222	право на	3	2
223	в этой	3	2
224	рассказ о	1	2
225	с художественной	1	2
226	писал бахтин	1	2
227	в творческом	1	2
228	на этом	2	2
229	ни был	1	2
230	времени в	1	2
231	полноте и	1	2
232	по мысли	1	2
233	в итоге	1	2
234	коммуникативной стратегии	2	2
235	в них	2	2
236	ведет к	1	2
237	с другими	1	2
238	и некоторые	1	2
239	хх века	8	2
240	эстетической реальности	1	2
241	от себя	1	2
242	и рецептивного	1	2
243	художественного мира	2	2
244	вовсе не	2	2
245	даже в	4	2
246	тому что	1	2
247	одна из	5	2
248	и притом	1	2
249	не могло	1	2
250	классицизма в	1	2
251	стороной жизни	1	2
252	имеем дело	1	2
253	этих двух	1	2
254	внутренней и	1	2
255	не является	2	2
256	без остатка	3	2
257	языка в	1	2
258	числе и	1	2
259	для себя	2	2
260	и о	1	2
261	того чтобы	1	2
262	свою очередь	1	2
263	здесь не	1	2
264	самим собою	1	2
265	к жизни	2	2
266	и сам	2	2
267	что может	1	2
268	о том	2	2
269	при котором	1	2
270	основе своей	1	2
271	коммуникативное событие	3	2
272	существования в	1	2
273	русской литературе	2	2
274	области искусства	2	2
275	однако с	1	2
276	другого в	3	2
277	именно в	1	2
278	а именно	3	2
279	индивидуального бытия	1	2
280	в литературе	1	2
281	является своего	1	2
282	ни к	1	2
283	усматривая в	1	2
284	потребности и	1	2
285	мире и	1	2
286	с одной	7	2
287	есть в	1	2
288	эстетической деятельности	3	2
289	и др	3	2
290	за пределами	1	2
291	с позиций	1	2
292	слова не	1	2
293	одно из	2	2
294	не сумеет	1	2
295	слова в	1	2
296	и прежде	1	2
297	в одном	2	2
298	в пространстве	1	2
299	при всей	2	2
300	у него	2	2
301	способ существования	2	2
302	для того	2	2
303	чем и	1	2
304	соединении с	1	2
305	в финале	1	2
306	в данный	1	2
307	субъекта жизни	2	2
308	а с	1	2
309	себя и	2	2
310	в художественной	3	2
311	такого дискурса	1	2
312	равной степени	2	2
313	одной стороны	6	2
314	мира в	2	2
315	о себе	3	2
316	так же	1	2
317	и потому	1	2
318	в дискурсе	2	2
319	как в	1	2
320	из которых	2	2
321	к бытию	1	2
322	к своему	2	2
323	другого я	1	2
324	с.с аверинцева	1	2
325	и по	1	2
326	жизни в	4	2
327	в контексте	1	2
328	задолго до	1	2
329	во всех	3	2
330	речь идет	3	2
331	художественной культуры	3	2
332	мира и	1	2
333	лирического героя	4	2
334	совершенно иной	1	2
335	с ним	2	2
336	в равной	3	2
337	отношении к	1	2
338	одной из	2	2
339	в романе	1	2
340	от всех	1	2
341	культуры в	1	2
342	из этого	1	2
343	рефлективного традиционализма	2	2
344	том числе	2	2
345	личности а	1	1
346	в сфере	4	1
347	же как	2	1
348	начинается с	1	1
349	е годы	2	1
350	традиции как	2	1
351	то в	2	1
352	здесь и	1	1
353	от своей	1	1
354	отношения между	1	1
355	в строгом	1	1
356	другом стихотворении	1	1
357	едва ли	4	1
358	мышления но	1	1
359	общественных отношений	1	1
360	той же	2	1
361	есть не	1	1
362	жизни по	1	1
363	и себя	1	1
364	случае это	2	1
365	из своих	2	1
366	время от	1	1
367	мира выступает	1	1
368	в литературном	1	1
369	в сущности	3	1
370	ориентирована на	1	1
371	а для	1	1
372	как я	3	1
373	никогда не	3	1
374	но напротив	1	1
375	в каждой	2	1
376	предстает как	1	1
377	революции в	1	1
378	пребывания в	1	1
379	думаю что	1	1
380	не от	1	1
381	хх веке	4	1
382	себя а	1	1
383	столь же	5	1
384	в существовании	1	1
385	бы то	1	1
386	эстетический дискурс	1	1
387	иного рода	1	1
388	стихотворения в	1	1
389	что способно	1	1
390	искусство в	1	1
391	высшей ценностью	1	1
392	себе и	3	1
393	и будет	1	1
394	а слова	1	1
395	обнаруживается при	1	1
396	в е	2	1
397	картины жизни	1	1
398	именовал веком	1	1
399	общий знаменатель	1	1
400	на колени	1	1
401	на основе	1	1
402	в произведениях	1	1
403	отнюдь не	4	1
404	и я	1	1
405	в истории	2	1
406	это мир	1	1
407	более чем	1	1
408	соответствующего жанра	1	1
409	перед читателем	1	1
410	от содержания	1	1
411	поэта перед	1	1
412	ценностный центр	1	1
413	эстетической ситуации	2	1
414	с некоторыми	1	1
415	о жизни	1	1
416	авторская позиция	1	1
417	мира можно	1	1
418	личностного я	1	1
419	что по	1	1
420	по утверждению	1	1
421	тем же	3	1
422	роли ценностного	1	1
423	самом начале	1	1
424	и свою	1	1
425	от этого	1	1
426	искусство и	1	1
427	видится не	1	1
428	доверия к	1	1
429	только то	1	1
430	что это	1	1
431	за это	1	1
432	литературный текст	1	1
433	в известном	1	1
434	нас на	1	1
435	объективности жизни	1	1
436	во многих	1	1
437	двух других	1	1
438	после чего	1	1
439	на то	1	1
440	в случае	1	1
441	духовной культуры	2	1
442	исходит из	1	1
443	в классическом	1	1
444	в статье	1	1
445	своего другого	3	1
446	трагическое есть	1	1
447	с нашим	1	1
448	на земле	1	1
449	свое время	2	1
450	горького мать	1	1
451	подобно тому	2	1
452	образа и	1	1
453	или иных	1	1
454	не бывает	2	1
455	мы обнаруживаем	1	1
456	то ни	1	1
457	а затем	2	1
458	свое имя	1	1
459	речь в	2	1
460	а по	1	1
461	не с	3	1
462	парадигма художественности	2	1
463	его личности	1	1
464	ответственность за	1	1
465	и иных	2	1
466	было бы	2	1
467	и где	1	1
468	например с	1	1
469	провел с	1	1
470	в жизни	2	1
471	нет в	2	1
472	рядом с	1	1
473	соответствии с	2	1
474	мира где	1	1
475	творческий акт	2	1
476	первые два	1	1
477	он и	2	1
478	его носителя	1	1
479	как целого	1	1
480	произведение оно	1	1
481	эстетическим субъектом	1	1
482	и сосредоточенности	1	1
483	от своего	1	1
484	индивидуальной жизни	1	1
485	в такой	2	1
486	ибо праздник	1	1
487	творческой рефлексии	2	1
488	и без	2	1
489	в единстве	1	1
490	и читателя	2	1
491	себе а	1	1
492	частного бытия	1	1
493	до последнего	1	1
494	от его	1	1
495	не разложимое	1	1
496	не путем	1	1
497	предполагает не	1	1
498	по характеристике	2	1
499	стать самим	1	1
500	тексте не	1	1
501	по крайней	2	1
502	в конце	2	1
503	этой внутренней	1	1
504	в историческом	1	1
505	случае мы	1	1
506	жизни ее	1	1
507	то с	2	1
508	есть деятельность	1	1
509	поэтому у	1	1
510	веком героев	1	1
511	из нас	2	1
512	все мы	1	1
513	не имеет	1	1
514	но только	2	1
515	которых и	1	1
516	каждый из	4	1
517	того и	1	1
518	казалось бы	1	1
519	коллективного или	1	1
520	только и	1	1
521	широте на	1	1
522	причастностью к	1	1
523	есть культура	1	1
524	с этих	1	1
525	с читателем	2	1
526	и теперь	1	1
527	связи с	1	1
528	стихотворение не	1	1
529	из того	2	1
530	не по	2	1
531	и оказывается	1	1
532	материнской любви	1	1
533	однако это	1	1
534	этих позиций	1	1
535	о счастье	1	1
