N	3gram	Losev_Prob_4	Istorich
1	с другой стороны	6	8
2	и т д	3	8
3	с одной стороны	1	7
4	в том что	8	5
5	до сих пор	1	4
6	здесь мы имеем	2	4
7	не только в	4	4
8	о том что	3	4
9	мы имеем в	1	4
10	о том как	1	3
11	вместе с тем	3	3
12	в данном случае	5	3
13	то время как	2	3
14	но так как	1	3
15	в то время	2	3
16	потому что он	2	2
17	отсюда видно что	1	2
18	мы не будем	2	2
19	только то что	1	2
20	точно так же	3	2
21	сих пор мы	1	2
22	во всяком случае	4	2
23	но все же	1	2
24	можно было бы	4	2
25	как и в	1	2
26	должны были бы	1	1
27	на том что	1	1
28	что иное как	2	1
29	в чистом виде	2	1
30	еще далеко не	1	1
31	мы хотели бы	2	1
32	только потому что	1	1
33	это то что	1	1
34	то это значит	1	1
35	ее себе в	1	1
36	более или менее	2	1
37	во всех религиях	1	1
38	одна к другой	1	1
39	в том числе	1	1
40	том что он	1	1
41	ли сказать что	1	1
42	нам кажется что	1	1
43	же как и	1	1
44	можно ли сказать	2	1
45	то и другое	3	1
46	и не может	1	1
47	в таком случае	1	1
48	в зависимости от	3	1
49	т д мы	1	1
50	не так просто	1	1
51	совершенно ясно что	1	1
52	том числе и	1	1
53	на первый взгляд	1	1
54	к мысли о	1	1
55	с этой точки	1	1
56	и тем не	3	1
57	и то что	1	1
58	если бы ему	1	1
59	одно и то	1	1
60	все эти черты	1	1
61	можно сказать о	1	1
62	мы имеем например	1	1
63	уничтожение его в	1	1
64	так же как	1	1
65	вообще не существует	1	1
66	а также и	2	1
67	всяком случае не	1	1
68	это не значит	1	1
69	в том смысле	2	1
70	этой точки зрения	1	1
71	есть не что	2	1
72	мы видим и	1	1
73	том смысле что	1	1
74	так и в	1	1
75	и вместе с	1	1
76	как мы только	1	1
77	но это только	1	1
78	то что не	1	1
79	это значит что	7	1
80	и тем самым	1	1
81	к выводу что	1	1
82	и тем более	2	1
83	как нам кажется	1	1
84	нет ни в	1	1
85	не менее в	1	1
86	несмотря на все	1	1
87	на то что	1	1
88	еще не вполне	1	1
89	не значит что	1	1
90	не что иное	2	1
91	прежде всего является	1	1
92	тем не менее	10	1
93	в сравнении с	2	1
94	для того чтобы	2	1
95	здесь не в	2	1
96	здесь как и	2	1
97	мы только что	1	1
