N	2gram	Propp_Russ_1	Formalny
1	т е	17	34
2	и в	36	24
3	в его	2	23
4	и не	6	20
5	так и	7	18
6	и пр	2	17
7	точки зрения	3	16
8	не может	4	16
9	в этом	12	15
10	в нем	2	14
11	может быть	8	14
12	таким образом	6	13
13	на почве	1	13
14	с точки	3	13
15	и т	10	12
16	в своем	3	11
17	как и	10	11
18	в их	4	11
19	не менее	3	11
20	в ней	2	10
21	то же	3	10
22	настоящее время	3	10
23	и ее	1	10
24	и его	1	10
25	и их	4	10
26	а не	2	10
27	в настоящее	3	10
28	в то	1	9
29	и потому	2	9
30	все это	6	9
31	и на	10	8
32	как в	5	8
33	т д	9	8
34	и с	2	8
35	то что	6	8
36	в свою	3	8
37	на самом	2	7
38	должна быть	1	7
39	не только	22	7
40	место в	1	7
41	жизни и	1	7
42	до конца	2	7
43	но и	16	7
44	еще не	4	6
45	самом деле	1	6
46	отнюдь не	2	6
47	в целом	2	6
48	все эти	2	6
49	в этой	1	6
50	как бы	5	6
51	входит в	4	6
52	она не	2	6
53	свою очередь	2	6
54	на основе	1	6
55	в пределах	1	6
56	и здесь	2	6
57	в том	17	6
58	было бы	1	6
59	как это	8	6
60	направления в	2	6
61	форм и	1	6
62	и все	1	6
63	а в	9	6
64	бы ни	1	5
65	во всех	4	5
66	но в	2	5
67	при этом	6	5
68	не могло	1	5
69	и до	2	5
70	у нас	8	5
71	должны быть	1	5
72	как мы	10	5
73	что бы	1	5
74	того что	4	5
75	только на	3	5
76	и др	4	5
77	на западе	2	4
78	с его	1	4
79	по отношению	1	4
80	в истории	1	4
81	независимо от	2	4
82	и к	3	4
83	в которой	1	4
84	главным образом	2	4
85	не как	1	4
86	как на	1	4
87	оно не	1	4
88	при таком	1	4
89	если бы	1	4
90	для этого	2	4
91	мы увидим	8	4
92	всяком случае	1	4
93	т п	1	4
94	в связи	4	4
95	в частности	2	4
96	отношению к	1	4
97	быть и	2	4
98	что в	19	4
99	так же	3	4
100	во всяком	1	4
101	мы не	6	3
102	зависимости от	1	3
103	но не	2	3
104	значение и	2	3
105	в общем	1	3
106	все же	5	3
107	когда он	2	3
108	целый ряд	1	3
109	и как	2	3
110	и наконец	1	3
111	в себе	1	3
112	он не	1	3
113	всех этих	2	3
114	он должен	1	3
115	так например	6	3
116	в каждом	2	3
117	значение в	1	3
118	на все	2	3
119	его в	1	3
120	в жизни	2	3
121	в них	6	3
122	н веселовского	3	3
123	они не	1	3
124	но для	1	3
125	не о	1	3
126	в основе	1	3
127	связи с	4	3
128	не по	1	3
129	к тому	4	3
130	жизнь и	1	3
131	же происходит	1	3
132	влияние на	1	3
133	наконец в	1	3
134	один из	8	3
135	в большинстве	2	3
136	и других	7	3
137	в особенности	2	3
138	в области	3	3
139	не было	2	3
140	и непосредственно	2	3
141	его как	2	3
142	в россии	4	3
143	направление в	1	3
144	этого слова	3	3
145	в основном	3	3
146	но это	4	3
147	же в	1	3
148	а н	18	3
149	между ними	1	3
150	что он	1	3
151	думать что	3	3
152	и методы	1	2
153	и развитие	1	2
154	же как	1	2
155	чтобы не	1	2
156	и это	1	2
157	тех же	1	2
158	оно было	1	2
159	в году	2	2
160	вопрос о	1	2
161	всем этим	1	2
162	а только	1	2
163	эта связь	1	2
164	с этим	2	2
165	к новому	1	2
166	однако не	1	2
167	от этого	1	2
168	не приходится	1	2
169	в нашем	2	2
170	и те	3	2
171	том чтобы	1	2
172	и более	2	2
173	эта же	1	2
174	но все	3	2
175	так называемым	1	2
176	это не	10	2
177	ни в	1	2
178	с тем	8	2
179	мы видели	1	2
180	их на	4	2
181	не так	1	2
182	таким же	3	2
183	что было	1	2
184	этой работы	2	2
185	виду что	1	2
186	следовательно и	1	2
187	ничего не	3	2
188	одна из	4	2
189	к ней	2	2
190	от того	1	2
191	его с	4	2
192	если же	1	2
193	значения и	2	2
194	всего этого	1	2
195	приводит к	3	2
196	не с	3	2
197	каждого из	1	2
198	еще в	4	2
199	с ним	2	2
200	и что	4	2
201	или на	3	2
202	в различных	2	2
203	между тем	7	2
204	что и	7	2
205	во всей	1	2
206	нет он	1	2
207	только в	4	2
208	уже не	6	2
209	не можем	3	2
210	не дает	1	2
211	большинстве случаев	2	2
212	его и	2	2
213	не связанных	1	2
214	точка зрения	1	2
215	в одном	3	2
216	и должна	1	2
217	они становятся	1	2
218	и самый	1	2
219	не на	2	2
220	пр и	1	2
221	но есть	2	2
222	под влиянием	1	2
223	вместе с	10	2
224	целом ряде	1	2
225	по существу	4	2
226	к которому	1	2
227	прежде чем	1	2
228	в своих	2	2
229	но эта	1	2
230	только как	1	2
231	они были	2	2
232	ко времени	3	2
233	это та	1	2
234	нас не	2	2
235	ту же	1	1
236	можно говорить	2	1
237	научное значение	2	1
238	к материалу	2	1
239	также и	1	1
240	например в	2	1
241	в объяснении	1	1
242	мы здесь	1	1
243	к вопросу	2	1
244	между двумя	2	1
245	в первом	1	1
246	из самых	1	1
247	по преимуществу	1	1
248	мы уже	1	1
249	в и	17	1
250	которую мы	1	1
251	не во	1	1
252	время от	1	1
253	происходило в	1	1
254	в самих	2	1
255	ему в	1	1
256	направлением в	1	1
257	кто же	1	1
258	значения это	1	1
259	в каждой	1	1
260	это время	2	1
261	дальнейшее развитие	1	1
262	и определяется	1	1
263	ней как	1	1
264	не был	1	1
265	в чем	1	1
266	совершенно по-новому	1	1
267	не имеющий	1	1
268	совсем не	1	1
269	в данном	1	1
270	тогда как	2	1
271	иногда и	5	1
272	были не	1	1
273	обряды и	2	1
274	в м	1	1
275	и соответствующих	1	1
276	общего с	1	1
277	определить в	1	1
278	и различные	1	1
279	что касается	1	1
280	перед нами	1	1
281	хотя и	2	1
282	увидим что	1	1
283	основное в	1	1
284	в этот	10	1
285	значения как	1	1
286	та же	2	1
287	из этих	4	1
288	еще далеко	1	1
289	так в	4	1
290	может считаться	1	1
291	как он	2	1
292	на то	1	1
293	наблюдаем в	1	1
294	в двери	1	1
295	противном случае	1	1
296	по-видимому не	1	1
297	тем не	3	1
298	в первой	1	1
299	не значит	2	1
300	состоит в	8	1
301	ее своей	1	1
302	как поэтический	1	1
303	это значение	1	1
304	и по	8	1
305	на этом	3	1
306	они должны	1	1
307	связанных с	1	1
308	и определить	1	1
309	на этой	2	1
310	уже знаем	1	1
311	должен был	1	1
312	и тем	1	1
313	изображения не	1	1
314	и каждый	1	1
315	только одно	1	1
316	для них	3	1
317	нет в	1	1
318	формах в	1	1
319	на всякой	1	1
320	далеко не	3	1
321	он и	1	1
322	значение как	1	1
323	такой же	2	1
324	смысл и	1	1
325	в этих	3	1
326	мы попытаемся	2	1
327	или вообще	1	1
328	и другие	13	1
329	что между	1	1
330	что если	1	1
331	к тем	3	1
332	еще менее	1	1
333	этому же	2	1
334	не столько	1	1
335	в первый	4	1
336	в отличие	1	1
337	своего рода	3	1
338	но здесь	1	1
339	в силу	2	1
340	такую же	1	1
341	и эти	1	1
342	не знает	1	1
343	тому что	4	1
344	этом не	1	1
345	всех их	1	1
346	иной раз	1	1
347	для каждого	1	1
348	не имеет	6	1
349	если в	3	1
350	здесь на	1	1
351	к этим	1	1
352	и сама	1	1
353	к изучению	1	1
354	но вместе	1	1
355	говорить о	1	1
356	его от	2	1
357	и без	1	1
358	место во	1	1
359	на себя	2	1
360	в русском	4	1
361	п в	13	1
362	на природу	1	1
363	жизни как	1	1
364	потому что	10	1
365	на которой	1	1
366	было не	1	1
367	только с	1	1
368	этом отношении	1	1
369	что на	4	1
370	и из	3	1
371	которое как	1	1
372	в духе	1	1
373	вопросу об	1	1
374	не могут	1	1
375	следует еще	1	1
376	могут быть	2	1
377	же что	1	1
378	содержанием и	1	1
379	более широкой	1	1
380	этих сборников	1	1
381	его значение	1	1
382	например на	1	1
383	поэзии как	1	1
384	в работах	1	1
385	ничего общего	2	1
386	необходимо изучить	1	1
387	основываясь на	1	1
388	и о	1	1
389	творчества а	1	1
390	и сами	1	1
391	ни одно	2	1
392	данном случае	1	1
393	необходимо еще	1	1
394	только при	1	1
395	тем это	1	1
396	у разных	1	1
397	так на	2	1
398	мы наблюдаем	2	1
399	однако эта	1	1
400	слова а	1	1
401	если они	1	1
402	что у	2	1
403	в образе	2	1
404	здесь он	1	1
405	было в	1	1
406	что также	1	1
407	и всегда	1	1
408	подойти к	2	1
409	что дело	1	1
410	что от	2	1
411	думает что	1	1
412	с этого	6	1
413	в отдельных	1	1
414	широкой и	1	1
415	чем их	1	1
416	что каждый	1	1
417	его труд	3	1
418	и просто	1	1
419	можно сказать	1	1
420	а также	3	1
421	они ничего	1	1
422	их отличиях	1	1
423	как они	2	1
424	связь между	2	1
425	в отрыве	1	1
426	от них	3	1
427	и во	1	1
428	должно было	2	1
429	в форме	1	1
430	исторического развития	1	1
431	в свете	2	1
432	с а	1	1
433	вопросов и	1	1
434	видим что	1	1
435	как из	1	1
436	к нему	1	1
437	в двух	1	1
438	мы видим	2	1
439	согласиться с	1	1
440	и действительно	1	1
441	очень много	1	1
442	который в	1	1
443	с которыми	1	1
444	так что	2	1
445	сколько в	1	1
446	борьбы с	2	1
447	же но	1	1
448	слова в	3	1
449	в виде	6	1
450	за счет	2	1
451	влиянием в	1	1
452	из них	8	1
453	мы знаем	1	1
454	представить себе	1	1
455	и нового	2	1
456	с этими	1	1
457	так как	15	1
458	но что	2	1
459	у него	2	1
460	отличие от	1	1
461	и обряды	3	1
462	же деле	1	1
463	существует независимо	1	1
464	к самым	1	1
465	не были	2	1
466	как у	1	1
467	но ни	2	1
468	что они	7	1
469	во второй	1	1
470	а с	4	1
471	этой роли	1	1
472	что не	1	1
473	что для	1	1
474	чем только	1	1
475	те кто	1	1
476	связано с	1	1
477	самом же	1	1
478	к таким	3	1
479	однако и	1	1
480	так называемой	3	1
481	возвращаясь к	1	1
482	там где	2	1
483	в изучении	2	1
484	или с	1	1
485	несмотря на	3	1
486	и теми	1	1
487	представления о	1	1
488	деле это	1	1
489	его на	1	1
490	из которых	1	1
491	по своему	1	1
492	по поводу	1	1
493	видя в	1	1
494	не дают	1	1
495	они могли	2	1
496	наряду с	1	1
497	в той	1	1
498	значения их	1	1
499	мы остановимся	1	1
