N	2gram	Ircho_Kome_2	Istorich
1	и в	26	28
2	и т	2	25
3	может быть	11	25
4	а не	1	15
5	не может	3	15
6	никогда не	1	14
7	мы имеем	2	13
8	для нас	3	13
9	то же	3	12
10	не только	7	12
11	что в	9	12
12	мы видим	1	11
13	только в	4	11
14	мы не	2	10
15	все же	4	10
16	и что	2	10
17	что он	5	10
18	но и	10	10
19	прежде всего	4	10
20	т е	1	10
21	не в	2	9
22	так и	12	9
23	о том	6	9
24	то что	6	9
25	в том	11	9
26	и не	14	9
27	в этом	10	8
28	но в	3	8
29	что это	4	8
30	таким образом	6	8
31	не всегда	2	8
32	если бы	9	8
33	в ней	3	7
34	это не	2	7
35	еще не	6	7
36	и здесь	6	7
37	так же	1	7
38	том что	9	7
39	было бы	8	7
40	в этих	4	7
41	а в	3	7
42	в этой	3	6
43	о смерти	1	6
44	его в	4	6
45	тем не	1	6
46	не менее	4	6
47	к тому	12	6
48	что и	7	6
49	вслед за	2	6
50	так как	4	6
51	с другой	2	6
52	вместе с	9	6
53	когда он	1	6
54	из дома	1	6
55	например в	3	5
56	вопрос о	3	5
57	в своем	6	5
58	более или	1	5
59	что она	2	5
60	в силу	2	5
61	по существу	1	5
62	их в	1	5
63	или менее	1	5
64	на основе	1	5
65	можно было	4	5
66	восходит к	4	5
67	из дому	3	5
68	в его	4	5
69	но не	3	5
70	показывают что	1	5
71	в качестве	5	5
72	в одном	2	5
73	до сих	2	5
74	к которому	1	5
75	попадает в	1	5
76	сих пор	2	5
77	или в	3	5
78	не должен	1	5
79	не знает	1	5
80	сказать что	1	5
81	другой стороны	1	5
82	и даже	1	4
83	и для	4	4
84	и на	7	4
85	между собой	1	4
86	то мы	1	4
87	как правило	3	4
88	чем это	2	4
89	не все	1	4
90	с этим	5	4
91	представляет собой	1	4
92	все эти	1	4
93	но все	3	4
94	об этом	2	4
95	и с	5	4
96	с тем	5	4
97	как и	4	4
98	даже в	2	4
99	в основе	1	4
100	связи с	3	4
101	иногда не	1	4
102	в пределах	1	4
103	так в	2	4
104	означает что	1	4
105	детей и	1	4
106	с одной	2	4
107	потому что	6	4
108	так что	5	4
109	в большинстве	1	4
110	большинстве случаев	1	4
111	мы знаем	3	4
112	один из	5	4
113	связь с	1	4
114	одной стороны	2	4
115	там где	1	4
116	друг с	2	4
117	как будто	4	4
118	все это	3	4
119	в связи	3	4
120	хотя бы	2	4
121	обстоит дело	1	4
122	и другие	2	4
123	по отдельным	2	3
124	время как	2	3
125	ему в	1	3
126	то это	2	3
127	там и	1	3
128	по отношению	3	3
129	не просто	1	3
130	ход действия	1	3
131	очень много	1	3
132	на этом	2	3
133	же не	2	3
134	в другом	1	3
135	из них	7	3
136	не с	1	3
137	и тогда	1	3
138	во время	6	3
139	нас не	1	3
140	в котором	3	3
141	в их	3	3
142	это дело	1	3
143	бы быть	1	3
144	что например	1	3
145	по себе	1	3
146	эта мысль	1	3
147	в то	6	3
148	того как	3	3
149	с другом	2	3
150	знаем их	1	3
151	должен быть	1	3
152	как мы	4	3
153	действия и	1	3
154	в образе	3	3
155	или на	2	3
156	в которую	1	3
157	представления о	2	3
158	в современной	1	3
159	в какой	2	3
160	и его	12	3
161	если мы	1	3
162	следовало бы	1	3
163	в начале	4	3
164	и их	3	3
165	то время	3	3
166	тем что	3	3
167	именно в	1	3
168	как это	4	3
169	из которых	3	3
170	наряду с	6	3
171	что же	1	3
172	будто бы	1	3
173	отношению к	3	3
174	точно так	1	3
175	отношения к	1	2
176	одним из	2	2
177	в доме	6	2
178	по его	1	2
179	а для	1	2
180	не вполне	2	2
181	это время	3	2
182	большей частью	1	2
183	к своему	1	2
184	столь же	9	2
185	бы то	2	2
186	во всех	3	2
187	то он	1	2
188	значение и	1	2
189	ответ на	3	2
190	должны были	1	2
191	отличие от	2	2
192	первый взгляд	1	2
193	как в	3	2
194	однако не	1	2
195	как уже	1	2
196	и как	1	2
197	в действительности	2	2
198	от этого	2	2
199	за собой	2	2
200	в целом	4	2
201	в тех	3	2
202	которые в	2	2
203	в очень	1	2
204	не более	2	2
205	в себе	1	2
206	как он	3	2
207	и если	2	2
208	в нем	6	2
209	он не	2	2
210	том чтобы	1	2
211	то ни	2	2
212	а затем	5	2
213	эти факты	1	2
214	а по	1	2
215	по смыслу	1	2
216	на пять	1	2
217	и мы	1	2
218	но уже	1	2
219	ни одной	1	2
220	мы видели	1	2
221	ведет к	1	2
222	на первый	1	2
223	для него	1	2
224	но если	3	2
225	в отличие	2	2
226	нет необходимости	2	2
227	только для	1	2
228	в эпоху	1	2
229	однако в	2	2
230	в древней	4	2
231	но они	1	2
232	как о	1	2
233	самого начала	1	2
234	одна из	2	2
235	что их	2	2
236	по своей	1	2
237	в могилу	1	2
238	не по	4	2
239	такие случаи	1	2
240	на улицу	1	2
241	всего в	2	2
242	в области	1	2
243	своего отца	2	2
244	отказаться от	1	2
245	на это	2	2
246	всех случаях	1	2
247	вывод что	1	2
248	в ее	2	2
249	мысль о	1	2
250	с самого	2	2
251	приводит к	1	2
252	правило в	2	2
253	за то	4	2
254	ясно что	8	2
255	еще в	4	2
256	с ним	1	2
257	ничего не	1	2
258	но мы	1	2
259	в пользу	2	2
260	там же	1	2
261	нас в	1	2
262	между тем	4	2
263	во всей	1	2
264	попадает к	1	2
