N	3gram	Losev_Dial_1	KFilosof
1	не может быть	3	11
2	с точки зрения	12	10
3	мир в котором	1	4
4	в чем не	1	4
5	ни в чем	2	4
6	в данный момент	1	3
7	и в своей	1	3
8	на самом деле	2	3
9	в этом смысле	3	3
10	не было бы	2	3
11	и в этом	3	3
12	это не есть	1	3
13	в этом его	1	2
14	то что я	2	2
15	в нем нельзя	1	2
16	ничего общего не	1	2
17	это значило бы	1	2
18	то или иное	2	2
19	все это суть	1	2
20	во всех этих	1	2
21	бы и не	1	2
22	и ни в	2	2
23	ни в каком	8	2
24	то же время	4	2
25	вовсе не есть	1	2
26	в котором мы	1	2
27	той или иной	3	2
28	в то же	4	2
29	тем не менее	1	2
30	в том что	7	2
31	то все же	1	1
32	это уже не	1	1
33	на то что	4	1
34	то прежде всего	1	1
35	чего не было	1	1
36	его жизни в	1	1
37	ровно ничего не	3	1
38	не зависит от	1	1
39	и может быть	1	1
40	не станет утверждать	1	1
41	а с точки	2	1
42	но все это	2	1
43	только в том	1	1
44	не есть для	1	1
45	и та же	2	1
46	ничего не знаю	1	1
47	зрения той или	1	1
48	нет и как	1	1
49	но это не	1	1
50	самого по себе	2	1
51	и всех категорий	1	1
52	она может быть	1	1
53	несмотря на то	2	1
54	и не в	1	1
55	это не имеет	1	1
56	и тем не	1	1
57	может быть и	3	1
58	и в то	2	1
59	свой смысл и	1	1
60	это и не	1	1
61	можно сказать только	1	1
62	не потому что	1	1
63	значит ли это	2	1
64	но в то	1	1
65	все эти бесконечные	1	1
66	в себе момент	1	1
67	отношении к нему	1	1
68	отношения к ним	1	1
69	отнюдь не вытекает	1	1
70	там где есть	1	1
71	я могу быть	1	1
72	значило бы что	1	1
73	с ним и	1	1
74	не в том	1	1
75	в сознании в	1	1
76	это не значит	1	1
77	дело в том	1	1
78	во всяком случае	2	1
79	одна и та	2	1
80	я не могу	1	1
81	для того чтобы	1	1
82	бы не было	1	1
83	не нужен в	1	1
84	было бы совершенно	1	1
85	в нем нет	3	1
86	по себе а	2	1
87	это-то и есть	1	1
88	никогда не может	2	1
89	само по себе	5	1
90	и не должен	1	1
91	же с точки	1	1
92	в корне искажает	1	1
93	он не имеет	1	1
94	котором мы живем	1	1
95	для нее и	1	1
96	не было ни	1	1
97	если бы не	1	1
98	когда мы говорим	1	1
99	в то или	1	1
100	ли это что	2	1
101	к тому что	2	1
102	не значит что	3	1
103	мы живем и	2	1
104	и в нем	2	1
105	дело не в	1	1
106	а именно в	1	1
107	ясно что это	1	1
108	конечно это не	1	1
109	точки зрения той	1	1
110	совершенно не зависит	1	1
111	то же самое	1	1
112	не имеет смысла	1	1
113	не есть просто	1	1
