N	3gram	Bakhtin_Fr_4	Myslijsy
1	в том что	1	7
2	не может быть	1	5
3	о том что	2	5
4	то же самое	1	4
5	до сих пор	1	4
6	и то что	1	4
7	можно сказать что	1	4
8	для того чтобы	3	4
9	на самом деле	1	3
10	с точки зрения	2	3
11	в том случае	1	3
12	то же время	8	3
13	в то же	8	3
14	таким образом что	1	2
15	и до сих	1	2
16	подобно тому как	3	2
17	в том же	1	2
18	до известной степени	1	2
19	в данном случае	1	2
20	это не значит	1	2
21	один и тот	2	2
22	мы можем судить	1	2
23	и как бы	1	2
24	то есть в	2	2
25	что и в	1	2
26	в большинстве случаев	5	2
27	можем сказать что	1	2
28	и тот же	2	2
29	а следовательно и	1	1
30	лицом к лицу	1	1
31	и к тому	1	1
32	и того же	1	1
33	дело в том	1	1
34	как было сказано	1	1
35	она так же	1	1
36	в том числе	3	1
37	со всех сторон	1	1
38	было сказано выше	1	1
39	образом в словах	1	1
40	том случае если	1	1
41	в виду что	1	1
42	но и в	3	1
43	таким образом все	2	1
44	в этом отношении	1	1
45	в таком же	1	1
46	даже и в	1	1
47	и не может	1	1
48	другой стороны в	1	1
49	большую роль в	1	1
50	это значение в	1	1
51	может быть и	1	1
52	в это время	1	1
53	нет и не	1	1
54	в первый раз	1	1
55	можем судить о	1	1
56	мы не знаем	1	1
57	с одной стороны	2	1
58	на первый взгляд	1	1
59	смысле этого слова	1	1
60	в связи с	1	1
61	в свою очередь	1	1
62	уже и в	1	1
63	с другой стороны	3	1
64	того что у	1	1
65	в той же	1	1
66	таким образом в	3	1
67	что мы уже	1	1
68	же самое что	1	1
69	в то время	2	1
70	непосредственной связи с	1	1
71	и в отдельных	1	1
72	но в этой	1	1
73	с самого начала	3	1
74	так как слово	1	1
75	том числе и	2	1
76	что это не	1	1
77	одного и того	1	1
78	мы уже не	1	1
79	не без влияния	1	1
80	и все что	1	1
81	но в качестве	1	1
82	мы видели что	1	1
