N	3gram	Bakhtin_Fr_5	TeoriaLi
1	по отношению к	1	8
2	в отличие от	2	7
3	в том что	6	6
4	то же время	9	6
5	в то же	9	6
6	в данном случае	2	5
7	в конечном счете	1	4
8	тем не менее	1	3
9	можно сказать что	2	3
10	в свою очередь	1	3
11	той или иной	1	3
12	и того же	1	2
13	что в основе	1	2
14	с точки зрения	2	2
15	но он не	1	2
16	не могло быть	1	2
17	в самом начале	1	2
18	одного и того	1	2
19	не может быть	2	2
20	как и в	1	2
21	эту свободу и	1	1
22	вещами и ценностями	1	1
23	том что в	1	1
24	в той или	1	1
25	но он в	1	1
26	дело в том	2	1
27	по ту сторону	1	1
28	в том числе	4	1
29	одним из древнейших	1	1
30	в одной из	2	1
31	и для других	1	1
32	что он должен	1	1
33	и в то	1	1
34	ни в коем	1	1
35	можно говорить о	2	1
36	что он не	1	1
37	как это ни	1	1
38	том числе и	2	1
39	также что в	1	1
40	в основе своей	1	1
41	и др в	2	1
42	он ни был	1	1
43	в коем случае	1	1
44	одной из своих	1	1
45	из этих двух	1	1
46	может быть и	1	1
47	до известной степени	4	1
48	в значительной степени	1	1
49	между вещами и	1	1
50	в себя и	1	1
51	и в этой	1	1
52	нового времени в	1	1
53	в связи с	5	1
54	своей полноте и	1	1
55	так же точно	1	1
56	как бы в	2	1
57	так же как	4	1
58	он оказывается в	1	1
59	в следующей главе	1	1
60	в то время	2	1
61	в одном случае	1	1
62	в истории литературы	1	1
63	о том что	1	1
64	включает в себя	1	1
65	и прежде всего	3	1
66	но в то	5	1
67	именно потому что	1	1
68	в большинстве случаев	2	1
69	у нее нет	2	1
70	но дело в	1	1
71	для того чтобы	6	1
72	же точно и	1	1
73	о мире и	1	1
74	к тому же	2	1
75	мира и его	1	1
76	он не только	2	1
