N	2gram	Bakhtin_Fr_2	Otkroven
1	о человеке	2	29
2	у него	2	22
3	и в	49	19
4	но и	13	13
5	и не	15	13
6	в этом	15	12
7	не в	1	11
8	не только	17	11
9	может быть	5	11
10	а не	1	11
11	человека и	3	10
12	в нем	9	10
13	и все	3	10
14	в самой	2	9
15	прежде всего	19	9
16	не было	4	9
17	в человеке	1	9
18	никогда не	5	9
19	потому что	1	9
20	он был	2	8
21	и он	1	8
22	он всегда	1	7
23	в его	18	7
24	он не	1	7
25	лишь в	4	7
26	до конца	2	7
27	ни с	1	7
28	но он	6	7
29	как и	11	6
30	все это	9	6
31	отношение к	8	5
32	в том	3	5
33	в самом	3	5
34	в этой	10	5
35	для него	9	5
36	в творчестве	6	5
37	о его	1	5
38	а в	4	5
39	то что	6	5
40	с его	5	4
41	все эти	7	4
42	на земле	3	4
43	в самую	1	4
44	что не	1	4
45	не может	7	4
46	того чтобы	2	4
47	есть лишь	1	4
48	и его	17	4
49	всегда есть	1	4
50	что в	2	4
51	и есть	1	3
52	о том	3	3
53	еще не	2	3
54	к нему	3	3
55	человек был	1	3
56	было бы	3	3
57	того что	1	3
58	что он	3	3
59	и ее	1	3
60	в себе	4	3
61	и вот	3	3
62	не могут	1	3
63	для того	1	3
64	что человек	1	3
65	это не	1	3
66	чем на	1	3
67	никто не	2	3
68	природы но	1	3
69	могут быть	2	3
70	как бы	11	3
71	с ним	4	3
72	и от	1	3
73	в этих	4	3
74	хотя бы	1	3
75	в своих	4	3
76	все что	2	3
77	и с	6	2
78	и то	1	2
79	в ее	3	2
80	этого мира	1	2
81	так и	6	2
82	и о	4	2
83	был еще	3	2
84	и на	17	2
85	художественном творчестве	1	2
86	что и	1	2
87	что они	2	2
88	в истории	6	2
89	как к	2	2
90	в своем	5	2
91	все же	7	2
92	и к	4	2
93	и потому	5	2
94	должен был	2	2
95	в которой	1	2
96	он в	1	2
97	учение о	2	2
98	так что	1	2
99	уже в	5	2
100	в единстве	1	2
101	что для	3	2
102	одно из	1	2
103	так как	6	2
104	тем что	4	2
105	даже и	2	2
106	в другом	2	2
107	его в	1	2
108	сказать что	6	2
109	с тем	1	2
110	чем в	1	2
111	подойти к	1	2
112	том что	4	2
113	ко всем	1	2
114	в глубь	1	2
115	к этому	1	2
116	и там	1	2
117	своей жизни	1	2
118	любовь к	1	2
119	и для	1	2
120	ничего не	2	2
121	тогда уже	1	2
122	и ни	1	2
123	к ней	2	2
124	ничто не	1	2
125	не есть	1	2
126	жизни в	3	2
127	в своей	5	2
128	что все	1	2
129	свободы и	1	2
130	всего в	1	2
131	хотя и	2	2
132	ее в	2	2
133	но в	4	2
134	и это	3	1
135	человеческой природой	1	1
136	кто бы	1	1
137	отношения к	4	1
138	также и	3	1
139	например в	1	1
140	с образом	1	1
141	был для	2	1
142	не делает	1	1
143	мире это	1	1
144	и действительно	1	1
145	связана с	3	1
146	в виду	3	1
147	с кем	1	1
148	на самом	2	1
149	характер и	4	1
150	тем же	1	1
151	своего духа	1	1
152	и до	4	1
153	этого начала	1	1
154	должна быть	1	1
155	видеть в	2	1
156	и когда	1	1
157	ключа к	1	1
158	можно было	3	1
159	имею в	1	1
160	к чему	1	1
161	из всех	1	1
162	есть не	1	1
163	в борьбе	1	1
164	искали в	1	1
165	характер его	1	1
166	по сравнению	2	1
167	связан с	3	1
168	в первый	1	1
169	эпоху возрождения	2	1
170	если бы	1	1
171	в эпоху	13	1
172	один человек	1	1
173	для раскрытия	1	1
174	в сущности	8	1
175	не вполне	1	1
176	о нем	1	1
177	другом месте	2	1
178	люди с	1	1
179	в ней	2	1
180	была для	1	1
181	в проповедях	1	1
182	человеке которая	1	1
183	образе в	1	1
184	после того	1	1
185	из образов	1	1
186	нет у	1	1
187	природе человека	1	1
188	самом деле	1	1
189	что люди	2	1
190	но не	5	1
191	сравнению с	2	1
192	христа в	1	1
193	нуждается в	2	1
194	иногда и	1	1
195	себе и	2	1
196	отметить что	1	1
197	в форме	4	1
198	у одного	1	1
199	в центре	1	1
200	что во	1	1
201	в одной	1	1
202	как в	1	1
203	этой отрицательной	1	1
204	как например	1	1
205	в частности	1	1
206	один из	7	1
207	еще больше	1	1
208	над человеческой	1	1
209	что только	2	1
210	и как	1	1
211	с ними	1	1
212	природой и	2	1
213	духа и	3	1
214	проникнуть в	2	1
215	от этого	1	1
216	и после	2	1
217	свой особый	1	1
218	начало в	1	1
219	и идеологических	1	1
220	есть для	2	1
221	со всеми	2	1
222	в эти	1	1
223	думать что	2	1
224	с их	6	1
225	только один	1	1
226	я имею	1	1
227	на то	2	1
228	и других	3	1
229	да и	3	1
230	из них	3	1
231	ключ к	2	1
232	всегда оказывается	1	1
233	в силу	1	1
234	в корне	1	1
235	в одном	3	1
236	вовсе не	10	1
237	и сам	1	1
238	так часто	1	1
239	не теряет	1	1
