N	4gram	Bakhtin_Pr_1	Problemy
1	в то же время	3	12
2	и в то же	2	5
3	бы то ни было	2	4
4	с самим собою и	1	3
5	но в то же	1	3
6	чего бы то ни	1	2
7	ни в чем не	2	2
8	на протяжении всего романа	1	2
9	несмотря на то что	1	1
10	на самом же деле	1	1
11	к себе самому к	1	1
12	в строгом смысле этого	1	1
13	на самом деле и	1	1
14	не может и не	2	1
15	том и в другом	1	1
16	не чем иным как	1	1
17	мы можем сказать что	1	1
18	строгом смысле этого слова	1	1
19	и в том и	1	1
20	в том и в	1	1
21	и в другом направлении	1	1
22	бы они ни были	1	1
